club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Real Sociedad,Arif Erdem,28,Centre-Forward,Galatasaray,€3.68m,in,Summer,3.68,Primera Division,2000,2000/2001
Real Sociedad,Frédéric Peiremans,26,Defensive Midfield,Twente FC,€3.60m,in,Summer,3.6,Primera Division,2000,2000/2001
Real Sociedad,Mattias Asper,26,Goalkeeper,AIK,€2.70m,in,Summer,2.7,Primera Division,2000,2000/2001
Real Sociedad,Tayfun Korkut,26,Right Midfield,Fenerbahce,free transfer,in,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,Stéphane Collet,28,Right Midfield,Lens,?,in,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,Igor Gabilondo,21,Left Midfield,Real Sociedad B,-,in,Summer,0,Primera Division,2000,2000/2001
Real Sociedad,Xabi Alonso,18,Defensive Midfield,R. Sociedad U19,-,in,Summer,0,Primera Division,2000,2000/2001
Real Sociedad,Ricardo Sá Pinto,27,Second Striker,Sporting CP,€2.40m,out,Summer,2.4,Primera Division,2000,2000/2001
Real Sociedad,Dietmar Kühbauer,29,Central Midfield,VfL Wolfsburg,free transfer,out,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,Juan Gómez,29,defence,Atlético Madrid,?,out,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,Aitor Aldeondo,25,Centre-Forward,Córdoba CF,?,out,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,Xabi Alonso,18,Defensive Midfield,SD Eibar,loan transfer,out,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,Joseba Llorente,20,Centre-Forward,SD Eibar,loan transfer,out,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,José Javier Barkero,21,Attacking Midfield,Toulouse,loan transfer,out,Summer,NA,Primera Division,2000,2000/2001
Real Sociedad,Iker Sarriegi,26,Centre-Back,Retired,-,out,Summer,0,Primera Division,2000,2000/2001
Real Oviedo,Rubén Reyes,21,Central Midfield,Avilés Ind.,€210Th.,in,Summer,0.21,Primera Division,2000,2000/2001
Real Oviedo,Milan Martinovic,20,Centre-Back,Rad,free transfer,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Oli,28,Centre-Forward,Real Betis,?,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Gaspar Gálvez,20,Centre-Back,Atlético Madrid,?,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Pedro Dorronsoro,23,Goalkeeper,Torre,?,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Rubén Suárez,24,attack,SD Eibar,?,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Ivo Rodríguez,22,midfield,Atlético Madrid,?,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Djordje Tomic,27,Central Midfield,Partizan,?,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Veljko Paunovic,22,Centre-Forward,Atlético Madrid,loan transfer,in,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Joyce Moreno,25,Centre-Back,CD Leganés,"End of loanJun 30, 2000",in,Summer,0,Primera Division,2000,2000/2001
Real Oviedo,Julio Dely Valdés,33,Centre-Forward,Málaga CF,free transfer,out,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Paulo Bento,31,Defensive Midfield,Sporting CP,?,out,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Roberto Pompei,30,Left Midfield,Estudiantes,?,out,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Iván Iglesias,28,Central Midfield,Rayo Vallecano,?,out,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Nacho Rodríguez,17,Centre-Forward,Racing B,?,out,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Mateo Corbo,24,Left-Back,Barnsley FC,?,out,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Óscar Álvarez,23,Centre-Back,UE Lleida,loan transfer,out,Summer,NA,Primera Division,2000,2000/2001
Real Oviedo,Xabier Eskurza,30,Central Midfield,Retired,-,out,Summer,0,Primera Division,2000,2000/2001
CD Numancia,Laurentiu Rosu,24,Left Winger,Steaua Bukarest,€1.29m,in,Summer,1.29,Primera Division,2000,2000/2001
CD Numancia,Curro Montoya,23,Defensive Midfield,Valencia B,free transfer,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Gustavo,24,defence,Atlético Madrid,?,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Dani Mayo,27,Centre-Back,Alzira,?,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,José Antonio Culebras,21,Centre-Back,CD Toledo,?,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Miguel Ángel Soria,26,Centre-Back,Valencia,?,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Claudio Marini,28,Defensive Midfield,CA Colon,?,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Iñaki Hurtado,28,midfield,CD Logroñés,?,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Rafael Clavero,23,Left-Back,Real Madrid B,?,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Manel Menéndez,29,Right-Back,Dep. La Coruña,loan transfer,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,David Pirri,26,Left Midfield,Dep. La Coruña,loan transfer,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Iván Pérez,24,Centre-Forward,Dep. La Coruña,loan transfer,in,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Javier Castaño,27,Central Midfield,Real Betis,free transfer,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Damián Manusovich,27,Left-Back,Elche CF,free transfer,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Alberto Belsué,32,Right-Back,Iraklis,free transfer,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Fabrice Moreau,32,midfield,Airdrie,free transfer,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Raúl Muñoz,25,Left-Back,Colo Colo,?,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Iván Rocha,31,Left-Back,Elche CF,?,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Roberto Urroz,25,Goalkeeper,Calahorra,?,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Juan Eleder Acedo,31,Left-Back,SD Eibar,?,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Jorge Pérez,24,Central Midfield,CF Extremadura,?,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Jorge Delgado,24,Centre-Forward,Nacional,?,out,Summer,NA,Primera Division,2000,2000/2001
CD Numancia,Jandro,21,Attacking Midfield,Valencia B,"End of loanJun 30, 2000",out,Summer,0,Primera Division,2000,2000/2001
CD Numancia,Alberto Rivera,22,Central Midfield,Real Madrid,"End of loanJun 30, 2000",out,Summer,0,Primera Division,2000,2000/2001
Deportivo Alavés,Jordi Cruyff,26,Attacking Midfield,Man Utd,free transfer,in,Summer,NA,Primera Division,2000,2000/2001
Deportivo Alavés,Rubén Vega,22,Centre-Forward,Real Sociedad B,free transfer,in,Summer,NA,Primera Division,2000,2000/2001
Deportivo Alavés,Vlatko Djolonga,23,Left-Back,Hrv Dragovoljac,?,in,Summer,NA,Primera Division,2000,2000/2001
Deportivo Alavés,Iván Alonso,21,Centre-Forward,River Plate,?,in,Summer,NA,Primera Division,2000,2000/2001
