,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Ignazio Abate,it ITA,DF,Milan,28,1986,27,27,"2,248",25.0,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,Matches,2015-2016
1,Christian Abbiati,it ITA,GK,Milan,38,1977,1,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
2,Francesco Acerbi,it ITA,DF,Sassuolo,27,1988,36,36,"3,240",36.0,4,0,4,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches,2015-2016
3,Robert Acquafresca,it ITA,FW,Bologna,27,1987,6,2,208,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
4,Afriyie Acquah,gh GHA,MF,Torino,23,1992,29,22,"1,888",21.0,2,3,2,0,0,9,0,0.10,0.14,0.24,0.10,0.24,Matches,2015-2016
5,Claud Adjapong,it ITA,"DF,MF",Sassuolo,17,1998,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
6,Ali Adnan Kadhim,iq IRQ,"MF,DF",Udinese,21,1993,28,21,"1,904",21.2,1,1,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,Matches,2015-2016
7,Luiz Adriano,br BRA,FW,Milan,28,1987,26,12,"1,194",13.3,4,0,3,1,1,4,0,0.30,0.00,0.30,0.23,0.23,Matches,2015-2016
8,Rodrigo Aguirre,uy URU,FW,Udinese,20,1994,10,3,340,3.8,0,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches,2015-2016
9,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,24,1990,33,30,"2,661",29.6,4,1,4,0,0,6,0,0.14,0.03,0.17,0.14,0.17,Matches,2015-2016
10,Arlind Ajeti,al ALB,DF,Frosinone,21,1993,16,15,"1,218",13.5,1,0,1,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches,2015-2016
11,Fabrizio Alastra,it ITA,GK,Palermo,17,1997,2,1,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
12,Michelangelo Albertazzi,it ITA,DF,Hellas Verona,24,1991,10,9,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
13,Raúl Albiol,es ESP,DF,Napoli,29,1985,36,36,"3,240",36.0,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matches,2015-2016
14,Alex,br BRA,DF,Milan,33,1982,25,24,"2,091",23.2,3,1,3,0,0,5,0,0.13,0.04,0.17,0.13,0.17,Matches,2015-2016
15,Allan,br BRA,MF,Napoli,24,1991,35,32,"2,818",31.3,3,5,3,0,0,5,0,0.10,0.16,0.26,0.10,0.26,Matches,2015-2016
16,Marcos Alonso,es ESP,"MF,DF",Fiorentina,24,1990,31,26,"2,347",26.1,3,4,3,0,0,8,0,0.12,0.15,0.27,0.12,0.27,Matches,2015-2016
17,Ricky Álvarez,ar ARG,"MF,FW",Sampdoria,27,1988,13,9,806,9.0,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches,2015-2016
18,Amauri,it ITA,FW,Torino,35,1980,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
19,Felipe Anderson,br BRA,"FW,MF",Lazio,22,1993,35,21,"2,071",23.0,7,4,7,0,0,2,0,0.30,0.17,0.48,0.30,0.48,Matches,2015-2016
20,Ionuț Andrei Radu,ro ROU,GK,Inter,,,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
21,Cristian Ansaldi,ar ARG,"MF,DF",Genoa,28,1986,24,23,"2,010",22.3,0,4,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches,2015-2016
22,Luca Antei,it ITA,DF,Sassuolo,23,1992,5,4,341,3.8,0,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches,2015-2016
23,Luca Antonelli,it ITA,DF,Milan,28,1987,28,25,"2,338",26.0,3,1,3,0,0,2,0,0.12,0.04,0.15,0.12,0.15,Matches,2015-2016
24,Siniša Anđelković,si SVN,DF,Palermo,29,1986,23,21,"1,908",21.2,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,Matches,2015-2016
26,Lorenzo Ariaudo,it ITA,DF,Sassuolo,26,1989,4,2,237,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
27,Lorenzo Ariaudo,it ITA,DF,Empoli,26,1989,5,5,421,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
28,Pablo Armero,co COL,MF,Udinese,28,1986,5,5,417,4.6,1,0,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,2015-2016
29,Kwadwo Asamoah,gh GHA,MF,Juventus,26,1988,11,6,569,6.3,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,2015-2016
30,Davide Astori,it ITA,DF,Fiorentina,28,1987,33,32,"2,901",32.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
31,Danilo Avelar,br BRA,MF,Torino,26,1989,6,4,344,3.8,0,2,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,Matches,2015-2016
32,Khouma Babacar,sn SEN,FW,Fiorentina,22,1993,18,11,802,8.9,5,1,4,1,1,2,0,0.56,0.11,0.67,0.45,0.56,Matches,2015-2016
