,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Beniamino Abate,it ITA,GK,Cagliari,33,1962,15,15,"1,350",15.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1995-1996
1,Giovanni Abate,it ITA,MF,Sampdoria,19,1976,1,1,56,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
2,Massimo Agostini,it ITA,FW,Napoli,31,1964,30,30,"2,496",27.7,4,,4,0,,6,0,0.14,,,0.14,,Matches,1995-1996
3,Giuseppe Alberga,it ITA,GK,Bari,28,1966,2,2,180,2.0,0,,,,,0,0,0.00,,,,,Matches,1995-1996
4,Demetrio Albertini,it ITA,"FW,MF",Milan,23,1971,30,29,"2,443",27.1,0,,0,0,,6,2,0.00,,,0.00,,Matches,1995-1996
5,Aldair,br BRA,DF,Roma,29,1965,31,31,"2,734",30.4,0,,0,0,,6,1,0.00,,,0.00,,Matches,1995-1996
6,Massimiliano Allegri,it ITA,MF,Cagliari,27,1967,2,1,68,0.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
7,John Aloisi,au AUS,FW,Cremonese,19,1976,22,7,843,9.4,2,,2,0,,0,0,0.21,,,0.21,,Matches,1995-1996
8,Luca Altomare,it ITA,MF,Napoli,23,1972,2,0,45,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
9,Gabriele Ambrosetti,it ITA,MF,Vicenza,21,1973,24,16,"1,379",15.3,3,,3,0,,2,0,0.20,,,0.20,,Matches,1995-1996
10,Massimo Ambrosini,it ITA,MF,Milan,18,1977,7,1,243,2.7,0,,0,0,,2,0,0.00,,,0.00,,Matches,1995-1996
11,Daniele Amerini,it ITA,MF,Vicenza,20,1974,24,4,631,7.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1995-1996
12,Raffaele Ametrano,it ITA,MF,Udinese,22,1973,32,31,"2,610",29.0,1,,1,0,,7,0,0.03,,,0.03,,Matches,1995-1996
13,Lorenzo Amoruso,it ITA,DF,Fiorentina,24,1971,31,31,"2,755",30.6,2,,2,0,,7,1,0.07,,,0.07,,Matches,1995-1996
14,Nicola Amoruso,it ITA,FW,Padova,20,1974,33,31,"2,788",31.0,14,,12,2,,5,0,0.45,,,0.39,,Matches,1995-1996
15,Kennet Andersson,se SWE,FW,Bari,27,1967,33,31,"2,745",30.5,12,,12,0,,5,0,0.39,,,0.39,,Matches,1995-1996
16,Michele Andrisani,it ITA,MF,Bari,21,1973,1,0,8,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
17,Jocelyn Angloma,fr FRA,"DF,MF",Torino,29,1965,31,31,"2,624",29.2,3,,3,0,,3,1,0.10,,,0.10,,Matches,1995-1996
18,Enrico Annoni,it ITA,DF,Roma,29,1966,23,12,"1,199",13.3,0,,0,0,,5,1,0.00,,,0.00,,Matches,1995-1996
19,Paolo Annoni,it ITA,DF,Bari,25,1970,23,9,"1,020",11.3,1,,1,0,,4,0,0.09,,,0.09,,Matches,1995-1996
20,Luigi Apolloni,it ITA,DF,Parma,28,1967,26,26,"2,285",25.4,1,,1,0,,2,2,0.04,,,0.04,,Matches,1995-1996
21,Giovanni Arioli,it ITA,MF,Parma,19,1976,1,0,25,0.3,1,,1,0,,0,0,3.60,,,3.60,,Matches,1995-1996
22,Faustino Asprilla,co COL,FW,Parma,25,1969,6,4,356,4.0,2,,2,0,,1,1,0.51,,,0.51,,Matches,1995-1996
23,Roberto Ayala,ar ARG,DF,Napoli,22,1973,29,28,"2,323",25.8,0,,0,0,,8,0,0.00,,,0.00,,Matches,1995-1996
24,Roberto Bacci,it ITA,DF,Torino,28,1967,28,27,"2,460",27.3,0,,0,0,,10,2,0.00,,,0.00,,Matches,1995-1996
26,Dino Baggio,it ITA,MF,Parma,24,1971,28,28,"2,292",25.5,4,,4,0,,10,0,0.16,,,0.16,,Matches,1995-1996
27,Roberto Baggio,it ITA,"FW,MF",Milan,28,1967,28,26,"2,009",22.3,7,,4,3,,0,0,0.31,,,0.18,,Matches,1995-1996
28,Francesco Baiano,it ITA,FW,Fiorentina,27,1968,28,27,"2,028",22.5,11,,10,1,,7,0,0.49,,,0.44,,Matches,1995-1996
29,Abel Balbo,ar ARG,FW,Roma,29,1966,26,23,"2,031",22.6,13,,9,4,,3,0,0.58,,,0.40,,Matches,1995-1996
30,Francesco Baldini,it ITA,DF,Napoli,21,1974,27,20,"1,887",21.0,0,,0,0,,5,1,0.00,,,0.00,,Matches,1995-1996
31,David Balleri,it ITA,DF,Sampdoria,26,1969,32,32,"2,829",31.4,4,,4,0,,8,0,0.13,,,0.13,,Matches,1995-1996
32,Gabriele Ballotta,it ITA,FW,Piacenza,16,1979,1,0,10,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
33,Giacomo Banchelli,it ITA,FW,Fiorentina,22,1973,16,5,590,6.6,4,,4,0,,1,0,0.61,,,0.61,,Matches,1995-1996
34,Franco Baresi,it ITA,DF,Milan,35,1960,30,30,"2,688",29.9,1,,1,0,,7,0,0.03,,,0.03,,Matches,1995-1996
35,Alfredo Bassani,it ITA,DF,Cremonese,25,1970,6,3,409,4.5,0,,0,0,,1,0,0.00,,,0.00,,Matches,1995-1996
36,Gabriel Batistuta,ar ARG,FW,Fiorentina,26,1969,31,31,"2,761",30.7,19,,17,2,,5,0,0.62,,,0.55,,Matches,1995-1996
37,Graziano Battistini,it ITA,GK,Udinese,24,1970,27,26,"2,257",25.1,0,,0,0,,3,1,0.00,,,0.00,,Matches,1995-1996
38,Claudio Bellucci,it ITA,FW,Sampdoria,20,1975,16,7,721,8.0,1,,1,0,,0,0,0.12,,,0.12,,Matches,1995-1996
39,Davide Belotti,it ITA,DF,Vicenza,23,1972,16,7,685,7.6,0,,0,0,,2,0,0.00,,,0.00,,Matches,1995-1996
40,Antonio Benarrivo,it ITA,DF,Parma,26,1968,27,22,"1,902",21.1,3,,3,0,,6,0,0.14,,,0.14,,Matches,1995-1996
41,Cristiano Bergodi,it ITA,DF,Lazio,30,1964,15,8,802,8.9,0,,0,0,,3,0,0.00,,,0.00,,Matches,1995-1996
42,Giuseppe Bergomi,it ITA,DF,Internazionale,31,1963,27,23,"2,001",22.2,0,,0,0,,3,1,0.00,,,0.00,,Matches,1995-1996
43,Alberto Bernardi,it ITA,FW,Torino,18,1977,4,0,126,1.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
44,Antonino Bernardini,it ITA,MF,Torino,21,1974,23,17,"1,587",17.6,2,,2,0,,3,0,0.11,,,0.11,,Matches,1995-1996
45,Daniele Berretta,it ITA,MF,Roma,23,1972,3,1,67,0.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
46,Mauro Bertarelli,it ITA,FW,Sampdoria,24,1970,8,0,81,0.9,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
47,Nicola Berti,it ITA,MF,Internazionale,28,1967,10,7,555,6.2,0,,0,0,,2,0,0.00,,,0.00,,Matches,1995-1996
48,Valerio Bertotto,it ITA,DF,Udinese,20,1975,28,18,"1,811",20.1,1,,1,0,,3,0,0.05,,,0.05,,Matches,1995-1996
49,Federico Bettoni,it ITA,MF,Fiorentina,23,1972,11,1,270,3.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
50,Giovanni Bia,it ITA,DF,Udinese,26,1968,31,31,"2,727",30.3,4,,1,3,,9,0,0.13,,,0.03,,Matches,1995-1996
52,Alessandro Bianchi,it ITA,MF,Internazionale,29,1966,14,7,600,6.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
53,Enzo Biato,it ITA,GK,Torino,32,1963,14,13,"1,237",13.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
54,Oliver Bierhoff,de GER,FW,Udinese,27,1968,31,31,"2,778",30.9,17,,15,2,,6,0,0.55,,,0.49,,Matches,1995-1996
55,Emiliano Bigica,it ITA,DF,Fiorentina,21,1973,27,22,"1,837",20.4,0,,0,0,,9,0,0.00,,,0.00,,Matches,1995-1996
56,Pierpaolo Bisoli,it ITA,MF,Cagliari,28,1966,34,34,"3,058",34.0,1,,1,0,,3,0,0.03,,,0.03,,Matches,1995-1996
57,Antonio Bitetti,it ITA,MF,Cagliari,20,1974,3,0,27,0.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
58,Joachim Björklund,se SWE,DF,Vicenza,24,1971,33,33,"2,956",32.8,0,,0,0,,2,0,0.00,,,0.00,,Matches,1995-1996
59,Zvonimir Boban,hr CRO,MF,Milan,26,1968,13,13,"1,158",12.9,3,,3,0,,1,0,0.23,,,0.23,,Matches,1995-1996
60,Alain Boghossian,fr FRA,"FW,MF",Napoli,24,1970,23,15,"1,276",14.2,2,,2,0,,1,0,0.14,,,0.14,,Matches,1995-1996
61,Alen Bokšić,hr CRO,FW,Lazio,25,1970,23,20,"1,761",19.6,4,,4,0,,1,1,0.20,,,0.20,,Matches,1995-1996
62,Valter Bonacina,it ITA,MF,Atalanta,31,1964,29,28,"2,496",27.7,0,,0,0,,9,1,0.00,,,0.00,,Matches,1995-1996
63,Adriano Bonaiuti,it ITA,GK,Padova,28,1967,31,31,"2,742",30.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
64,Mauro Bonomi,it ITA,DF,Cagliari,22,1972,12,8,842,9.4,0,,0,0,,2,0,0.00,,,0.00,,Matches,1995-1996
65,Roberto Bordin,it ITA,MF,Napoli,30,1965,29,29,"2,464",27.4,0,,0,0,,5,2,0.00,,,0.00,,Matches,1995-1996
66,Stefano Borgonovo,it ITA,"FW,MF",Udinese,31,1964,7,3,256,2.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,1995-1996
67,Nicola Boselli,it ITA,DF,Atalanta,23,1972,15,8,821,9.1,0,,0,0,,1,0,0.00,,,0.00,,Matches,1995-1996
68,Massimo Brambilla,it ITA,MF,Parma,22,1973,26,20,"1,888",21.0,0,,0,0,,4,0,0.00,,,0.00,,Matches,1995-1996
