,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Christian Abbiati,it ITA,GK,Milan,24,1977,34,34,"3,060",34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
1,Adaílton,br BRA,FW,Hellas Verona,24,1977,3,0,64,0.7,1,0,1,0,0,0,0,1.41,0.00,1.41,1.41,1.41,Matches,2001-2002
2,Daniele Adani,it ITA,DF,Fiorentina,27,1974,23,23,"1,954",21.7,2,0,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,2001-2002
3,Adriano,br BRA,FW,Fiorentina,19,1982,15,15,"1,313",14.6,6,4,6,0,1,2,0,0.41,0.27,0.69,0.41,0.69,Matches,2001-2002
4,Adriano,br BRA,FW,Inter,19,1982,8,0,216,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,2001-2002
5,Alessandro Agostini,it ITA,DF,Fiorentina,22,1979,13,8,639,7.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
6,Demetrio Albertini,it ITA,"FW,MF",Milan,29,1971,24,23,"1,827",20.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
7,Aldair,br BRA,DF,Roma,35,1965,16,14,"1,312",14.6,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
8,Jimmy Algerino,fr FRA,DF,Venezia,29,1971,8,8,615,6.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
9,Matías Almeyda,ar ARG,"DF,MF",Parma,27,1973,18,18,"1,447",16.1,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
10,Sergio Almirón,ar ARG,MF,Udinese,20,1980,10,6,373,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
11,Amaral,br BRA,MF,Fiorentina,28,1973,25,19,"1,742",19.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
12,Leandro Amaral,br BRA,FW,Fiorentina,23,1977,1,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
13,Amauri,it ITA,FW,Piacenza,21,1980,7,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
14,Gabriele Ambrosetti,it ITA,MF,Piacenza,27,1973,14,3,438,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
15,Massimo Ambrosini,it ITA,MF,Milan,24,1977,9,6,591,6.6,3,0,3,0,0,0,0,0.46,0.00,0.46,0.46,0.46,Matches,2001-2002
16,Marco Ambrosio,it ITA,GK,Chievo,28,1973,2,1,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
17,Christian Amoroso,it ITA,MF,Fiorentina,24,1976,28,28,"2,366",26.3,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches,2001-2002
18,Nicola Amoruso,it ITA,FW,Juventus,26,1974,9,3,294,3.3,0,2,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,Matches,2001-2002
19,Daniel Andersson,se SWE,"DF,MF",Venezia,23,1977,28,26,"2,237",24.9,0,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,Matches,2001-2002
20,Francesco Antonioli,it ITA,GK,Roma,31,1969,30,30,"2,663",29.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
21,Stephen Appiah,gh GHA,MF,Parma,20,1980,13,6,599,6.7,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,2001-2002
22,Marcos Assunção,br BRA,MF,Roma,25,1976,22,15,"1,379",15.3,6,2,6,0,0,4,0,0.39,0.13,0.52,0.39,0.52,Matches,2001-2002
23,Antonino Asta,it ITA,MF,Torino,30,1970,25,24,"2,128",23.6,0,1,0,0,0,2,1,0.00,0.04,0.04,0.00,0.04,Matches,2001-2002
24,Ibrahim Ba,fr FRA,MF,Milan,27,1973,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
26,Jonathan Bachini,it ITA,MF,Brescia,26,1975,9,7,621,6.9,2,0,2,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches,2001-2002
27,Jonathan Bachini,it ITA,MF,Parma,26,1975,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
28,Dino Baggio,it ITA,MF,Lazio,30,1971,15,5,617,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
29,Roberto Baggio,it ITA,"FW,MF",Brescia,34,1967,12,10,851,9.5,11,3,8,3,4,0,0,1.16,0.32,1.48,0.85,1.16,Matches,2001-2002
