,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Adaílton,br BRA,FW,Parma,20,1977,13,4,467,5.2,2,,2,0,,2,0,0.39,,,0.39,,Matches,1997-1998
1,Daniele Adani,it ITA,DF,Brescia,23,1974,33,33,"2,926",32.5,3,,3,0,,4,0,0.09,,,0.09,,Matches,1997-1998
2,Ivan Aiardi,it ITA,GK,Lecce,26,1971,3,1,178,2.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
3,Demetrio Albertini,it ITA,"FW,MF",Milan,25,1971,28,28,"2,413",26.8,0,,0,0,,6,0,0.00,,,0.00,,Matches,1997-1998
4,Aldair,br BRA,DF,Roma,31,1965,28,28,"2,412",26.8,3,,3,0,,5,3,0.11,,,0.11,,Matches,1997-1998
5,Marcus Allbäck,se SWE,FW,Bari,24,1973,16,12,858,9.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
6,Massimiliano Allegri,it ITA,MF,Napoli,29,1967,7,6,481,5.3,0,,0,0,,2,0,0.00,,,0.00,,Matches,1997-1998
7,Matías Almeyda,ar ARG,"DF,MF",Lazio,23,1973,19,16,"1,233",13.7,0,,0,0,,2,0,0.00,,,0.00,,Matches,1997-1998
8,Luca Altomare,it ITA,MF,Napoli,25,1972,24,16,"1,596",17.7,2,,2,0,,5,1,0.11,,,0.11,,Matches,1997-1998
9,Gabriele Ambrosetti,it ITA,MF,Vicenza,23,1973,30,21,"1,698",18.9,5,,5,0,,6,0,0.27,,,0.27,,Matches,1997-1998
10,Massimo Ambrosini,it ITA,MF,Vicenza,20,1977,27,25,"2,187",24.3,1,,1,0,,12,0,0.04,,,0.04,,Matches,1997-1998
11,Marco Ambrosio,it ITA,GK,Sampdoria,24,1973,3,1,201,2.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
12,Raffaele Ametrano,it ITA,MF,Empoli,24,1973,29,27,"2,214",24.6,3,,3,0,,10,4,0.12,,,0.12,,Matches,1997-1998
13,Christian Amoroso,it ITA,MF,Fiorentina,20,1976,15,3,452,5.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
14,Márcio Amoroso,br BRA,FW,Udinese,23,1974,25,22,"1,735",19.3,5,,4,1,,2,1,0.26,,,0.21,,Matches,1997-1998
