,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Acorán,es ESP,MF,Tenerife,18,1983,10,3,378,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
1,Roberto Acuña,py PAR,MF,Zaragoza,29,1972,26,25,"2,273",25.3,6,3,5,1,1,5,0,0.24,0.12,0.36,0.20,0.32,Matches,2001-2002
2,David Aganzo,es ESP,FW,Espanyol,20,1981,11,2,353,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
3,Xavier Aguado,es ESP,DF,Zaragoza,33,1968,22,22,"1,902",21.1,1,0,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matches,2001-2002
4,Pablo Aimar,ar ARG,MF,Valencia,21,1979,33,23,"2,118",23.5,4,7,4,0,0,4,0,0.17,0.30,0.47,0.17,0.47,Matches,2001-2002
5,David Albelda,es ESP,"DF,MF",Valencia,23,1977,32,32,"2,759",30.7,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,Matches,2001-2002
6,Alberto,es ESP,GK,Real Sociedad,32,1969,18,18,"1,620",18.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
7,Alberto,es ESP,MF,Las Palmas,24,1977,8,5,516,5.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
8,Luiz Alberto,br BRA,DF,Real Sociedad,23,1977,30,29,"2,655",29.5,6,0,6,0,0,6,0,0.20,0.00,0.20,0.20,0.20,Matches,2001-2002
9,Alcázar,es ESP,DF,Rayo Vallecano,34,1967,22,19,"1,679",18.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
10,Alberto Alejandro,,FW,Real Sociedad,21,1979,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
11,Alexis,es ESP,DF,Tenerife,27,1974,18,15,"1,421",15.8,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,2001-2002
12,Pablo Alfaro,es ESP,DF,Sevilla,32,1969,36,36,"3,212",35.7,1,2,1,0,0,10,1,0.03,0.06,0.08,0.03,0.08,Matches,2001-2002
13,Alfredo,es ESP,MF,Osasuna,28,1972,27,25,"2,166",24.1,3,2,3,0,0,10,0,0.12,0.08,0.21,0.12,0.21,Matches,2001-2002
14,Bittor Alkiza,es ESP,MF,Athletic Club,30,1970,33,28,"2,584",28.7,1,2,1,0,0,5,0,0.03,0.07,0.10,0.03,0.10,Matches,2001-2002
15,Rafael Alkorta,es ESP,DF,Athletic Club,32,1968,6,5,474,5.3,1,0,1,0,0,2,1,0.19,0.00,0.19,0.19,0.19,Matches,2001-2002
16,John Aloisi,au AUS,FW,Osasuna,25,1976,29,20,"1,905",21.2,9,3,8,1,2,2,0,0.43,0.14,0.57,0.38,0.52,Matches,2001-2002
17,Edu Alonso,es ESP,MF,Las Palmas,27,1974,34,33,"2,701",30.0,0,2,0,0,0,7,1,0.00,0.07,0.07,0.00,0.07,Matches,2001-2002
18,Iván Alonso,uy URU,FW,Alavés,22,1979,26,8,"1,073",11.9,2,0,2,0,0,3,1,0.17,0.00,0.17,0.17,0.17,Matches,2001-2002
19,Mikel Alonso,es ESP,MF,Real Sociedad,21,1980,1,0,45,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
20,Xabi Alonso,es ESP,MF,Real Sociedad,19,1981,30,29,"2,442",27.1,3,1,3,0,0,10,0,0.11,0.04,0.15,0.11,0.15,Matches,2001-2002
21,Quique Álvarez,es ESP,DF,Villarreal,26,1975,35,35,"3,074",34.2,1,0,1,0,0,13,0,0.03,0.00,0.03,0.03,0.03,Matches,2001-2002
22,Álvaro,br BRA,DF,Las Palmas,23,1977,10,9,771,8.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
23,Gabriel Amato,ar ARG,FW,Betis,30,1970,25,6,"1,008",11.2,5,0,3,2,3,1,0,0.45,0.00,0.45,0.27,0.27,Matches,2001-2002
24,José Amavisca,es ESP,"FW,MF",La Coruña,30,1971,28,16,"1,621",18.0,3,3,3,0,0,5,0,0.17,0.17,0.33,0.17,0.33,Matches,2001-2002
26,Guillermo Amor,es ESP,MF,Villarreal,33,1967,29,23,"1,987",22.1,1,0,1,0,0,9,1,0.05,0.00,0.05,0.05,0.05,Matches,2001-2002
