,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Germán Rojas,es ESP,DF,Sevilla,20,1979,4,3,235,2.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
1,Roberto Acuña,py PAR,MF,Zaragoza,27,1972,31,29,"2,616",29.1,5,4,5,0,0,8,0,0.17,0.14,0.31,0.17,0.31,Matches,1999-2000
2,Mutiu Adepoju,ng NGA,MF,Real Sociedad,28,1970,14,9,821,9.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
3,David Aganzo,es ESP,FW,Real Madrid,18,1981,4,0,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
4,Agostinho,pt POR,MF,Málaga,23,1975,26,18,"1,518",16.9,1,3,1,0,0,3,0,0.06,0.18,0.24,0.06,0.24,Matches,1999-2000
5,Xavier Aguado,es ESP,DF,Zaragoza,31,1968,29,29,"2,473",27.5,2,0,2,0,0,8,1,0.07,0.00,0.07,0.07,0.07,Matches,1999-2000
6,Carlos Aguilera,es ESP,DF,Atlético Madrid,30,1969,29,25,"2,079",23.1,1,2,1,0,0,7,0,0.04,0.09,0.13,0.04,0.13,Matches,1999-2000
7,David Albelda,es ESP,"DF,MF",Valencia,21,1977,21,14,"1,345",14.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
8,Alberto,es ESP,GK,Real Sociedad,30,1969,37,37,"3,234",35.9,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
9,Joaquim Alberto Silva,ao ANG,FW,Rayo Vallecano,25,1974,1,0,17,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1999-2000
10,Alcázar,es ESP,DF,Rayo Vallecano,32,1967,36,36,"3,144",34.9,0,2,0,0,0,6,1,0.00,0.06,0.06,0.00,0.06,Matches,1999-2000
11,Óscar Alcides Mena,ar ARG,MF,Atlético Madrid,28,1970,6,2,305,3.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
12,Aitor Aldeondo,es ESP,FW,Real Sociedad,24,1975,14,0,323,3.6,1,0,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,1999-2000
13,Bittor Alkiza,es ESP,MF,Athletic Club,28,1970,27,26,"2,152",23.9,0,2,0,0,0,9,0,0.00,0.08,0.08,0.00,0.08,Matches,1999-2000
14,Rafael Alkorta,es ESP,DF,Athletic Club,30,1968,24,24,"2,014",22.4,1,1,1,0,0,9,0,0.04,0.04,0.09,0.04,0.09,Matches,1999-2000
15,Edu Alonso,es ESP,MF,Athletic Club,25,1974,23,10,"1,063",11.8,0,4,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,Matches,1999-2000
16,Txema Alonso,es ESP,"DF,MF",Racing Sant,28,1971,18,12,"1,057",11.7,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
17,Armando Álvarez,es ESP,DF,Mallorca,29,1970,17,9,934,10.4,1,3,1,0,0,5,0,0.10,0.29,0.39,0.10,0.39,Matches,1999-2000
18,Íker Álvarez,es ESP,GK,Real Sociedad,22,1977,3,1,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
19,Óscar Álvarez,es ESP,DF,Oviedo,22,1977,3,0,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
20,José Amavisca,es ESP,"FW,MF",Racing Sant,28,1971,32,32,"2,781",30.9,2,7,1,1,1,6,0,0.06,0.23,0.29,0.03,0.26,Matches,1999-2000
21,Iván Amaya,es ESP,DF,Rayo Vallecano,20,1978,21,15,"1,465",16.3,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,1999-2000
22,Daniel Amieva,es ESP,MF,Oviedo,23,1976,15,4,644,7.2,1,3,1,0,0,2,0,0.14,0.42,0.56,0.14,0.56,Matches,1999-2000
23,Juan Andrés Gómez,ar ARG,DF,Real Sociedad,28,1971,31,25,"2,273",25.3,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,1999-2000
24,Nicolas Anelka,fr FRA,FW,Real Madrid,20,1979,20,8,"1,188",13.2,2,3,2,0,0,1,0,0.15,0.23,0.38,0.15,0.38,Matches,1999-2000
26,Miguel Ángel Angulo,es ESP,"FW,MF",Valencia,22,1977,30,20,"1,902",21.1,5,1,5,0,0,7,0,0.24,0.05,0.28,0.24,0.28,Matches,1999-2000
27,Miguel Ángel Benítez,py PAR,FW,Espanyol,29,1970,23,20,"1,549",17.2,7,2,7,0,0,9,0,0.41,0.12,0.52,0.41,0.52,Matches,1999-2000
28,Miguel Ángel Nadal,es ESP,"DF,MF",Mallorca,33,1966,31,29,"2,602",28.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
29,Miguel Ángel Soria,es ESP,DF,Numancia,25,1974,14,12,"1,103",12.3,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches,1999-2000
