,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Damià Abella,es ESP,"DF,MF",Racing Sant,23,1982,18,15,"1,368",15.2,3,3,3,0,0,2,0,0.20,0.20,0.39,0.20,0.39,Matches,2005-2006
1,Roberto Acuña,py PAR,MF,La Coruña,33,1972,5,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
2,Ador,es ESP,FW,Málaga,19,1985,2,0,32,0.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,2005-2006
3,Adriano,br BRA,"DF,MF",Sevilla,20,1984,32,30,"2,299",25.5,3,2,3,0,0,10,0,0.12,0.08,0.20,0.12,0.20,Matches,2005-2006
4,Aritz Aduriz,es ESP,FW,Athletic Club,24,1981,15,13,"1,122",12.5,6,2,6,0,1,3,0,0.48,0.16,0.64,0.48,0.64,Matches,2005-2006
5,David Aganzo,es ESP,FW,Racing Sant,24,1981,17,8,825,9.2,3,0,3,0,0,2,2,0.33,0.00,0.33,0.33,0.33,Matches,2005-2006
6,Imanol Agirretxe,es ESP,FW,Real Sociedad,18,1987,1,0,12,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,2005-2006
7,Alberto Aguilar,es ESP,"DF,MF",Getafe,21,1984,16,9,968,10.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
8,Pablo Aimar,ar ARG,MF,Valencia,25,1979,32,28,"2,429",27.0,5,3,5,0,0,3,0,0.19,0.11,0.30,0.19,0.30,Matches,2005-2006
9,David Albelda,es ESP,"DF,MF",Valencia,27,1977,32,32,"2,833",31.5,2,1,2,0,0,16,1,0.06,0.03,0.10,0.06,0.10,Matches,2005-2006
10,Alberto,es ESP,GK,Real Sociedad,36,1969,6,5,515,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
11,Raúl Albiol,es ESP,DF,Valencia,19,1985,29,29,"2,610",29.0,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,Matches,2005-2006
