,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Agustín Abadía,es ESP,MF,Compostela,32,1962,36,33,"2,935",32.6,2,,2,0,,7,0,0.06,,,0.06,,Matches,1994-1995
1,Antonio Acosta Rivera,es ESP,MF,CD Logroñés,22,1971,19,14,"1,325",14.7,0,,0,0,,8,0,0.00,,,0.00,,Matches,1994-1995
2,Mutiu Adepoju,ng NGA,MF,Racing Sant,23,1970,21,15,"1,434",15.9,4,,4,0,,3,0,0.25,,,0.25,,Matches,1994-1995
3,Borja Agirretxu,es ESP,DF,Celta Vigo,25,1968,21,13,"1,158",12.9,1,,1,0,,2,0,0.08,,,0.08,,Matches,1994-1995
4,Xavier Aguado,es ESP,DF,Zaragoza,26,1968,33,33,"2,865",31.8,1,,1,0,,8,8,0.03,,,0.03,,Matches,1994-1995
5,Carlos Aguilera,es ESP,DF,Tenerife,25,1969,15,13,"1,130",12.6,0,,0,0,,4,0,0.00,,,0.00,,Matches,1994-1995
6,Alberto,es ESP,GK,Real Sociedad,25,1969,38,38,"3,420",38.0,0,,,,,0,0,0.00,,,,,Matches,1994-1995
7,Albert Albesa,es ESP,DF,Valladolid,29,1965,17,17,"1,421",15.8,0,,0,0,,5,0,0.00,,,0.00,,Matches,1994-1995
8,Alberto Albístegui,es ESP,DF,Real Sociedad,29,1964,19,15,"1,432",15.9,1,,1,0,,3,0,0.06,,,0.06,,Matches,1994-1995
9,Adolfo Aldana,es ESP,MF,Deportivo La Coruña,28,1966,33,26,"2,028",22.5,6,,6,0,,1,0,0.27,,,0.27,,Matches,1994-1995
10,Alejandro,,,Atlético Madrid,23,1970,8,4,378,4.2,1,,1,0,,1,0,0.24,,,0.24,,Matches,1994-1995
11,Pablo Alfaro,es ESP,DF,Racing Sant,25,1969,34,34,"2,966",33.0,0,,0,0,,8,6,0.00,,,0.00,,Matches,1994-1995
12,Imanol Alguacil,es ESP,DF,Real Sociedad,23,1971,20,18,"1,563",17.4,1,,1,0,,8,0,0.06,,,0.06,,Matches,1994-1995
13,Bittor Alkiza,es ESP,MF,Athletic Club,23,1970,34,26,"2,471",27.5,1,,1,0,,5,0,0.04,,,0.04,,Matches,1994-1995
14,Rafael Alkorta,es ESP,DF,Real Madrid,25,1968,9,5,623,6.9,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
15,Valentín Aller Garcia,es ESP,,Sporting Gijón,22,1971,4,2,237,2.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
16,Vicente Álvarez Núñez,es ESP,MF,Celta Vigo,34,1960,10,8,682,7.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
17,Armando Álvarez,es ESP,DF,Oviedo,24,1970,36,36,"2,940",32.7,2,,2,0,,10,2,0.06,,,0.06,,Matches,1994-1995
18,José Amavisca,es ESP,"FW,MF",Real Madrid,23,1971,37,34,"3,046",33.8,10,,10,0,,4,0,0.30,,,0.30,,Matches,1994-1995
19,Guillermo Amor,es ESP,MF,Barcelona,26,1967,34,21,"2,211",24.6,4,,4,0,,6,2,0.16,,,0.16,,Matches,1994-1995
20,Ion Andoni Goikoetxea,es ESP,"DF,FW",Athletic Club,28,1965,28,27,"2,325",25.8,1,,1,0,,8,2,0.04,,,0.04,,Matches,1994-1995
21,Ivaylo Andonov,bg BUL,FW,Albacete,26,1967,24,19,"1,633",18.1,4,,4,0,,2,0,0.22,,,0.22,,Matches,1994-1995
22,Genar Andrinúa,es ESP,DF,Athletic Club,30,1964,26,25,"2,271",25.2,1,,1,0,,6,0,0.04,,,0.04,,Matches,1994-1995
23,Miguel Ángel Benítez,py PAR,FW,Atlético Madrid,24,1970,3,1,75,0.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
24,Miguel Ángel Nadal,es ESP,"DF,MF",Barcelona,28,1966,29,24,"2,228",24.8,2,,2,0,,6,0,0.08,,,0.08,,Matches,1994-1995
26,José Ángel Uribarrena,es ESP,FW,Celta Vigo,25,1969,25,20,"1,777",19.7,1,,1,0,,2,0,0.05,,,0.05,,Matches,1994-1995
