,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Álex,es ESP,MF,Las Palmas,25,1974,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
1,Ángel Luis,es ESP,FW,Osasuna,26,1973,17,5,531,5.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
2,Roberto Acuña,py PAR,MF,Zaragoza,28,1972,34,34,"3,018",33.5,4,3,4,0,0,9,0,0.12,0.09,0.21,0.12,0.21,Matches,2000-2001
3,Agostinho,pt POR,MF,Málaga,24,1975,29,18,"1,626",18.1,4,6,4,0,0,1,0,0.22,0.33,0.55,0.22,0.55,Matches,2000-2001
4,Xavier Aguado,es ESP,DF,Zaragoza,32,1968,26,26,"2,239",24.9,2,0,2,0,0,4,1,0.08,0.00,0.08,0.08,0.08,Matches,2000-2001
5,Pablo Aimar,ar ARG,MF,Valencia,20,1979,10,8,688,7.6,2,2,2,0,0,1,0,0.26,0.26,0.52,0.26,0.52,Matches,2000-2001
6,David Albelda,es ESP,"DF,MF",Valencia,22,1977,21,15,"1,380",15.3,0,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches,2000-2001
7,Alberto,es ESP,GK,Real Sociedad,31,1969,28,28,"2,520",28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
8,Luiz Alberto,br BRA,DF,Real Sociedad,22,1977,17,16,"1,307",14.5,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
9,Alcázar,es ESP,DF,Rayo Vallecano,33,1967,35,35,"2,931",32.6,0,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,2000-2001
10,Alberto Alejandro,,FW,Real Sociedad,20,1979,3,0,11,0.1,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
11,Alfredo,es ESP,MF,Osasuna,27,1972,19,15,"1,365",15.2,1,2,1,0,0,6,0,0.07,0.13,0.20,0.07,0.20,Matches,2000-2001
12,Bittor Alkiza,es ESP,MF,Athletic Club,29,1970,22,18,"1,560",17.3,1,1,1,0,0,1,1,0.06,0.06,0.12,0.06,0.12,Matches,2000-2001
13,Rafael Alkorta,es ESP,DF,Athletic Club,31,1968,17,17,"1,416",15.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
14,Diego Alonso,uy URU,FW,Valencia,25,1975,20,6,697,7.7,2,2,2,0,0,3,0,0.26,0.26,0.52,0.26,0.52,Matches,2000-2001
15,Edu Alonso,es ESP,MF,Las Palmas,26,1974,29,26,"2,242",24.9,0,4,0,0,0,6,0,0.00,0.16,0.16,0.00,0.16,Matches,2000-2001
16,Iván Alonso,uy URU,FW,Alavés,21,1979,32,7,"1,191",13.2,8,2,8,0,0,3,0,0.60,0.15,0.76,0.60,0.76,Matches,2000-2001
