,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Agustín Abadía,es ESP,MF,CD Logroñés,34,1962,22,21,"1,895",21.1,1,,1,0,,3,0,0.05,,,0.05,,Matches,1996-1997
1,Yassine Abdellaoui,nl NED,"FW,MF",Rayo Vallecano,21,1975,16,5,708,7.9,0,,0,0,,5,0,0.00,,,0.00,,Matches,1996-1997
2,Mutiu Adepoju,ng NGA,MF,Real Sociedad,25,1970,36,23,"2,080",23.1,6,,6,0,,5,0,0.26,,,0.26,,Matches,1996-1997
3,Ivan Adžić,rs SRB,MF,CD Logroñés,23,1973,3,0,39,0.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
4,Borja Agirretxu,es ESP,DF,Celta Vigo,27,1968,20,19,"1,666",18.5,0,,0,0,,5,0,0.00,,,0.00,,Matches,1996-1997
5,Xavier Aguado,es ESP,DF,Zaragoza,28,1968,37,37,"3,264",36.3,1,,1,0,,15,3,0.03,,,0.03,,Matches,1996-1997
6,Carlos Aguilera,es ESP,DF,Atlético Madrid,27,1969,31,21,"1,834",20.4,2,,2,0,,6,0,0.10,,,0.10,,Matches,1996-1997
7,Jorge Aizkorreta,es ESP,GK,CD Logroñés,22,1974,27,27,"2,430",27.0,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
8,Alberto,es ESP,GK,Real Sociedad,27,1969,42,42,"3,735",41.5,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
9,Alberto Albístegui,es ESP,DF,Real Sociedad,31,1964,35,33,"2,925",32.5,1,,1,0,,11,2,0.03,,,0.03,,Matches,1996-1997
10,Alcázar,es ESP,DF,Rayo Vallecano,29,1967,38,34,"3,049",33.9,2,,2,0,,4,0,0.06,,,0.06,,Matches,1996-1997
11,Adolfo Aldana,es ESP,MF,Espanyol,30,1966,10,2,337,3.7,0,,0,0,,3,0,0.00,,,0.00,,Matches,1996-1997
12,Aitor Aldeondo,es ESP,FW,Real Sociedad,21,1975,2,1,96,1.1,1,,1,0,,0,0,0.94,,,0.94,,Matches,1996-1997
13,Alexis,es ESP,DF,Tenerife,22,1974,31,25,"2,273",25.3,1,,1,0,,13,3,0.04,,,0.04,,Matches,1996-1997
14,Manuel Alfaro,es ESP,FW,Hércules,25,1971,38,36,"3,042",33.8,15,,6,9,,6,1,0.44,,,0.18,,Matches,1996-1997
15,Pablo Alfaro,es ESP,DF,Atlético Madrid,27,1969,11,5,584,6.5,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
16,Imanol Alguacil,es ESP,DF,Real Sociedad,25,1971,7,6,578,6.4,0,,0,0,,3,0,0.00,,,0.00,,Matches,1996-1997
17,Bittor Alkiza,es ESP,MF,Athletic Club,25,1970,39,36,"3,202",35.6,3,,3,0,,13,0,0.08,,,0.08,,Matches,1996-1997
18,Rafael Alkorta,es ESP,DF,Real Madrid,27,1968,40,40,"3,600",40.0,0,,0,0,,8,0,0.00,,,0.00,,Matches,1996-1997
19,Matías Almeyda,ar ARG,"DF,MF",Sevilla,22,1973,28,28,"2,419",26.9,0,,0,0,,13,2,0.00,,,0.00,,Matches,1996-1997
20,Edu Alonso,es ESP,MF,Athletic Club,22,1974,8,5,454,5.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
21,Txema Alonso,es ESP,"DF,MF",Racing Sant,25,1971,32,27,"2,433",27.0,2,,2,0,,9,1,0.07,,,0.07,,Matches,1996-1997
22,Armando Álvarez,es ESP,DF,Deportivo La Coruña,26,1970,38,38,"3,330",37.0,1,,1,0,,9,4,0.03,,,0.03,,Matches,1996-1997
23,Amador,es ESP,GK,Extremadura,27,1968,19,19,"1,710",19.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
24,Gabriel Amato,ar ARG,FW,Hércules,25,1970,36,20,"2,020",22.4,2,,2,0,,6,0,0.09,,,0.09,,Matches,1996-1997
26,José Amavisca,es ESP,"FW,MF",Real Madrid,25,1971,26,14,"1,343",14.9,0,,0,0,,3,0,0.00,,,0.00,,Matches,1996-1997
27,Horacio Ameli,ar ARG,DF,Rayo Vallecano,22,1974,30,27,"2,426",27.0,1,,1,0,,8,0,0.04,,,0.04,,Matches,1996-1997
28,Guillermo Amor,es ESP,MF,Barcelona,28,1967,26,10,960,10.7,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
29,Emmanuel Amunike,ng NGA,"FW,MF",Barcelona,25,1970,19,11,975,10.8,1,,1,0,,2,0,0.09,,,0.09,,Matches,1996-1997
30,Bengt Andersson,se SWE,GK,Tenerife,29,1966,5,5,450,5.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
31,Ion Andoni Goikoetxea,es ESP,"DF,FW",Athletic Club,30,1965,31,10,"1,136",12.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
32,William Amaral de Andrade,br BRA,DF,Compostela,28,1967,20,18,"1,671",18.6,1,,1,0,,4,0,0.05,,,0.05,,Matches,1996-1997
33,Juan Andrés Gómez,ar ARG,DF,Real Sociedad,25,1971,18,8,898,10.0,0,,0,0,,4,1,0.00,,,0.00,,Matches,1996-1997
34,Stjepan Andrijašević,hr CRO,MF,Rayo Vallecano,29,1967,28,19,"1,565",17.4,5,,4,1,,2,0,0.29,,,0.23,,Matches,1996-1997
35,Genar Andrinúa,es ESP,DF,Athletic Club,32,1964,8,4,341,3.8,1,,1,0,,1,0,0.26,,,0.26,,Matches,1996-1997
36,Miguel Ángel Benítez,py PAR,FW,Espanyol,26,1970,26,20,"1,484",16.5,5,,5,0,,5,1,0.30,,,0.30,,Matches,1996-1997
37,Miguel Ángel España,es ESP,GK,Rayo Vallecano,23,1973,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
38,Miguel Ángel Nadal,es ESP,"DF,MF",Barcelona,30,1966,27,25,"2,113",23.5,1,,1,0,,1,3,0.04,,,0.04,,Matches,1996-1997
39,Iván Ania,es ESP,MF,Oviedo,18,1977,22,3,589,6.5,2,,2,0,,1,0,0.31,,,0.31,,Matches,1996-1997
40,Mikel Antía,es ESP,DF,Valladolid,23,1973,17,8,958,10.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
41,José Antonio Palomino,es ESP,MF,Hércules,23,1973,18,10,981,10.9,0,,0,0,,3,0,0.00,,,0.00,,Matches,1996-1997
42,José Antonio Pikabea,es ESP,DF,Real Sociedad,25,1970,37,37,"3,200",35.6,1,,1,0,,2,4,0.03,,,0.03,,Matches,1996-1997
43,Juan Antonio Pizzi,es ESP,FW,Barcelona,28,1968,33,5,967,10.7,9,,9,0,,2,1,0.84,,,0.84,,Matches,1996-1997
44,Juan Antonio Ureña,es ESP,DF,Real Betis,28,1967,10,5,594,6.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
45,Miodrag Anđelković,rs SRB,FW,Espanyol,18,1977,3,0,30,0.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
46,Santiago Aragón,es ESP,MF,Zaragoza,28,1968,36,35,"2,678",29.8,3,,2,1,,8,1,0.10,,,0.07,,Matches,1996-1997
47,Zigor Aranalde,es ESP,DF,Sevilla,23,1973,22,18,"1,653",18.4,0,,0,0,,5,2,0.00,,,0.00,,Matches,1996-1997
48,Mikel Aranburu,es ESP,MF,Real Sociedad,17,1979,1,0,23,0.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
49,Agustín Aranzábal,es ESP,DF,Real Sociedad,23,1973,37,37,"3,330",37.0,1,,1,0,,6,0,0.03,,,0.03,,Matches,1996-1997
50,Francesc Arnau,es ESP,GK,Barcelona,21,1975,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
52,Óscar Arpón,es ESP,MF,Racing Sant,21,1975,25,17,"1,709",19.0,1,,1,0,,4,2,0.05,,,0.05,,Matches,1996-1997
53,Raúl Arribas,es ESP,GK,Espanyol,27,1969,8,8,720,8.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
54,Arteaga,es ESP,MF,Espanyol,27,1969,37,35,"3,012",33.5,4,,4,0,,12,5,0.12,,,0.12,,Matches,1996-1997
55,Peter Artner,at AUT,"DF,MF",Hércules,30,1966,13,4,449,5.0,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
56,Manuel Asian Bejarano,es ESP,,Sevilla,19,1977,4,2,139,1.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
57,José Aurelio Gay,es ESP,MF,Oviedo,30,1965,13,4,488,5.4,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
58,Marino Bacallado Alfonso,,,Tenerife,21,1974,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
59,Vítor Baía,pt POR,GK,Barcelona,26,1969,37,37,"3,330",37.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
60,Srđan Bajčetić,rs SRB,MF,Celta Vigo,24,1971,11,5,485,5.4,1,,1,0,,1,0,0.19,,,0.19,,Matches,1996-1997
61,Carmelo Manresa i Balboa,,,Hércules,19,1977,4,3,280,3.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
62,Salva Ballesta,es ESP,FW,Sevilla,21,1975,34,29,"2,403",26.7,13,,13,0,,8,0,0.49,,,0.49,,Matches,1996-1997
63,Sergio Ballesteros,es ESP,DF,Tenerife,20,1975,31,22,"2,207",24.5,1,,1,0,,4,0,0.04,,,0.04,,Matches,1996-1997
64,Danilo Baltierra,uy URU,MF,CD Logroñés,27,1968,25,20,"1,801",20.0,1,,1,0,,5,0,0.05,,,0.05,,Matches,1996-1997
65,Ricardo Bango,es ESP,MF,Sporting Gijón,27,1968,31,28,"2,461",27.3,5,,5,0,,3,0,0.18,,,0.18,,Matches,1996-1997
66,Sergi Barjuán,es ESP,DF,Barcelona,24,1971,34,34,"3,060",34.0,1,,1,0,,8,0,0.03,,,0.03,,Matches,1996-1997
67,Jorge Bartual,es ESP,GK,Valencia,24,1971,2,1,134,1.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
68,José Basualdo,ar ARG,MF,Extremadura,33,1963,23,23,"1,942",21.6,1,,1,0,,2,0,0.05,,,0.05,,Matches,1996-1997
69,Bebeto,br BRA,FW,Sevilla,32,1964,5,5,415,4.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
70,Txiki Begiristain,es ESP,"FW,MF",Deportivo La Coruña,31,1964,10,4,446,5.0,2,,2,0,,0,0,0.40,,,0.40,,Matches,1996-1997
71,Radek Bejbl,cz CZE,"DF,MF",Atlético Madrid,23,1972,33,29,"2,472",27.5,2,,2,0,,6,4,0.07,,,0.07,,Matches,1996-1997
72,Javier Bellido,es ESP,DF,Compostela,30,1966,34,28,"2,494",27.7,1,,1,0,,6,0,0.04,,,0.04,,Matches,1996-1997
73,José Belman,es ESP,GK,Zaragoza,25,1971,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
74,Alberto Belsué,es ESP,DF,Zaragoza,28,1968,36,36,"3,079",34.2,0,,0,0,,8,3,0.00,,,0.00,,Matches,1996-1997
