,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,Season
38,Mario Balotelli,it ITA,FW,Nice,27,1990,10,9,752,8.4,0,1,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,2.4,2.4,1.0,3.5,0.29,0.12,0.41,0.29,0.41,Matches,2018-2019
39,Mario Balotelli,it ITA,FW,Marseille,27,1990,15,12,933,10.4,8,0,8,0,0,5,1,0.77,0.00,0.77,0.77,0.77,5.6,5.6,0.3,5.9,0.54,0.03,0.57,0.54,0.57,Matches,2018-2019
40,Abdoulaye Bamba,ci CIV,DF,Angers,28,1990,30,29,"2,573",28.6,0,4,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.6,1.7,0.01,0.05,0.06,0.01,0.06,Matches,2018-2019
41,Jonathan Bamba,fr FRA,"FW,MF",Lille,22,1996,38,35,"3,004",33.4,13,3,12,1,1,4,0,0.39,0.09,0.48,0.36,0.45,8.2,7.4,6.0,13.5,0.25,0.18,0.43,0.22,0.40,Matches,2018-2019
42,Yacine Bammou,ma MAR,"FW,MF",Caen,26,1991,17,9,923,10.3,2,0,1,1,1,2,0,0.20,0.00,0.20,0.10,0.10,1.2,0.5,0.5,1.0,0.12,0.05,0.17,0.05,0.10,Matches,2018-2019
43,Danilo Barbosa,br BRA,MF,Nice,22,1996,22,18,"1,548",17.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,2.6,2.6,0.7,3.3,0.15,0.04,0.19,0.15,0.19,Matches,2018-2019
44,Antonio Barreca,it ITA,DF,Monaco,23,1995,7,7,593,6.6,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.4,0.6,0.02,0.07,0.09,0.02,0.09,Matches,2018-2019
45,Toma Bašić,hr CRO,MF,Bordeaux,21,1996,23,16,"1,333",14.8,2,0,2,0,0,3,0,0.14,0.00,0.14,0.14,0.14,1.3,1.3,2.2,3.5,0.09,0.15,0.23,0.09,0.23,Matches,2018-2019
46,Thomas Basila,fr FRA,DF,Nantes,19,1999,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
47,Paul Baysse,fr FRA,DF,Bordeaux,30,1988,1,0,74,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
48,Paul Baysse,fr FRA,DF,Caen,30,1988,20,20,"1,788",19.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches,2018-2019
49,Claudio Beauvue,gp GLP,FW,Caen,30,1988,25,16,"1,499",16.7,3,0,2,1,1,1,0,0.18,0.00,0.18,0.12,0.12,4.7,3.9,1.5,5.5,0.28,0.09,0.38,0.24,0.33,Matches,2018-2019
50,Hatem Ben Arfa,fr FRA,"MF,FW",Rennes,31,1987,26,23,"2,033",22.6,7,2,5,2,3,1,0,0.31,0.09,0.40,0.22,0.31,6.3,4.0,3.1,7.1,0.28,0.14,0.42,0.18,0.32,Matches,2018-2019
52,Diego Benaglio,ch SUI,GK,Monaco,34,1983,23,22,"2,058",22.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
53,Nicolas Benezet,fr FRA,"MF,FW",Guingamp,27,1991,25,18,"1,666",18.5,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,3.1,3.1,3.7,6.8,0.17,0.20,0.37,0.17,0.37,Matches,2018-2019
54,Walter Benítez,ar ARG,GK,Nice,25,1993,35,35,"3,150",35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
55,Yassine Benrahou,fr FRA,"MF,DF",Bordeaux,19,1999,4,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.21,0.05,0.25,0.21,0.25,Matches,2018-2019
56,Ramy Bensebaini,dz ALG,DF,Rennes,23,1995,25,24,"2,152",23.9,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,1.1,2.0,0.04,0.04,0.08,0.04,0.08,Matches,2018-2019
57,Yassine Benzia,dz ALG,MF,Lille,23,1994,2,2,160,1.8,0,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,0.2,0.2,0.6,0.8,0.12,0.33,0.46,0.12,0.46,Matches,2018-2019
58,Robert Berić,si SVN,FW,Saint-Étienne,27,1991,23,12,"1,175",13.1,9,1,9,0,0,0,0,0.69,0.08,0.77,0.69,0.77,6.6,6.6,1.3,7.8,0.50,0.10,0.60,0.50,0.60,Matches,2018-2019
59,Paul Bernardoni,fr FRA,GK,Nîmes,21,1997,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches,2018-2019
60,Juan Bernat,es ESP,"DF,MF",Paris S-G,25,1993,25,21,"1,836",20.4,1,2,1,0,0,6,1,0.05,0.10,0.15,0.05,0.15,0.7,0.7,3.4,4.2,0.04,0.17,0.20,0.04,0.20,Matches,2018-2019
61,Antoine Bernede,fr FRA,MF,Paris S-G,19,1999,2,2,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.04,0.06,0.02,0.06,Matches,2018-2019
62,Dimitry Bertaud,fr FRA,GK,Montpellier,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
63,Giulian Biancone,fr FRA,DF,Monaco,18,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,2018-2019
64,Ludovic Blas,fr FRA,"MF,FW",Guingamp,20,1997,34,27,"2,372",26.4,1,6,0,1,1,5,0,0.04,0.23,0.27,0.00,0.23,3.1,2.3,2.5,4.8,0.12,0.10,0.21,0.09,0.18,Matches,2018-2019
65,Alexis Blin,fr FRA,MF,Amiens,21,1996,27,25,"1,990",22.1,1,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,Matches,2018-2019
66,Antonin Bobichon,fr FRA,MF,Nîmes,22,1995,30,24,"2,153",23.9,7,2,7,0,1,2,0,0.29,0.08,0.38,0.29,0.38,2.7,1.9,2.3,4.2,0.11,0.10,0.21,0.08,0.18,Matches,2018-2019
67,Yann Bodiger,fr FRA,MF,Toulouse,23,1995,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
68,Mathieu Bodmer,fr FRA,"MF,FW",Amiens,35,1982,26,10,"1,073",11.9,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,1.0,2.2,0.10,0.08,0.18,0.10,0.18,Matches,2018-2019
69,Sacha Boey,fr FRA,"DF,MF",Rennes,17,2000,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
70,Olivier Boscagli,fr FRA,"DF,MF",Nice,20,1997,14,10,863,9.6,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.8,1.1,0.03,0.09,0.12,0.03,0.12,Matches,2018-2019
71,Gabriel Boschilia,br BRA,"FW,MF",Nantes,22,1996,29,14,"1,319",14.7,4,4,4,0,0,1,0,0.27,0.27,0.55,0.27,0.55,4.1,4.1,2.5,6.5,0.28,0.17,0.45,0.28,0.45,Matches,2018-2019
72,John Bostock,tt TRI,MF,Toulouse,26,1992,16,10,984,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.7,0.01,0.05,0.06,0.01,0.06,Matches,2018-2019
73,Denis Bouanga,ga GAB,"FW,MF",Nîmes,23,1994,35,29,"2,633",29.3,8,2,8,0,0,5,0,0.27,0.07,0.34,0.27,0.34,7.3,7.3,2.8,10.1,0.25,0.10,0.35,0.25,0.35,Matches,2018-2019
74,Zacharie Boucher,fr FRA,GK,Angers,26,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
75,Arnold Bouka Moutou,cg CGO,"DF,FW",Dijon,29,1988,3,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,2018-2019
76,Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,24,1994,34,28,"2,425",26.9,6,5,4,2,3,5,0,0.22,0.19,0.41,0.15,0.33,5.8,3.6,2.9,6.5,0.21,0.11,0.32,0.13,0.24,Matches,2018-2019
78,Bilal Boutobba,fr FRA,MF,Montpellier,19,1998,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.19,0.00,0.19,0.19,0.19,Matches,2018-2019
79,Umut Bozok,tr TUR,FW,Nîmes,21,1996,25,14,"1,235",13.7,2,3,2,0,1,1,0,0.15,0.22,0.36,0.15,0.36,3.5,2.7,2.1,4.9,0.26,0.16,0.41,0.20,0.36,Matches,2018-2019
80,Pedro Brazão,pt POR,FW,Nice,15,2002,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,Matches,2018-2019
81,Anthony Briançon,fr FRA,DF,Nîmes,23,1994,33,33,"2,924",32.5,2,2,2,0,0,9,1,0.06,0.06,0.12,0.06,0.12,2.7,2.7,0.6,3.3,0.08,0.02,0.10,0.08,0.10,Matches,2018-2019
82,Jimmy Briand,fr FRA,FW,Bordeaux,32,1985,35,28,"2,495",27.7,7,3,6,1,1,1,0,0.25,0.11,0.36,0.22,0.32,7.5,6.7,2.6,9.3,0.27,0.09,0.36,0.24,0.34,Matches,2018-2019
83,Gianluigi Buffon,it ITA,GK,Paris S-G,40,1978,17,17,"1,530",17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
84,Patrick Burner,mq MTQ,DF,Nice,22,1996,17,15,"1,352",15.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.01,0.02,0.04,0.01,0.04,Matches,2018-2019
85,Ludovic Butelle,fr FRA,GK,Angers,35,1983,36,36,"3,239",36.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
86,Rémy Cabella,fr FRA,"MF,FW",Saint-Étienne,28,1990,34,34,"2,997",33.3,8,4,7,1,1,5,1,0.24,0.12,0.36,0.21,0.33,8.8,8.0,5.7,13.7,0.26,0.17,0.44,0.24,0.41,Matches,2018-2019
87,Anthony Caci,fr FRA,DF,Strasbourg,21,1997,29,26,"2,298",25.5,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04,Matches,2018-2019
88,Mathieu Cafaro,fr FRA,"FW,MF",Reims,21,1997,34,24,"2,095",23.3,7,3,7,0,0,5,0,0.30,0.13,0.43,0.30,0.43,3.5,3.5,4.0,7.5,0.15,0.17,0.32,0.15,0.32,Matches,2018-2019
89,Yannick Cahuzac,fr FRA,"MF,DF",Toulouse,33,1985,23,15,"1,431",15.9,1,0,1,0,0,8,1,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.4,0.7,0.02,0.02,0.05,0.02,0.05,Matches,2018-2019
90,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,24,1994,21,21,"1,890",21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
91,Duje Ćaleta-Car,hr CRO,DF,Marseille,21,1996,20,17,"1,547",17.2,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.9,0.05,0.00,0.05,0.05,0.05,Matches,2018-2019
92,Mahdi Camara,fr FRA,FW,Saint-Étienne,20,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
93,Souleymane Camara,sn SEN,"FW,MF",Montpellier,35,1982,12,0,137,1.5,3,0,3,0,0,0,0,1.97,0.00,1.97,1.97,1.97,1.3,1.3,0.1,1.4,0.86,0.05,0.91,0.86,0.91,Matches,2018-2019
94,Eduardo Camavinga,fr FRA,MF,Rennes,15,2002,7,4,364,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.05,0.08,0.02,0.08,Matches,2018-2019
95,Pierrick Capelle,fr FRA,"MF,DF",Angers,31,1987,26,21,"1,842",20.5,3,3,3,0,0,2,0,0.15,0.15,0.29,0.15,0.29,2.2,2.2,3.2,5.4,0.11,0.16,0.27,0.11,0.27,Matches,2018-2019
96,Yoan Cardinale,fr FRA,GK,Nice,24,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
97,Diego Carlos,br BRA,DF,Nantes,25,1993,35,35,"3,148",35.0,2,0,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,2.0,2.0,0.2,2.1,0.06,0.01,0.06,0.06,0.06,Matches,2018-2019
98,Louis Carnot,fr FRA,MF,Guingamp,17,2001,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,2.73,2.73,0.00,2.73,Matches,2018-2019
99,Lionel Carole,fr FRA,"DF,MF",Strasbourg,27,1991,23,20,"1,727",19.2,0,3,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.7,0.7,2.0,2.7,0.04,0.11,0.14,0.04,0.14,Matches,2018-2019
100,Moreto Cassamã,gw GNB,MF,Reims,20,1998,1,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
101,Edinson Cavani,uy URU,FW,Paris S-G,31,1987,21,20,"1,671",18.6,18,5,14,4,5,1,0,0.97,0.27,1.24,0.75,1.02,16.5,12.7,2.5,15.2,0.89,0.13,1.02,0.68,0.82,Matches,2018-2019
102,Zeki Çelik,tr TUR,DF,Lille,21,1997,34,34,"2,971",33.0,1,5,1,0,0,5,1,0.03,0.15,0.18,0.03,0.18,1.2,1.2,2.7,3.8,0.03,0.08,0.12,0.03,0.12,Matches,2018-2019
104,Nacer Chadli,be BEL,"MF,FW",Monaco,28,1989,16,9,691,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.04,0.06,0.02,0.06,Matches,2018-2019
105,Fouad Chafik,ma MAR,DF,Dijon,31,1986,21,21,"1,847",20.5,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.6,1.9,0.01,0.08,0.09,0.01,0.09,Matches,2018-2019
106,Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,24,1994,19,10,938,10.4,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,2.3,2.3,0.6,2.9,0.22,0.06,0.28,0.22,0.28,Matches,2018-2019
107,Xavier Chavalerin,fr FRA,MF,Reims,27,1991,36,36,"3,240",36.0,2,2,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,1.0,1.0,4.0,5.0,0.03,0.11,0.14,0.03,0.14,Matches,2018-2019
108,Pablo Chavarría,ar ARG,FW,Reims,30,1988,30,23,"1,973",21.9,5,3,5,0,0,3,0,0.23,0.14,0.36,0.23,0.36,6.6,6.6,1.8,8.4,0.30,0.08,0.38,0.30,0.38,Matches,2018-2019
109,Pape Cheikh Diop,sn SEN,MF,Lyon,20,1997,12,5,454,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.09,0.02,0.11,0.09,0.11,Matches,2018-2019
110,Laurent Ciman,be BEL,DF,Dijon,32,1985,9,7,717,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.04,0.07,0.03,0.07,Matches,2018-2019
111,Till Cissokho,fr FRA,DF,Bordeaux,18,2000,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches,2018-2019
112,Marcus Coco,fr FRA,"FW,MF",Guingamp,22,1996,33,21,"1,840",20.4,1,2,1,0,0,3,1,0.05,0.10,0.15,0.05,0.15,2.4,2.4,1.3,3.7,0.12,0.06,0.18,0.12,0.18,Matches,2018-2019
113,Racine Coly,sn SEN,"DF,MF",Nice,22,1995,9,6,503,5.6,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07,Matches,2018-2019
