,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Kassim Abdallah,km COM,DF,Marseille,25,1987,13,11,869,9.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
1,Aymen Abdennour,tn TUN,DF,Toulouse,22,1989,30,30,"2,700",30.0,1,2,1,0,0,6,0,0.03,0.07,0.10,0.03,0.10,Matches,2012-2013
2,Pape Abdou Camara,sn SEN,MF,Valenciennes,20,1991,6,2,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
3,Rafidine Abdullah,km COM,MF,Marseille,18,1994,15,3,464,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
4,Vincent Aboubakar,cm CMR,FW,Valenciennes,20,1992,28,13,"1,190",13.2,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,Matches,2012-2013
5,Fabrice Abriel,fr FRA,MF,Nice,33,1979,28,19,"1,789",19.9,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,Matches,2012-2013
6,Mohammed Abu,gh GHA,"FW,MF",Lorient,20,1991,7,6,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
7,Youssef Adnane,fr FRA,FW,Evian,27,1985,18,7,716,8.0,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,2012-2013
8,Kossi Agassa,tg TOG,GK,Reims,34,1978,33,33,"2,925",32.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
9,Ali Ahamada,km COM,GK,Toulouse,20,1991,36,35,"3,154",35.0,1,0,1,0,0,1,1,0.03,0.00,0.03,0.03,0.03,Matches,2012-2013
10,Karim Aït-Fana,ma MAR,"FW,MF",Montpellier,23,1989,8,3,283,3.1,0,2,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,Matches,2012-2013
11,Jean-Daniel Akpa-Akpro,ci CIV,"DF,MF",Toulouse,19,1992,19,13,"1,300",14.4,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,2012-2013
12,Danijel Aleksić,rs SRB,"FW,MF",Saint-Étienne,21,1991,2,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
13,Romain Alessandrini,fr FRA,"FW,MF",Rennes,23,1989,22,20,"1,565",17.4,10,6,10,0,0,2,0,0.58,0.35,0.92,0.58,0.92,Matches,2012-2013
14,Alex,br BRA,DF,Paris S-G,30,1982,24,22,"2,060",22.9,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,2012-2013
15,Jérémie Aliadière,fr FRA,"FW,MF",Lorient,29,1983,31,31,"2,647",29.4,15,8,13,2,2,4,0,0.51,0.27,0.78,0.44,0.71,Matches,2012-2013
16,Paul Alo'o,cm CMR,FW,Nancy,28,1983,23,13,"1,232",13.7,3,0,3,0,1,1,0,0.22,0.00,0.22,0.22,0.22,Matches,2012-2013
17,Alejandro Alonso,ar ARG,MF,Saint-Étienne,30,1982,10,1,198,2.2,0,1,0,0,0,1,1,0.00,0.45,0.45,0.00,0.45,Matches,2012-2013
18,Ibrahim Amadou,fr FRA,"DF,MF",Nancy,19,1993,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
19,Morgan Amalfitano,fr FRA,MF,Marseille,27,1985,26,20,"1,638",18.2,1,3,1,0,0,4,0,0.05,0.16,0.22,0.05,0.22,Matches,2012-2013
20,Stephan Andersen,dk DEN,GK,Evian,30,1981,9,8,797,8.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
21,Benjamin André,fr FRA,"DF,MF",Ajaccio,21,1990,27,19,"1,698",18.9,0,2,0,0,0,5,1,0.00,0.11,0.11,0.00,0.11,Matches,2012-2013
22,Benjamin Angoua,ci CIV,DF,Valenciennes,25,1986,24,23,"2,109",23.4,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
23,Aldo Angoula,fr FRA,DF,Evian,31,1981,22,18,"1,686",18.7,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,2012-2013
24,Gaël Angoula,fr FRA,"DF,MF",Bastia,30,1982,18,15,"1,307",14.5,0,1,0,0,0,6,1,0.00,0.07,0.07,0.00,0.07,Matches,2012-2013
26,Kévin Anin,fr FRA,MF,Nice,26,1986,13,10,911,10.1,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,2012-2013
27,Onyekachi Apam,ng NGA,DF,Rennes,25,1986,11,8,748,8.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
28,Fabrice Apruzesse,fr FRA,FW,Marseille,27,1985,1,0,18,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
29,Alphonse Areola,fr FRA,GK,Paris S-G,19,1993,2,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
30,Sylvain Armand,fr FRA,DF,Paris S-G,31,1980,18,11,"1,044",11.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
31,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Saint-Étienne,23,1989,37,36,"3,209",35.7,19,8,18,1,2,2,0,0.53,0.22,0.76,0.50,0.73,Matches,2012-2013
32,Fabien Audard,fr FRA,GK,Lorient,34,1978,34,34,"3,025",33.6,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
33,André Auras,fr FRA,MF,Brest,21,1991,8,4,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
34,Serge Aurier,ci CIV,"DF,MF",Toulouse,19,1992,28,28,"2,497",27.7,1,3,1,0,0,4,1,0.04,0.11,0.14,0.04,0.14,Matches,2012-2013
35,Mathias Autret,fr FRA,MF,Lorient,21,1991,19,4,570,6.3,0,2,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches,2012-2013
36,Thomas Ayasse,fr FRA,MF,Nancy,25,1987,17,14,"1,170",13.0,2,0,2,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches,2012-2013
37,André Ayew,gh GHA,"FW,MF",Marseille,22,1989,35,35,"3,104",34.5,9,3,8,1,2,4,1,0.26,0.09,0.35,0.23,0.32,Matches,2012-2013
38,Jordan Ayew,gh GHA,"FW,MF",Marseille,20,1991,35,19,"1,978",22.0,7,0,7,0,0,6,1,0.32,0.00,0.32,0.32,0.32,Matches,2012-2013
39,Floyd Ayité,tg TOG,"FW,MF",Reims,23,1988,23,15,"1,282",14.2,2,1,2,0,0,0,1,0.14,0.07,0.21,0.14,0.21,Matches,2012-2013
