,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Denis Abed,fr FRA,FW,Lille,27,1969,7,2,240,2.7,1,,1,0,,1,0,0.37,,,0.37,,Matches,1996-1997
1,Samassi Abou,fr FRA,FW,AS Cannes,23,1973,27,23,"1,845",20.5,4,,4,0,,8,1,0.20,,,0.20,,Matches,1996-1997
2,Stéphane Adam,fr FRA,FW,Metz,27,1969,21,12,"1,088",12.1,3,,3,0,,2,0,0.25,,,0.25,,Matches,1996-1997
3,Jean-Marc Adjovi-Bocco,bj BEN,DF,Lens,32,1963,32,29,"2,551",28.3,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
4,Kodjo Afanou,fr FRA,DF,Bordeaux,18,1977,12,10,917,10.2,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
5,Victor Agali,ng NGA,FW,Marseille,17,1978,5,1,118,1.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
6,Jimmy Algerino,fr FRA,DF,Paris S-G,24,1971,27,23,"2,036",22.6,1,,1,0,,1,0,0.04,,,0.04,,Matches,1996-1997
7,Hervé Alicarte,fr FRA,DF,Montpellier,21,1974,17,17,"1,530",17.0,1,,1,0,,1,0,0.06,,,0.06,,Matches,1996-1997
8,Bernard Allou,fr FRA,"FW,MF",Paris S-G,21,1975,12,2,348,3.9,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
9,Jérôme Alonzo,fr FRA,GK,Marseille,23,1972,3,3,270,3.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
10,Sonny Anderson,br BRA,FW,Monaco,25,1970,34,33,"2,935",32.6,19,,17,2,,2,0,0.58,,,0.52,,Matches,1996-1997
11,Joël André,fr FRA,MF,Auxerre,24,1972,1,0,1,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
12,Pierre-Yves André,fr FRA,FW,Rennes,22,1974,30,20,"1,694",18.8,1,,1,0,,1,0,0.05,,,0.05,,Matches,1996-1997
13,Nicolas Anelka,fr FRA,FW,Paris S-G,17,1979,8,0,172,1.9,1,,1,0,,0,0,0.52,,,0.52,,Matches,1996-1997
14,Cédric Anselin,fr FRA,MF,Bordeaux,19,1977,5,1,149,1.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
15,Ghislain Anselmini,fr FRA,DF,Lyon,26,1970,31,29,"2,522",28.0,0,,0,0,,13,0,0.00,,,0.00,,Matches,1996-1997
16,Hervé Anziani,fr FRA,MF,Bastia,20,1976,3,0,37,0.4,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
17,Leonardo Araújo,br BRA,"DF,MF",Paris S-G,26,1969,32,31,"2,657",29.5,7,,7,0,,2,0,0.24,,,0.24,,Matches,1996-1997
18,Pegguy Arphexad,fr FRA,GK,Lille,23,1973,2,2,180,2.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
19,Frédéric Arpinon,fr FRA,MF,Metz,27,1969,32,25,"2,042",22.7,1,,1,0,,2,0,0.04,,,0.04,,Matches,1996-1997
20,Hervé Arsène,mg MAD,"DF,MF",Lens,32,1963,23,19,"1,604",17.8,1,,1,0,,2,0,0.06,,,0.06,,Matches,1996-1997
21,Éric Assadourian,am ARM,"FW,MF",Guingamp,30,1966,9,1,237,2.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
22,Éric Assati,re REU,DF,Auxerre,21,1974,6,3,217,2.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
23,Komlan Assignon,tg TOG,MF,AS Cannes,22,1974,30,25,"2,202",24.5,0,,0,0,,4,0,0.00,,,0.00,,Matches,1996-1997
24,Ludovic Asuar,fr FRA,MF,Marseille,19,1976,24,12,"1,166",13.0,1,,1,0,,1,0,0.08,,,0.08,,Matches,1996-1997
26,Jean-Marie Aubry,fr FRA,GK,Lille,27,1969,36,36,"3,240",36.0,0,,0,0,,3,0,0.00,,,0.00,,Matches,1996-1997
27,Philippe Avenet,fr FRA,MF,Nancy,29,1967,30,29,"2,521",28.0,0,,0,0,,8,0,0.00,,,0.00,,Matches,1996-1997
28,Yao Aziawonou,tg TOG,MF,Nantes,16,1979,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
29,Ibrahim Ba,fr FRA,MF,Bordeaux,22,1973,35,33,"2,818",31.3,6,,6,0,,2,0,0.19,,,0.19,,Matches,1996-1997
30,Pascal Baills,fr FRA,DF,Montpellier,31,1964,33,33,"2,942",32.7,0,,0,0,,9,1,0.00,,,0.00,,Matches,1996-1997
31,Alen Bajkuša,ba BIH,FW,Caen,25,1971,14,3,413,4.6,2,,2,0,,0,0,0.44,,,0.44,,Matches,1996-1997
32,Jacek Bąk,pl POL,DF,Lyon,23,1973,33,26,"2,404",26.7,0,,0,0,,4,0,0.00,,,0.00,,Matches,1996-1997
33,Ibrahima Bakayoko,ci CIV,FW,Montpellier,19,1976,27,24,"2,153",23.9,13,,13,0,,5,0,0.54,,,0.54,,Matches,1996-1997
34,Anthony Bancarel,fr FRA,FW,Caen,25,1971,27,26,"2,158",24.0,6,,6,0,,5,0,0.25,,,0.25,,Matches,1996-1997
35,Bojan Banjac,rs SRB,MF,Lille,24,1971,23,21,"1,717",19.1,1,,1,0,,1,0,0.05,,,0.05,,Matches,1996-1997
36,Grégory Barbezier,fr FRA,FW,Montpellier,20,1976,2,0,52,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
37,Cédric Bardon,fr FRA,"FW,MF",Lyon,19,1976,28,16,"1,397",15.5,6,,6,0,,1,0,0.39,,,0.39,,Matches,1996-1997
38,Yannick Baret,fr FRA,MF,Guingamp,23,1972,31,28,"2,448",27.2,1,,1,0,,9,0,0.04,,,0.04,,Matches,1996-1997
39,Fabien Barthez,fr FRA,GK,Monaco,25,1971,36,36,"3,240",36.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
40,Patrick Barul,fr FRA,DF,AS Cannes,18,1977,7,5,467,5.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
41,Christian Bassila,fr FRA,"DF,MF",Lyon,18,1977,1,1,90,1.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
42,Christophe Bastien,fr FRA,MF,Nancy,20,1976,11,1,165,1.8,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
43,Gérald Baticle,fr FRA,FW,Strasbourg,26,1969,38,35,"3,150",35.0,7,,2,5,,3,0,0.20,,,0.06,,Matches,1996-1997
44,Miladin Bečanović,me MNE,FW,Lille,23,1973,30,28,"2,375",26.4,13,,9,4,,3,0,0.49,,,0.34,,Matches,1996-1997
45,Pascal Bedrossian,fr FRA,"FW,MF",AS Cannes,21,1974,15,11,820,9.1,1,,1,0,,2,0,0.11,,,0.11,,Matches,1996-1997
46,Olivier Bellisi,fr FRA,DF,Lyon,20,1975,3,3,251,2.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
47,Mehdi Ben Slimane,tn TUN,FW,Marseille,22,1974,19,10,"1,015",11.3,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
48,Ali Benarbia,dz ALG,MF,Monaco,27,1968,35,31,"2,780",30.9,3,,3,0,,3,0,0.10,,,0.10,,Matches,1996-1997
49,Franck Bernhard,fr FRA,DF,Strasbourg,20,1976,2,0,12,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
50,Teddy Bertin,fr FRA,DF,Le Havre,26,1969,36,35,"3,208",35.6,7,,2,5,,4,0,0.20,,,0.06,,Matches,1996-1997
52,Sébastien Bertrand,fr FRA,DF,Montpellier,17,1978,4,4,351,3.9,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
53,Wilfried Bertrand,fr FRA,DF,Montpellier,21,1975,2,1,126,1.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
54,Claudio Biaggio,ar ARG,FW,Bordeaux,29,1967,16,8,641,7.1,2,,2,0,,4,0,0.28,,,0.28,,Matches,1996-1997
55,Frédéric Biancalani,fr FRA,DF,Nancy,22,1974,29,24,"2,011",22.3,0,,0,0,,4,0,0.00,,,0.00,,Matches,1996-1997
56,André Biancarelli,fr FRA,GK,Metz,26,1970,7,6,574,6.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
57,Yoann Bigné,fr FRA,MF,Rennes,18,1977,11,5,595,6.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
58,Nenad Bjeković,rs SRB,"FW,MF",Nantes,22,1974,11,2,376,4.2,1,,1,0,,0,0,0.24,,,0.24,,Matches,1996-1997
59,Serge Blanc,fr FRA,DF,Montpellier,23,1972,18,17,"1,543",17.1,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
60,Jocelyn Blanchard,fr FRA,MF,Metz,24,1972,38,38,"3,397",37.7,5,,5,0,,0,0,0.13,,,0.13,,Matches,1996-1997
61,Jean-Yves de Blasiis,fr FRA,MF,Caen,22,1973,14,8,710,7.9,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
62,Patrick Blondeau,fr FRA,DF,Monaco,28,1968,31,31,"2,565",28.5,0,,0,0,,5,0,0.00,,,0.00,,Matches,1996-1997
63,Gilbert Bodart,be BEL,GK,Bordeaux,33,1962,38,38,"3,344",37.2,0,,0,0,,3,0,0.00,,,0.00,,Matches,1996-1997
64,Roger Boli,fr FRA,FW,Le Havre,30,1965,26,21,"1,784",19.8,4,,4,0,,4,0,0.20,,,0.20,,Matches,1996-1997
65,Mariano Bombarda,es ESP,FW,Metz,23,1972,10,5,524,5.8,1,,1,0,,1,0,0.17,,,0.17,,Matches,1996-1997
66,Franck Bonora,fr FRA,FW,Nancy,28,1967,28,18,"1,698",18.9,5,,5,0,,4,0,0.27,,,0.27,,Matches,1996-1997
67,Luc Borrelli,fr FRA,GK,Caen,31,1965,22,22,"1,960",21.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
68,Jérôme Bottelin,fr FRA,"FW,MF",Nancy,18,1978,2,0,4,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
69,Stéphane Boulila,fr FRA,MF,Guingamp,21,1974,1,0,10,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
70,Pierre-Emmanuel Bourdeau,fr FRA,DF,Guingamp,21,1975,5,4,327,3.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
71,Adel Boutobba,fr FRA,MF,AS Cannes,19,1977,6,3,297,3.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
72,Djézon Boutoille,fr FRA,FW,Lille,20,1975,27,19,"1,693",18.8,4,,4,0,,5,0,0.21,,,0.21,,Matches,1996-1997
73,Michel Bradaïa,fr FRA,FW,Lille,24,1971,1,0,10,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
74,Anthony Braizat,fr FRA,MF,AS Cannes,18,1977,1,0,16,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
75,Frédéric Brando,fr FRA,MF,Le Havre,22,1973,37,37,"3,303",36.7,2,,2,0,,5,1,0.05,,,0.05,,Matches,1996-1997
76,Christophe Breton,fr FRA,GK,Lyon,30,1966,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
78,Philippe Brunel,fr FRA,MF,Lens,23,1973,28,12,"1,266",14.1,2,,2,0,,2,0,0.14,,,0.14,,Matches,1996-1997
79,Bruno Calegari,fr FRA,DF,Nice,21,1975,18,13,"1,133",12.6,1,,1,0,,5,1,0.08,,,0.08,,Matches,1996-1997
80,Pascal Camadini,fr FRA,MF,Bastia,24,1972,29,13,"1,442",16.0,2,,2,0,,2,0,0.12,,,0.12,,Matches,1996-1997
81,Titi Camara,gn GUI,FW,Lens,23,1972,27,23,"1,950",21.7,6,,6,0,,3,0,0.28,,,0.28,,Matches,1996-1997
82,Vincent Candela,fr FRA,"DF,MF",Guingamp,22,1973,21,21,"1,814",20.2,1,,1,0,,5,1,0.05,,,0.05,,Matches,1996-1997
83,Stéphane Capiaux,fr FRA,MF,Nancy,27,1969,29,22,"1,973",21.9,0,,0,0,,5,0,0.00,,,0.00,,Matches,1996-1997
