,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Jacques Abardonado,fr FRA,DF,Marseille,21,1978,13,10,950,10.6,2,0,2,0,0,4,0,0.19,0.00,0.19,0.19,0.19,Matches,1999-2000
1,Fabrice Abriel,fr FRA,MF,Paris S-G,20,1979,1,0,9,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1999-2000
2,Frédéric Adam,fr FRA,MF,Troyes,25,1973,29,27,"2,476",27.5,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,Matches,1999-2000
3,Madjid Adjaoud,dz ALG,MF,Sedan,27,1971,25,21,"1,886",21.0,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,1999-2000
4,Kodjo Afanou,fr FRA,DF,Bordeaux,21,1977,27,26,"2,306",25.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
5,Kuami Agboh,tg TOG,MF,Auxerre,21,1977,26,23,"2,003",22.3,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,1999-2000
6,Hassan Ahamada,fr FRA,"FW,MF",Nantes,18,1981,17,8,707,7.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
7,Zé Alcino,br BRA,FW,Nancy,25,1974,9,8,690,7.7,3,3,3,0,0,1,0,0.39,0.39,0.78,0.39,0.78,Matches,1999-2000
8,Jimmy Algerino,fr FRA,DF,Paris S-G,27,1971,20,19,"1,603",17.8,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,Matches,1999-2000
9,Hervé Alicarte,fr FRA,DF,Bordeaux,24,1974,27,27,"2,430",27.0,5,2,3,2,2,6,0,0.19,0.07,0.26,0.11,0.19,Matches,1999-2000
10,Aloísio,br BRA,FW,Saint-Étienne,24,1975,29,29,"2,417",26.9,8,6,7,1,1,7,1,0.30,0.22,0.52,0.26,0.48,Matches,1999-2000
11,Jérôme Alonzo,fr FRA,GK,Saint-Étienne,26,1972,25,25,"2,250",25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
12,Gharib Amzine,ma MAR,MF,Strasbourg,26,1973,10,5,472,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
13,Sonny Anderson,br BRA,FW,Lyon,28,1970,32,32,"2,745",30.5,23,1,20,3,4,1,1,0.75,0.03,0.79,0.66,0.69,Matches,1999-2000
14,Pierre-Yves André,fr FRA,FW,Bastia,25,1974,29,25,"2,238",24.9,7,1,7,0,0,2,0,0.28,0.04,0.32,0.28,0.32,Matches,1999-2000
15,Pierre Aristouy,fr FRA,FW,Nantes,19,1979,4,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
16,John Arne Riise,no NOR,"DF,MF",Monaco,18,1980,21,10,"1,061",11.8,1,2,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25,Matches,1999-2000
17,Frédéric Arpinon,fr FRA,MF,Troyes,30,1969,30,29,"2,406",26.7,1,4,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,Matches,1999-2000
