,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Fernando Menegazzo,br BRA,MF,Bordeaux,28,1981,29,20,"2,022",22.5,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches,2009-2010
1,Jacques Abardonado,fr FRA,DF,Valenciennes,31,1978,15,13,"1,047",11.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
2,Almen Abdi,ch SUI,MF,Le Mans,22,1986,13,9,785,8.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
3,Fabrice Abriel,fr FRA,MF,Marseille,30,1979,32,18,"1,764",19.6,1,3,1,0,0,1,0,0.05,0.15,0.20,0.05,0.20,Matches,2009-2010
4,Olubayo Adefemi,ng NGA,"DF,MF",Boulogne,23,1985,13,11,"1,038",11.5,1,0,1,0,0,3,1,0.09,0.00,0.09,0.09,0.09,Matches,2009-2010
5,Adriano,br BRA,DF,Monaco,27,1982,16,15,"1,312",14.6,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
6,Laurent Agouazi,dz ALG,MF,Boulogne,25,1984,25,20,"1,696",18.8,1,2,1,0,0,10,0,0.05,0.11,0.16,0.05,0.16,Matches,2009-2010
7,Karim Aït-Fana,ma MAR,"FW,MF",Montpellier,20,1989,33,24,"2,093",23.3,5,2,5,0,0,5,0,0.22,0.09,0.30,0.22,0.30,Matches,2009-2010
8,Kanga Akalé,ci CIV,"FW,MF",Lens,28,1981,28,17,"1,433",15.9,2,2,2,0,0,2,0,0.13,0.13,0.25,0.13,0.25,Matches,2009-2010
9,Nassim Akrour,dz ALG,FW,Grenoble,35,1974,38,26,"2,596",28.8,6,2,6,0,0,0,0,0.21,0.07,0.28,0.21,0.28,Matches,2009-2010
10,Paul Alo'o,cm CMR,FW,Nancy,25,1983,23,13,"1,274",14.2,4,1,4,0,0,1,0,0.28,0.07,0.35,0.28,0.35,Matches,2009-2010
11,Alejandro Alonso,ar ARG,MF,Monaco,27,1982,27,27,"2,300",25.6,2,5,2,0,0,9,1,0.08,0.20,0.27,0.08,0.27,Matches,2009-2010
12,Morgan Amalfitano,fr FRA,MF,Lorient,24,1985,37,37,"3,285",36.5,6,4,6,0,0,7,0,0.16,0.11,0.27,0.16,0.27,Matches,2009-2010
13,Elinton Andrade,br BRA,GK,Marseille,30,1979,3,2,245,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
14,Yoann Andreu,fr FRA,DF,Saint-Étienne,20,1989,12,8,743,8.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2009-2010
