,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Fernando Menegazzo,br BRA,MF,Bordeaux,25,1981,32,30,"2,646",29.4,2,1,1,1,2,6,0,0.07,0.03,0.10,0.03,0.07,Matches,2006-2007
1,Jacques Abardonado,fr FRA,DF,Nice,28,1978,30,28,"2,492",27.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
2,Nadjim Abdou,km COM,MF,Sedan,22,1984,17,11,"1,136",12.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
3,Éric Abidal,fr FRA,DF,Lyon,26,1979,33,31,"2,750",30.6,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,2006-2007
4,Fabrice Abriel,fr FRA,MF,Lorient,27,1979,38,38,"3,420",38.0,1,1,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matches,2006-2007
5,Rabiu Afolabi,ng NGA,DF,Sochaux,26,1980,34,33,"2,953",32.8,2,0,2,0,0,7,0,0.06,0.00,0.06,0.06,0.06,Matches,2006-2007
6,Kanga Akalé,ci CIV,"FW,MF",Auxerre,25,1981,36,33,"2,746",30.5,9,6,9,0,0,3,1,0.29,0.20,0.49,0.29,0.49,Matches,2006-2007
7,Jean-Louis Akpa Akpro,ci CIV,FW,Toulouse,21,1985,10,1,313,3.5,1,0,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches,2006-2007
8,Alejandro Alonso,ar ARG,MF,Bordeaux,24,1982,30,23,"1,882",20.9,1,2,1,0,0,6,0,0.05,0.10,0.14,0.05,0.14,Matches,2006-2007
9,Morgan Amalfitano,fr FRA,MF,Sedan,21,1985,31,29,"2,472",27.5,0,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches,2006-2007
10,Gharib Amzine,ma MAR,MF,Troyes,33,1973,23,19,"1,682",18.7,1,1,1,0,0,4,1,0.05,0.05,0.11,0.05,0.11,Matches,2006-2007
11,Paulo André,br BRA,DF,Le Mans,22,1983,5,4,432,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,2006-2007
12,Onyekachi Apam,ng NGA,DF,Nice,19,1986,22,20,"1,848",20.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
13,Sylvain Armand,fr FRA,DF,Paris S-G,25,1980,37,37,"3,324",36.9,2,0,2,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,2006-2007
14,Salim Arrache,dz ALG,MF,Marseille,24,1982,5,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
15,Dominique Arribagé,fr FRA,DF,Toulouse,35,1971,35,35,"3,150",35.0,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,Matches,2006-2007
16,Lucien Aubey,cg CGO,DF,Toulouse,22,1984,16,16,"1,416",15.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
17,Fabien Audard,fr FRA,GK,Lorient,28,1978,12,12,"1,001",11.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
18,Johan Audel,mq MTQ,"FW,MF",Lille,22,1983,4,2,199,2.2,1,0,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,2006-2007
19,Anis Ayari,tn TUN,DF,Lorient,24,1982,2,0,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
20,Georges Ba,ci CIV,FW,Troyes,27,1979,8,2,246,2.7,2,0,2,0,0,1,0,0.73,0.00,0.73,0.73,0.73,Matches,2006-2007
21,Issa Ba,sn SEN,MF,Auxerre,24,1981,20,4,547,6.1,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,2006-2007
22,Jean-Michel Badiane,fr FRA,DF,Sedan,23,1983,19,15,"1,177",13.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
23,Djamel Bakar,km COM,"FW,MF",Monaco,17,1989,2,0,29,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
24,Florent Balmont,fr FRA,MF,Nice,26,1980,32,31,"2,683",29.8,0,2,0,0,0,7,1,0.00,0.07,0.07,0.00,0.07,Matches,2006-2007
26,Habib Bamogo,bf BFA,FW,Marseille,24,1982,15,4,519,5.8,3,0,3,0,0,2,0,0.52,0.00,0.52,0.52,0.52,Matches,2006-2007
27,Ibrahima Bangoura,gn GUI,"DF,FW",Troyes,23,1982,27,14,"1,400",15.6,2,1,2,0,0,2,0,0.13,0.06,0.19,0.13,0.19,Matches,2006-2007
28,Ismaël Bangoura,gn GUI,FW,Le Mans,21,1985,33,28,"2,605",28.9,12,4,11,1,1,6,0,0.41,0.14,0.55,0.38,0.52,Matches,2006-2007
29,Albert Baning,cm CMR,MF,Paris S-G,21,1985,1,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
30,Cédric Barbosa,fr FRA,MF,Troyes,30,1976,30,29,"2,328",25.9,2,1,2,0,0,7,0,0.08,0.04,0.12,0.08,0.12,Matches,2006-2007
31,Milan Baroš,cz CZE,FW,Lyon,24,1981,12,8,718,8.0,4,0,4,0,0,3,0,0.50,0.00,0.50,0.50,0.50,Matches,2006-2007
32,Rahmane Barry,sn SEN,"FW,MF",Lorient,19,1986,13,2,402,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
33,Fabien Barthez,fr FRA,GK,Nantes,35,1971,14,14,"1,241",13.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
34,Patrick Barul,fr FRA,DF,Lens,28,1977,12,7,694,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
35,Marko Baša,me MNE,DF,Le Mans,23,1982,35,35,"3,044",33.8,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,Matches,2006-2007
36,Christophe Bastien,fr FRA,MF,Sedan,30,1976,3,2,100,1.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
37,Michel Bastos,br BRA,"DF,MF",Lille,22,1983,25,23,"1,693",18.8,3,1,1,2,2,4,0,0.16,0.05,0.21,0.05,0.11,Matches,2006-2007
38,Laurent Batlles,fr FRA,MF,Toulouse,30,1975,31,24,"2,060",22.9,4,1,4,0,0,4,1,0.17,0.04,0.22,0.17,0.22,Matches,2006-2007
39,Moustapha Bayal Sall,sn SEN,DF,Saint-Étienne,20,1985,4,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
40,Nadir Belhadj,dz ALG,"DF,MF",Sedan,24,1982,37,34,"3,081",34.2,2,3,2,0,0,2,0,0.06,0.09,0.15,0.06,0.15,Matches,2006-2007
41,David Bellion,fr FRA,FW,Nice,23,1982,30,21,"1,652",18.4,8,0,6,2,2,0,0,0.44,0.00,0.44,0.33,0.33,Matches,2006-2007
42,Hatem Ben Arfa,fr FRA,"FW,MF",Lyon,19,1987,13,6,531,5.9,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches,2006-2007
43,Benoît Benvegnu,fr FRA,GK,Toulouse,21,1985,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
44,Karim Benzema,fr FRA,FW,Lyon,18,1987,21,13,"1,156",12.8,5,2,4,1,1,0,0,0.39,0.16,0.54,0.31,0.47,Matches,2006-2007
45,Pascal Berenguer,fr FRA,MF,Nancy,25,1981,28,17,"1,507",16.7,0,1,0,0,0,4,1,0.00,0.06,0.06,0.00,0.06,Matches,2006-2007
46,Bryan Bergougnoux,fr FRA,"FW,MF",Toulouse,23,1983,33,10,"1,193",13.3,3,1,2,1,2,3,0,0.23,0.08,0.30,0.15,0.23,Matches,2006-2007
47,Nabil Berkak,fr FRA,DF,Troyes,22,1984,9,8,689,7.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
48,Lucas Bernardi,ar ARG,MF,Monaco,28,1977,16,16,"1,440",16.0,0,1,0,0,0,6,1,0.00,0.06,0.06,0.00,0.06,Matches,2006-2007
49,Jérémy Berthod,fr FRA,DF,Lyon,22,1984,10,8,739,8.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
50,Grégory Bettiol,fr FRA,FW,Lyon,20,1986,4,0,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
52,Habib Beye,sn SEN,DF,Marseille,28,1977,36,36,"3,240",36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
53,Yacine Bezzaz,dz ALG,MF,Valenciennes,25,1981,20,12,"1,127",12.5,2,1,2,0,0,5,0,0.16,0.08,0.24,0.16,0.24,Matches,2006-2007
54,Frédéric Biancalani,fr FRA,DF,Nancy,32,1974,20,17,"1,499",16.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
55,Daniel Bilos,ar ARG,MF,Saint-Étienne,25,1980,14,1,365,4.1,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,2006-2007
56,Valter Birsa,si SVN,"FW,MF",Sochaux,19,1986,31,18,"1,668",18.5,3,4,3,0,0,1,0,0.16,0.22,0.38,0.16,0.38,Matches,2006-2007
57,Milan Biševac,rs SRB,DF,Lens,22,1983,9,9,650,7.2,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,2006-2007
58,Garry Bocaly,fr FRA,DF,Marseille,18,1988,3,3,252,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
59,Mathieu Bodmer,fr FRA,"DF,MF",Lille,23,1982,32,27,"2,358",26.2,8,2,7,1,1,4,0,0.31,0.08,0.38,0.27,0.34,Matches,2006-2007
60,Bolívar,br BRA,DF,Monaco,25,1980,34,34,"3,060",34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
61,Laurent Bonnart,fr FRA,DF,Le Mans,26,1979,20,19,"1,698",18.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
62,Alexandre Bonnet,fr FRA,MF,Toulouse,19,1986,13,3,350,3.9,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,2006-2007
63,Guillaume Borne,fr FRA,DF,Rennes,18,1988,8,7,594,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
64,Razak Boukari,tg TOG,"FW,MF",Lens,19,1987,29,8,"1,038",11.5,0,3,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches,2006-2007
65,Nourdin Boukhari,ma MAR,MF,Nantes,26,1980,9,4,360,4.0,2,0,2,0,0,2,0,0.50,0.00,0.50,0.50,0.50,Matches,2006-2007
66,Hakim El Bounadi,ma MAR,MF,Sochaux,19,1986,3,3,270,3.0,0,1,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,Matches,2006-2007
67,Freddy Bourgeois,fr FRA,"FW,MF",Valenciennes,29,1977,9,5,446,5.0,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,2006-2007
68,Kemal Bourhani,km COM,FW,Lorient,24,1981,13,2,338,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
69,Grégory Bourillon,fr FRA,"DF,MF",Rennes,22,1984,23,23,"2,010",22.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
70,Mansour Boutabout,dz ALG,FW,Sedan,27,1978,36,21,"2,097",23.3,5,1,5,0,0,3,1,0.21,0.04,0.26,0.21,0.26,Matches,2006-2007
71,Marc Boutruche,fr FRA,DF,Lorient,29,1976,8,6,521,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
72,Gennaro Bracigliano,fr FRA,GK,Nancy,26,1980,10,10,855,9.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
73,Florin Bratu,ro ROU,FW,Valenciennes,26,1980,22,13,"1,161",12.9,1,2,1,0,0,2,0,0.08,0.16,0.23,0.08,0.23,Matches,2006-2007
74,Jérémie Bréchet,fr FRA,"DF,MF",Sochaux,26,1979,28,28,"2,484",27.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,2006-2007
75,Jimmy Briand,fr FRA,"FW,MF",Rennes,20,1985,35,26,"2,401",26.7,9,4,8,1,1,7,0,0.34,0.15,0.49,0.30,0.45,Matches,2006-2007
76,Vincent Briant,fr FRA,GK,Nantes,20,1986,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
78,Jonathan Brison,fr FRA,"DF,MF",Nancy,23,1983,20,16,"1,313",14.6,1,2,1,0,0,7,0,0.07,0.14,0.21,0.07,0.21,Matches,2006-2007
79,Kévin Bru,mu MRI,MF,Rennes,17,1988,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
80,Philippe Brunel,fr FRA,MF,Sochaux,33,1973,9,4,391,4.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
81,Bocundji Ca,gw GNB,MF,Nantes,19,1986,9,7,637,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
82,Yohan Cabaye,fr FRA,MF,Lille,20,1986,22,17,"1,649",18.3,3,0,3,0,0,8,0,0.16,0.00,0.16,0.16,0.16,Matches,2006-2007
83,Caçapa,br BRA,"DF,MF",Lyon,30,1976,6,6,510,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
84,Jean Calvé,fr FRA,DF,Le Mans,22,1984,20,12,"1,278",14.2,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2006-2007
85,Ibrahima Camara,gn GUI,"DF,MF",Le Mans,21,1985,19,19,"1,606",17.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
86,Souleymane Camara,sn SEN,FW,Nice,23,1982,14,1,250,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
87,Zoumana Camara,fr FRA,DF,Saint-Étienne,27,1979,36,36,"3,240",36.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
88,Basile Camerling,fr FRA,FW,Nancy,19,1987,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
89,Lorik Cana,al ALB,"DF,MF",Marseille,23,1983,33,33,"2,860",31.8,2,1,2,0,0,8,0,0.06,0.03,0.09,0.06,0.09,Matches,2006-2007
90,Alain Cantareil,fr FRA,DF,Marseille,22,1983,3,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
91,Aurélien Capoue,,MF,Nantes,24,1982,10,5,514,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
92,Lionel Cappone,fr FRA,GK,Lorient,27,1979,5,4,372,4.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
93,John Carew,no NOR,FW,Lyon,26,1979,9,7,487,5.4,1,1,1,0,0,0,0,0.18,0.18,0.37,0.18,0.37,Matches,2006-2007
94,Cédric Carrasso,fr FRA,GK,Marseille,24,1981,38,38,"3,420",38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
95,Éric Carrière,fr FRA,MF,Lens,33,1973,32,25,"2,145",23.8,2,3,2,0,0,0,0,0.08,0.13,0.21,0.08,0.21,Matches,2006-2007
96,Fernando Cavenaghi,ar ARG,FW,Bordeaux,22,1983,9,1,274,3.0,2,0,2,0,0,1,0,0.66,0.00,0.66,0.66,0.66,Matches,2006-2007
97,Grégory Cerdan,fr FRA,DF,Le Mans,24,1982,26,21,"1,947",21.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
98,Boštjan Cesar,si SVN,DF,Marseille,24,1982,7,7,585,6.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
99,Paulo César,br BRA,"DF,MF",Toulouse,27,1978,25,19,"1,753",19.5,2,3,1,1,1,0,0,0.10,0.15,0.26,0.05,0.21,Matches,2006-2007
100,Mauro Cetto,ar ARG,DF,Nantes,24,1982,29,29,"2,573",28.6,1,0,1,0,0,7,2,0.03,0.00,0.03,0.03,0.03,Matches,2006-2007
101,Matthieu Chalmé,fr FRA,DF,Lille,25,1980,30,25,"2,281",25.3,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,2006-2007
102,Marouane Chamakh,ma MAR,FW,Bordeaux,22,1984,29,22,"2,003",22.3,5,1,4,1,1,6,0,0.22,0.04,0.27,0.18,0.22,Matches,2006-2007
104,Clément Chantôme,fr FRA,MF,Paris S-G,18,1987,20,14,"1,251",13.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
105,Éric Chelle,ml MLI,DF,Valenciennes,28,1977,28,27,"2,339",26.0,2,0,2,0,0,3,1,0.08,0.00,0.08,0.08,0.08,Matches,2006-2007
106,Walid Cherfa,dz ALG,DF,Toulouse,20,1986,4,3,241,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
107,Benoît Cheyrou,fr FRA,MF,Auxerre,25,1981,34,34,"2,941",32.7,3,4,3,0,0,7,1,0.09,0.12,0.21,0.09,0.21,Matches,2006-2007
