,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,Season
0,Yunis Abdelhamid,ma MAR,DF,Reims,31,1987,28,28,"2,520",28.0,3,0,3,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.1,1.5,0.05,0.00,0.05,0.05,0.05,Matches,2019-2020
1,Mehdi Abeid,dz ALG,MF,Nantes,26,1992,25,20,"1,817",20.2,1,2,1,0,0,5,0,0.05,0.10,0.15,0.05,0.15,1.6,1.6,1.4,3.0,0.08,0.07,0.15,0.08,0.15,Matches,2019-2020
2,Charles Abi,fr FRA,FW,Saint-Étienne,19,2000,15,6,623,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.03,0.16,0.19,0.03,0.19,Matches,2019-2020
3,Amine Adli,fr FRA,"MF,FW",Toulouse,19,2000,4,0,46,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.11,0.11,0.00,0.11,Matches,2019-2020
4,Yacine Adli,fr FRA,"MF,FW",Bordeaux,19,2000,21,11,"1,020",11.3,3,3,3,0,0,3,0,0.26,0.26,0.53,0.26,0.53,0.9,0.9,2.0,2.9,0.08,0.18,0.26,0.08,0.26,Matches,2019-2020
5,Nayef Aguerd,ma MAR,DF,Dijon,23,1996,11,11,957,10.6,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.7,0.7,0.0,0.7,0.06,0.00,0.06,0.06,0.06,Matches,2019-2020
6,Ruben Aguilar,fr FRA,DF,Monaco,26,1993,19,11,"1,072",11.9,0,2,0,0,0,2,2,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.5,1.6,0.01,0.12,0.13,0.01,0.13,Matches,2019-2020
7,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,25,1994,11,8,630,7.0,1,1,1,0,0,3,1,0.14,0.14,0.29,0.14,0.29,0.8,0.8,0.1,0.9,0.12,0.02,0.13,0.12,0.13,Matches,2019-2020
8,Youssef Aït Bennasser,ma MAR,MF,Bordeaux,23,1996,12,6,536,6.0,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches,2019-2020
9,Rayan Aït Nouri,fr FRA,DF,Angers,18,2001,17,16,"1,282",14.2,0,2,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.8,1.0,0.01,0.06,0.07,0.01,0.07,Matches,2019-2020
10,Ludovic Ajorque,re REU,FW,Strasbourg,25,1994,26,24,"2,058",22.9,8,4,7,1,1,3,0,0.35,0.17,0.52,0.31,0.48,6.2,5.4,3.0,8.5,0.27,0.13,0.40,0.24,0.37,Matches,2019-2020
11,Marley Aké,fr FRA,"FW,MF",Marseille,18,2001,9,0,99,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.19,0.00,0.19,0.19,0.19,Matches,2019-2020
12,Chadrac Akolo,cd COD,"FW,MF",Amiens,24,1995,15,5,544,6.0,2,1,2,0,0,1,0,0.33,0.17,0.50,0.33,0.50,1.0,1.0,1.2,2.2,0.17,0.20,0.37,0.17,0.37,Matches,2019-2020
13,Sofiane Alakouch,ma MAR,DF,Nîmes,21,1998,17,17,"1,400",15.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.1,1.7,0.04,0.07,0.11,0.04,0.11,Matches,2019-2020
14,Haitam Aleesami,no NOR,DF,Amiens,28,1991,22,21,"1,916",21.3,1,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.2,0.2,1.3,1.5,0.01,0.06,0.07,0.01,0.07,Matches,2019-2020
15,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,24,1995,11,9,901,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,2019-2020
16,Rachid Alioui,ma MAR,FW,Angers,27,1992,28,17,"1,563",17.4,6,1,6,0,0,1,0,0.35,0.06,0.40,0.35,0.40,5.3,5.3,1.4,6.7,0.30,0.08,0.39,0.30,0.39,Matches,2019-2020
17,Mickaël Alphonse,gp GLP,DF,Dijon,30,1989,17,15,"1,378",15.3,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches,2019-2020
18,Romain Amalfitano,fr FRA,MF,Dijon,29,1989,26,18,"1,695",18.8,1,1,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,0.9,1.2,0.02,0.05,0.06,0.02,0.06,Matches,2019-2020
19,Jordan Amavi,fr FRA,DF,Marseille,25,1994,26,24,"2,164",24.0,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,1.3,1.9,0.02,0.05,0.08,0.02,0.08,Matches,2019-2020
20,Thierry Ambrose,gp GLP,FW,Metz,22,1997,18,4,548,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,1.8,0.21,0.09,0.30,0.21,0.30,Matches,2019-2020
21,Kelvin Amian,fr FRA,DF,Toulouse,21,1998,20,17,"1,633",18.1,0,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.7,0.7,0.4,1.1,0.04,0.02,0.06,0.04,0.06,Matches,2019-2020
22,Joachim Andersen,dk DEN,DF,Lyon,23,1996,18,17,"1,531",17.0,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches,2019-2020
23,Benjamin André,fr FRA,MF,Lille,28,1990,26,23,"2,054",22.8,2,1,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,1.0,1.0,1.1,2.1,0.04,0.05,0.09,0.04,0.09,Matches,2019-2020
24,Victorien Angban,ci CIV,MF,Metz,22,1996,20,11,"1,029",11.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,2019-2020
26,Janis Antiste,fr FRA,MF,Toulouse,16,2002,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.55,0.00,0.55,0.55,0.55,Matches,2019-2020
27,Houssem Aouar,fr FRA,"MF,FW",Lyon,21,1998,25,23,"1,956",21.7,3,4,3,0,0,3,0,0.14,0.18,0.32,0.14,0.32,3.7,3.7,3.0,6.7,0.17,0.14,0.31,0.17,0.31,Matches,2019-2020
28,Adil Aouchiche,fr FRA,MF,Paris S-G,17,2002,1,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
29,Dennis Appiah,fr FRA,DF,Nantes,27,1992,19,18,"1,605",17.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches,2019-2020
30,Luiz Araújo,br BRA,"FW,MF",Lille,23,1996,21,7,828,9.2,2,1,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,1.3,1.3,1.8,3.1,0.14,0.19,0.33,0.14,0.33,Matches,2019-2020
31,Alphonse Areola,fr FRA,GK,Paris S-G,26,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
32,Youcef Atal,dz ALG,"FW,DF",Nice,23,1996,13,12,"1,003",11.1,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,1.5,1.5,0.6,2.1,0.13,0.05,0.19,0.13,0.19,Matches,2019-2020
33,Jean-Kévin Augustin,fr FRA,FW,Monaco,22,1997,10,2,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.16,0.00,0.16,0.16,0.16,Matches,2019-2020
34,Mathias Autret,fr FRA,"MF,FW",Brest,28,1991,23,14,"1,222",13.6,2,3,2,0,0,3,0,0.15,0.22,0.37,0.15,0.37,2.0,2.0,2.9,4.9,0.14,0.22,0.36,0.14,0.36,Matches,2019-2020
35,Ludovic Baal,gf GUF,DF,Brest,33,1986,11,9,827,9.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.08,0.09,0.01,0.09,Matches,2019-2020
36,Benoît Badiashile,fr FRA,DF,Monaco,18,2001,16,16,"1,411",15.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020
37,Bastian Badu,fr FRA,FW,Montpellier,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.45,0.00,0.45,0.45,0.45,Matches,2019-2020
