club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Racing Santander,Cristian Álvarez,24,Right-Back,Lanús,€500Th.,in,Summer,0.5,Primera Division,2002,2002/2003
Racing Santander,Yossi Benayoun,22,Right Winger,Maccabi Haifa,free transfer,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Javi Guerrero,25,Centre-Forward,Atlético Madrid,free transfer,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Pedro Munitis,27,Second Striker,Real Madrid,loan transfer,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Pablo Lago,27,Central Midfield,UD Las Palmas,?,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,David Coromina,27,Right-Back,Palamós CF,?,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Ilan Bakhar,27,Right-Back,Hapoel Tel Aviv,?,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Txiki,25,Left Winger,CyD Leonesa,?,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Diego Alonso,27,Centre-Forward,Valencia,loan transfer,in,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Pablo Casar,23,Centre-Back,Racing B,-,in,Summer,0,Primera Division,2002,2002/2003
Racing Santander,Sergio Matabuena,23,Defensive Midfield,Racing B,-,in,Summer,0,Primera Division,2002,2002/2003
Racing Santander,Nacho Rodríguez,19,Centre-Forward,CyD Leonesa,"End of loanJun 30, 2002",in,Summer,0,Primera Division,2002,2002/2003
Racing Santander,Sigurd Rushfeldt,29,Centre-Forward,Austria Vienna,"End of loanJun 30, 2002",in,Summer,0,Primera Division,2002,2002/2003
Racing Santander,Sigurd Rushfeldt,29,Centre-Forward,Austria Vienna,€1.80m,out,Summer,1.8,Primera Division,2002,2002/2003
Racing Santander,César Caneda,24,Centre-Back,Athletic,?,out,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Javier Mazzoni,30,Centre-Forward,Figueirense FC,?,out,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Txema,31,Centre-Back,Getafe,?,out,Summer,NA,Primera Division,2002,2002/2003
Racing Santander,Julio Álvarez,21,Attacking Midfield,Real Madrid B,"End of loanJun 30, 2002",out,Summer,0,Primera Division,2002,2002/2003
Recreativo Huelva,Nelson Zelaya,28,Centre-Back,Olimpia,€400Th.,in,Summer,0.4,Primera Division,2002,2002/2003
Recreativo Huelva,Diego Camacho,25,Defensive Midfield,Granada CF,free transfer,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Dani Güiza,21,Centre-Forward,RCD Mallorca B,free transfer,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Emilio Viqueira,27,Central Midfield,Xerez CD,free transfer,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Xisco Muñoz,21,Second Striker,Valencia B,loan transfer,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Yago Yao,22,Centre-Back,Celta de Vigo,loan transfer,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Manuel Almunia,25,Goalkeeper,Celta de Vigo,Loan fee:€50Th.,in,Summer,0.05,Primera Division,2002,2002/2003
Recreativo Huelva,David Gallego,30,midfield,Córdoba CF,?,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Sergio Tejero,23,Left-Back,Sevilla B,?,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Álex Pereira,25,defence,Unknown,?,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Mario Bermejo,23,Second Striker,Athletic,?,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Moreno,22,attack,UD Almería,?,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,David Cubillo,24,Defensive Midfield,Xerez CD,?,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Óscar Arpón,27,Central Midfield,Poli Ejido,?,in,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Iker Begoña,25,Defensive Midfield,Alicante CF,"End of loanJun 30, 2002",in,Summer,0,Primera Division,2002,2002/2003
Recreativo Huelva,Fernando Soriano,22,Attacking Midfield,Real Zaragoza,€70Th.,out,Summer,0.07,Primera Division,2002,2002/2003
Recreativo Huelva,Mariano Hoyas,31,Right-Back,Cartagonova,free transfer,out,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Juan José Bautista,24,attack,Atlético Ceuta,?,out,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,David Fernández,30,attack,Getafe,?,out,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Joaquín Bornes,27,Centre-Back,Elche CF,?,out,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Caco Morán,29,midfield,Real Jaén CF,?,out,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Emmanuel Dorado,29,Centre-Back,UD Almería,?,out,Summer,NA,Primera Division,2002,2002/2003
Recreativo Huelva,Óscar Arias,36,midfield,Retired,-,out,Summer,0,Primera Division,2002,2002/2003
Recreativo Huelva,Juan Epitié,25,Centre-Forward,Depor. Alavés B,"End of loanJun 30, 2002",out,Summer,0,Primera Division,2002,2002/2003
Deportivo Alavés,Richard Dutruel,29,Goalkeeper,Barcelona,€2.90m,in,Summer,2.9,Primera Division,2002,2002/2003
Deportivo Alavés,Adrian Ilie,28,Centre-Forward,Valencia,€1.50m,in,Summer,1.5,Primera Division,2002,2002/2003
Deportivo Alavés,Abelardo,32,Centre-Back,Barcelona,free transfer,in,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Edu Alonso,28,Right-Back,UD Las Palmas,free transfer,in,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Mario Rosas,22,Attacking Midfield,UD Salamanca,?,in,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Luis Helguera,26,Defensive Midfield,Udinese,loan transfer,in,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Juan Ochoa,23,Centre-Back,Depor. Alavés B,-,in,Summer,0,Primera Division,2002,2002/2003
Deportivo Alavés,Juan Pablo,23,Goalkeeper,Depor. Alavés B,-,in,Summer,0,Primera Division,2002,2002/2003
Deportivo Alavés,Bogdan Mara,24,Attacking Midfield,TJ Teda,free transfer,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Martín Herrera,31,Goalkeeper,Fulham,free transfer,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Rubén Vega,24,Centre-Forward,CyD Leonesa,free transfer,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Rubén Martín,22,Goalkeeper,Atlético Madrid,?,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Sergio de la Cruz,24,midfield,SD Eibar,?,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Kike Burgos,31,Goalkeeper,Poli Ejido,?,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Pablo Brandán,19,Central Midfield,Burgos CF,?,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Jurica Vucko,25,Centre-Forward,UD Salamanca,loan transfer,out,Summer,NA,Primera Division,2002,2002/2003
Deportivo Alavés,Gustavo Lombardi,26,Right-Back,Retired,-,out,Summer,0,Primera Division,2002,2002/2003
Deportivo Alavés,Carlos Llorens,33,Left-Back,Atlético Madrid,"End of loanJun 30, 2002",out,Summer,0,Primera Division,2002,2002/2003
Deportivo Alavés,Chris Kanu,22,Right-Back,Ajax,"End of loanJun 30, 2002",out,Summer,0,Primera Division,2002,2002/2003
Deportivo Alavés,Richard Witschge,32,Central Midfield,Ajax,"End of loanJun 30, 2002",out,Summer,0,Primera Division,2002,2002/2003
Deportivo Alavés,Fabricio Coloccini,20,defence,Milan,"End of loanJun 30, 2002",out,Summer,0,Primera Division,2002,2002/2003
Málaga CF,Kiki Musampa,24,Left Winger,G. Bordeaux,?,in,Summer,NA,Primera Division,2002,2002/2003
Málaga CF,Juan Calatayud,22,Goalkeeper,Málaga B,-,in,Summer,0,Primera Division,2002,2002/2003
Málaga CF,Juanito,22,Defensive Midfield,Málaga B,-,in,Summer,0,Primera Division,2002,2002/2003
Málaga CF,Koke,19,Centre-Forward,Málaga B,-,in,Summer,0,Primera Division,2002,2002/2003
Málaga CF,Duda,22,Left Midfield,Levante,loan transfer,out,Summer,NA,Primera Division,2002,2002/2003
Málaga CF,Ariel Zárate,28,Attacking Midfield,Xerez CD,?,out,Summer,NA,Primera Division,2002,2002/2003
Málaga CF,Txomin Larrainzar,32,Centre-Back,Levante,?,out,Summer,NA,Primera Division,2002,2002/2003
Málaga CF,Manuel Ruano,27,Right Midfield,Córdoba CF,?,out,Summer,NA,Primera Division,2002,2002/2003
Málaga CF,Andrés Pato,21,Right-Back,Córdoba CF,loan transfer,out,Summer,NA,Primera Division,2002,2002/2003
Málaga CF,Pablo Calandria,20,Centre-Forward,Marseille,"End of loanJun 30, 2002",out,Summer,0,Primera Division,2002,2002/2003
Villarreal CF,Rubén Reyes,23,Central Midfield,Real Oviedo,€750Th.,in,Summer,0.75,Primera Division,2002,2002/2003
Villarreal CF,Pepe Reina,19,Goalkeeper,Barcelona,€750Th.,in,Summer,0.75,Primera Division,2002,2002/2003
Villarreal CF,Marcos Senna,25,Defensive Midfield,São Caetano,€600Th.,in,Summer,0.6,Primera Division,2002,2002/2003
