,Player,Signed,WeeklyGrossEuro,AnnualGrossEuro,TotalGrossEuro,ExpDate,Length,Club,season,ExpDateYear,League
19,Mathieu Cafaro,"Jan 8, 2019",3942.0,205000.0,615000.0,"Jun 30, 2022",3.0,Reims,2018-2019,2022.0,ligue-1
20,Timothy Weah,"Jan 7, 2019",6635.0,345000.0,345000.0,"Jun 30, 2019",1.0,PSG,2018-2019,2019.0,ligue-1
21,Amine Gouiri,"Jan 3, 2019",8365.0,435000.0,1305000.0,"Jun 30, 2022",3.0,Lyon,2018-2019,2022.0,ligue-1
22,Morgan Sanson,"Dec 23, 2018",45962.0,2390000.0,7170000.0,"Jun 30, 2022",3.0,Marseille,2018-2019,2022.0,ligue-1
23,Anthony Caci,"Dec 23, 2018",5288.0,275000.0,825000.0,"Jun 30, 2022",3.0,Strasbourg,2018-2019,2022.0,ligue-1
24,Kévin Denkey,"Dec 21, 2018",1346.0,70000.0,140000.0,"Jun 30, 2021",2.0,Nimes,2018-2019,2021.0,ligue-1
25,Alphonse Areola,"Dec 20, 2018",34904.0,1815000.0,7260000.0,"Jun 30, 2023",4.0,PSG,2018-2019,2023.0,ligue-1
26,Maxence Caqueret,"Dec 14, 2018",6154.0,320000.0,640000.0,"Jun 30, 2021",2.0,Lyon,2018-2019,2021.0,ligue-1
27,Rony Lopes,"Dec 2, 2018",23000.0,1196000.0,3588000.0,"Jun 30, 2022",3.0,Monaco,2018-2019,2022.0,ligue-1
28,Nicolas Lemaître,"Nov 21, 2018",760.0,39500.0,79000.0,"Jun 20, 2022",2.0,Reims,2018-2019,2022.0,ligue-1
29,Jessy Moulin,"Nov 1, 2018",8596.0,447000.0,447000.0,"Jun 30, 2020",1.0,St-Etienne,2018-2019,2020.0,ligue-1
30,Ángel Di María,"Oct 31, 2018",255750.0,13299000.0,26598000.0,"Jun 30, 2021",2.0,PSG,2018-2019,2021.0,ligue-1
31,Lucas Tousart,"Oct 4, 2018",34615.0,1800000.0,7200000.0,"Jun 30, 2023",4.0,Lyon,2018-2019,2023.0,ligue-1
32,Colin Dagba,"Oct 1, 2018",2885.0,150000.0,600000.0,"Jun 30, 2023",4.0,PSG,2018-2019,2023.0,ligue-1
33,Benjamin Lecomte,"Sep 28, 2018",16096.0,837000.0,3348000.0,"Jun 30, 2023",4.0,Montpellier,2018-2019,2023.0,ligue-1
34,Sofiane Alakouch,"Sep 20, 2018",4192.0,218000.0,436000.0,"Jun 30, 2021",2.0,Nimes,2018-2019,2021.0,ligue-1
35,Stanley N'Soki,"Sep 17, 2018",6808.0,354000.0,708000.0,"Jun 30, 2021",2.0,PSG,2018-2019,2021.0,ligue-1
36,Tanguy Ndombélé,"Sep 13, 2018",34500.0,1794000.0,7176000.0,"Jun 30, 2023",4.0,Lyon,2018-2019,2023.0,ligue-1
37,Dimitri Liénard,"Sep 6, 2018",12173.0,633000.0,1266000.0,"Jun 30, 2021",2.0,Strasbourg,2018-2019,2021.0,ligue-1
38,Charles Traoré,"Aug 31, 2018",11750.0,611000.0,1222000.0,"Jun 30, 2021",2.0,Nantes,2018-2019,2021.0,ligue-1
39,Marcelo,"Aug 29, 2018",42635.0,2217000.0,4434000.0,"Jun 30, 2021",2.0,Lyon,2018-2019,2021.0,ligue-1
40,Rémy Descamps,"Aug 21, 2018",4308.0,224000.0,448000.0,"Jun 30, 2021",2.0,PSG,2018-2019,2021.0,ligue-1
41,Jérémy Gelin,"Aug 20, 2018",12942.0,673000.0,1346000.0,"Jun 20, 2022",2.0,Rennes,2018-2019,2022.0,ligue-1
42,Thomas Mangani,"Aug 17, 2018",12654.0,658000.0,658000.0,"Jun 30, 2020",1.0,Angers,2018-2019,2020.0,ligue-1
43,Presnel Kimpembe,"Aug 13, 2018",139538.0,7256000.0,29024000.0,"Jun 30, 2023",4.0,PSG,2018-2019,2023.0,ligue-1
44,Gabriel Boschilia,"Aug 7, 2018",35654.0,1854000.0,1854000.0,"Jun 30, 2019",1.0,Monaco,2018-2019,2019.0,ligue-1
45,Fayçal Fajr,"Aug 3, 2018",11500.0,598000.0,1196000.0,"Jun 30, 2021",2.0,Caen,2018-2019,2021.0,ligue-1
46,Nolan Mbemba,"Jul 30, 2018",7615.0,396000.0,792000.0,"Jun 30, 2021",2.0,Reims,2018-2019,2021.0,ligue-1
47,Yann M'Vila,"Jul 30, 2018",69769.0,3628000.0,7256000.0,"Jun 20, 2022",2.0,St-Etienne,2018-2019,2022.0,ligue-1
48,Jordan Tell,"Jul 27, 2018",6962.0,362000.0,362000.0,"Jun 30, 2019",1.0,Rennes,2018-2019,2019.0,ligue-1
49,Yohann Pelé,"Jul 21, 2018",18404.0,957000.0,957000.0,"Jun 30, 2020",1.0,Marseille,2018-2019,2020.0,ligue-1
50,Maxime Poundjé,"Jul 20, 2018",8058.0,419000.0,838000.0,"Jun 30, 2021",2.0,Bordeaux,2018-2019,2021.0,ligue-1
51,Sada Thioub,"Jul 19, 2018",3442.0,179000.0,358000.0,"Jun 30, 2021",2.0,Nimes,2018-2019,2021.0,ligue-1
52,Kévin N'Doram,"Jul 18, 2018",14038.0,730000.0,2920000.0,"Jun 30, 2023",4.0,Monaco,2018-2019,2023.0,ligue-1
53,Julien Serrano,"Jul 11, 2018",5077.0,264000.0,792000.0,"Jun 30, 2022",3.0,Monaco,2018-2019,2022.0,ligue-1
54,Kévin Monnet-Paquet,"Jul 11, 2018",18500.0,962000.0,1924000.0,"Jun 30, 2021",2.0,St-Etienne,2018-2019,2021.0,ligue-1
55,Malik Tchokounté,"Jul 10, 2018",9365.0,487000.0,974000.0,"Jun 30, 2021",2.0,Caen,2018-2019,2021.0,ligue-1
56,Rolando,"Jul 10, 2018",38019.0,1977000.0,1977000.0,"Jun 30, 2019",1.0,Marseille,2018-2019,2019.0,ligue-1
57,Jérémy Sorbon,"Jul 6, 2018",11500.0,598000.0,598000.0,"Jun 30, 2020",1.0,Guingamp,2018-2019,2020.0,ligue-1
58,Rémi Oudin,"Jul 5, 2018",6481.0,337000.0,674000.0,"Jun 30, 2021",2.0,Reims,2018-2019,2021.0,ligue-1
59,Khaled Adénon,"Jul 4, 2018",3500.0,182000.0,182000.0,"Jun 30, 2020",1.0,Amiens,2018-2019,2020.0,ligue-1
60,Thomas Monconduit,"Jul 4, 2018",4596.0,239000.0,478000.0,"Jun 30, 2021",2.0,Amiens,2018-2019,2021.0,ligue-1
61,Ferland Mendy,"Jul 4, 2018",24904.0,1295000.0,5180000.0,"Jun 30, 2023",4.0,Lyon,2018-2019,2023.0,ligue-1
62,Houssem Aouar,"Jul 2, 2018",26827.0,1395000.0,5580000.0,"Jun 30, 2023",4.0,Lyon,2018-2019,2023.0,ligue-1
63,Sébastien Cibois,"Jul 1, 2018",2346.0,122000.0,244000.0,"Jun 30, 2021",2.0,PSG,2018-2019,2021.0,ligue-1
