,Player,Signed,WeeklyGrossEuro,AnnualGrossEuro,TotalGrossEuro,ExpDate,Length,Club,season,ExpDateYear,League
27,Sergio Busquets,"Sep 27, 2018",287481.0,14949000.0,59796000.0,"Jun 30, 2023",4.0,Barcelona,2018-2019,2023.0,la-liga
28,Ángel Correa,"Sep 26, 2018",67077.0,3488000.0,17440000.0,"Jun 30, 2024",5.0,Atletico Madrid,2018-2019,2024.0,la-liga
29,Àlex Moreno,"Sep 11, 2018",7692.0,400000.0,800000.0,"Jun 30, 2021",2.0,Rayo Vallecano,2018-2019,2021.0,la-liga
30,Óscar Plano,"Sep 7, 2018",12558.0,653000.0,1306000.0,"Jun 30, 2021",2.0,Valladolid,2018-2019,2021.0,la-liga
31,Douglas Luiz,"Aug 31, 2018",44558.0,2317000.0,2317000.0,"Jun 30, 2019",1.0,Girona,2018-2019,2019.0,la-liga
32,Júnior Firpo,"Aug 19, 2018",13769.0,716000.0,2864000.0,"Jun 30, 2023",4.0,Real Betis,2018-2019,2023.0,la-liga
33,Luca Sangalli,"Aug 14, 2018",7058.0,367000.0,367000.0,"Jun 30, 2020",1.0,Real Sociedad,2018-2019,2020.0,la-liga
34,Mikel Oyarzabal,"Aug 14, 2018",43115.0,2242000.0,11210000.0,"Jun 30, 2024",5.0,Real Sociedad,2018-2019,2024.0,la-liga
35,David López,"Aug 1, 2018",67077.0,3488000.0,13952000.0,"Jun 30, 2023",4.0,Espanyol,2018-2019,2023.0,la-liga
36,Loren Morón,"Jul 30, 2018",13423.0,698000.0,2094000.0,"Jun 30, 2022",3.0,Real Betis,2018-2019,2022.0,la-liga
37,Borja García,"Jul 7, 2018",19981.0,1039000.0,3117000.0,"Jun 30, 2022",3.0,Girona,2018-2019,2022.0,la-liga
38,Unai López,"Jul 4, 2018",16827.0,875000.0,2625000.0,"Jun 30, 2022",3.0,Athletic Club,2018-2019,2022.0,la-liga
