club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Athletic Bilbao,Jonan García,20,Attacking Midfield,Bilbao Athletic,-,in,Summer,0,Primera Division,2003,2003/2004
Athletic Bilbao,Andoni Iraola,21,Right-Back,Bilbao Athletic,-,in,Summer,0,Primera Division,2003,2003/2004
Athletic Bilbao,Bittor Alkiza,32,Left Midfield,Real Sociedad,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Athletic Bilbao,Aitor Ocio,26,Centre-Back,Sevilla FC,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Athletic Bilbao,Aritz Aduriz,22,Centre-Forward,Burgos CF,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Athletic Bilbao,Iñigo Larrainzar,32,Right-Back,Córdoba CF,?,out,Summer,NA,Primera Division,2003,2003/2004
Athletic Bilbao,Carlos García,32,Defensive Midfield,Retired,-,out,Summer,0,Primera Division,2003,2003/2004
Athletic Bilbao,Josu Urrutia,35,Defensive Midfield,Retired,-,out,Summer,0,Primera Division,2003,2003/2004
Albacete Balompié,Manuel Almunia,26,Goalkeeper,Celta de Vigo,Loan fee:€300Th.,in,Summer,0.3,Primera Division,2003,2003/2004
Albacete Balompié,Unai Vergara,26,Centre-Back,Villarreal,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Fabiano,25,Central Midfield,Santos FC,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Carlos Aranda,22,Centre-Forward,CD Numancia,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Lawal,22,Right Midfield,CD Leganés,?,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Pablo Redondo,21,Attacking Midfield,Valencia,?,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Gaby Amato,32,Centre-Forward,Levante,?,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Cristian Díaz,27,Left-Back,Levante,?,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Cacá,24,Centre-Forward,Mirassol-SP,?,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,David Sánchez,20,Central Midfield,Barcelona B,loan transfer,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Antonio Pacheco,27,Second Striker,Inter,loan transfer,in,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Joaquín Moso,24,Goalkeeper,SD Eibar,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Albacete Balompié,Emmanuel Amunike,32,Left Winger,Al-Wehdat SC,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Dani Ruiz,26,midfield,Alcorcón,?,out,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,José Padilla,33,Left-Back,Terrassa FC,?,out,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Alejandro Duré,32,Centre-Forward,Olimpo,?,out,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Carlos Cano,33,Goalkeeper,UD Almería,?,out,Summer,NA,Primera Division,2003,2003/2004
Albacete Balompié,Pedro Santana,22,midfield,Albacete B,-,out,Summer,0,Primera Division,2003,2003/2004
Albacete Balompié,Jandro,24,Attacking Midfield,Celta de Vigo,"End of loanJun 30, 2003",out,Summer,0,Primera Division,2003,2003/2004
Albacete Balompié,Jesús Perera,23,Centre-Forward,RCD Mallorca,"End of loanJun 30, 2003",out,Summer,0,Primera Division,2003,2003/2004
Málaga CF,Diego Alonso,28,Centre-Forward,Valencia,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Salva Ballesta,28,Centre-Forward,Valencia,loan transfer,in,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,José Luque,25,Left Midfield,Elche CF,?,in,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Federico Insúa,23,Attacking Midfield,Independiente,loan transfer,in,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Alexis Ruano,17,Centre-Back,Málaga B,-,in,Summer,0,Primera Division,2003,2003/2004
Málaga CF,Juan Rodríguez,21,Defensive Midfield,Málaga B,-,in,Summer,0,Primera Division,2003,2003/2004
Málaga CF,Andrés Pato,22,Right-Back,Córdoba CF,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Málaga CF,Duda,23,Left Midfield,Levante,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Málaga CF,Edgar,25,Right Winger,Getafe,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Málaga CF,Darío Silva,30,Centre-Forward,Sevilla FC,€4.70m,out,Summer,4.7,Primera Division,2003,2003/2004
Málaga CF,Kiki Musampa,25,Left Winger,Atlético Madrid,€3.00m,out,Summer,3,Primera Division,2003,2003/2004
Málaga CF,Pedro Contreras,31,Goalkeeper,Real Betis,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Julio Dely Valdés,36,Centre-Forward,Nacional,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Rafa González,32,Goalkeeper,CyD Leonesa,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Francisco Bravo,29,defence,Rayo Vallecano,?,out,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Mikel Roteta,33,Centre-Back,Ciudad Murcia,?,out,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Sandro,28,Central Midfield,Levante,?,out,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Higinio Vilches,21,Left-Back,Granada CF,?,out,Summer,NA,Primera Division,2003,2003/2004
Málaga CF,Andrés Pato,22,Right-Back,Málaga B,-,out,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,José Mari,24,Centre-Forward,AC Milan,€9.00m,in,Summer,9,Primera Division,2003,2003/2004
Villarreal CF,Fabricio Coloccini,21,defence,AC Milan,Loan fee:€250Th.,in,Summer,0.25,Primera Division,2003,2003/2004
Villarreal CF,Roger García,26,Left Midfield,Espanyol,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Sonny Anderson,32,Centre-Forward,Olympique Lyon,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Constantin Galca,31,Defensive Midfield,Real Zaragoza,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,César Arzo,17,Centre-Back,Villarreal CF B,-,in,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,Verza,16,midfield,Villarreal CF B,-,in,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,Xisco Nadal,17,Right Winger,Villarreal U19,-,in,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,Pere Martí,21,Defensive Midfield,Villarreal CF B,-,in,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,Juan Román Riquelme,25,Attacking Midfield,Barcelona,loan transfer,in,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Gustavo Barros Schelotto,30,Central Midfield,Rosario Central,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,Jorge López,24,Right Winger,Valencia,€4.00m,out,Summer,4,Primera Division,2003,2003/2004
Villarreal CF,Unai Vergara,26,Centre-Back,Albacete,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Martín Palermo,29,Centre-Forward,Real Betis,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Gustavo Barros Schelotto,30,Central Midfield,Rosario Central,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Constantin Galca,31,Defensive Midfield,UD Almería,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Jesús Galván,28,Right-Back,Alavés,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Quique Medina,28,Centre-Back,Getafe,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Héctor Font,19,Central Midfield,Ciudad Murcia,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Javi Gracia,33,Defensive Midfield,Córdoba CF,?,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Iñaki Berruet,30,Centre-Back,Córdoba CF,?,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Jesús Unanua,34,Goalkeeper,Xerez CD,?,out,Summer,NA,Primera Division,2003,2003/2004
Villarreal CF,Javier Farinós,25,Defensive Midfield,Inter,"End of loanJun 30, 2003",out,Summer,0,Primera Division,2003,2003/2004
Villarreal CF,Antonio de Nigris,25,Centre-Forward,Monterrey,"End of loanJun 30, 2003",out,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Jorge López,24,Right Winger,Villarreal,€4.00m,in,Summer,4,Primera Division,2003,2003/2004
Valencia CF,Ricardo Oliveira,23,Centre-Forward,Santos FC,€3.50m,in,Summer,3.5,Primera Division,2003,2003/2004
Valencia CF,Mohamed Sissoko,18,Defensive Midfield,AJ Auxerre,€1.00m,in,Summer,1,Primera Division,2003,2003/2004
Valencia CF,Fabián Canobbio,23,Attacking Midfield,Peñarol,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,David Rangel,23,Goalkeeper,Valencia B,-,in,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Xisco Muñoz,22,Second Striker,Valencia B,-,in,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Salva Ballesta,28,Centre-Forward,Bolton,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Miguel Albiol,21,Right Midfield,Real Murcia,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Joaquín Enguix,25,Right Midfield,UD Salamanca,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Javier Garrido,23,Right-Back,Córdoba CF,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Diego Alonso,28,Centre-Forward,Racing,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Valencia CF,Kily González,29,Left Midfield,Inter,€2.50m,out,Summer,2.5,Primera Division,2003,2003/2004
Valencia CF,John Carew,23,Centre-Forward,AS Roma,Loan fee:€2.00m,out,Summer,2,Primera Division,2003,2003/2004
Valencia CF,Miroslav Djukic,37,Centre-Back,CD Tenerife,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,Diego Alonso,28,Centre-Forward,Málaga CF,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,Salva Ballesta,28,Centre-Forward,Málaga CF,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,Miguel Albiol,21,Right Midfield,Recr. Huelva,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,Pablo Redondo,21,Attacking Midfield,Albacete,?,out,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,Gonzalo de los Santos,26,Defensive Midfield,Atlético Madrid,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,Joaquín Enguix,25,Right Midfield,Recr. Huelva,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Valencia CF,Anthony Réveillère,23,Right-Back,Stade Rennais,"End of loanJun 30, 2003",out,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Savo Milosevic,29,Centre-Forward,AC Parma,Loan fee:€2.00m,in,Summer,2,Primera Division,2003,2003/2004
Celta de Vigo,Dani Bautista,22,Left-Back,Sevilla B,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Celta de Vigo,Manolo Sánchez,27,Left-Back,CD Numancia,?,in,Summer,NA,Primera Division,2003,2003/2004
Celta de Vigo,Israel Delgado,24,Left-Back,Celta Vigo B,-,in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Borja Oubiña,21,Defensive Midfield,Celta Vigo B,-,in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Nacho Franco,21,attack,Celta U19,-,in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Iago Bouzón,20,Centre-Back,Celta Vigo B,-,in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Pablo Contreras,24,Centre-Back,Sporting CP,"End of loanJul 1, 2003",in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Manuel Almunia,26,Goalkeeper,Recr. Huelva,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Jandro,24,Attacking Midfield,Albacete,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Yago Yao,23,Centre-Back,Real Oviedo,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Iván Kaviedes,25,Centre-Forward,Deportivo Quito,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Doriva,31,Right Midfield,Middlesbrough,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Celta de Vigo,Benni McCarthy,25,Centre-Forward,FC Porto,€3.50m,out,Summer,3.5,Primera Division,2003,2003/2004
Celta de Vigo,Manuel Almunia,26,Goalkeeper,Albacete,Loan fee:€300Th.,out,Summer,0.3,Primera Division,2003,2003/2004
Celta de Vigo,Doriva,31,Right Midfield,Middlesbrough,€200Th.,out,Summer,0.2,Primera Division,2003,2003/2004
Celta de Vigo,Pablo Coira,23,Right-Back,Alavés,free transfer,out,Summer,NA,Primera Division,2003,2003/2004
Celta de Vigo,Yago Yao,23,Centre-Back,Sporting Gijón,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Celta de Vigo,Eduardo Coudet,28,Right Midfield,River Plate,?,out,Summer,NA,Primera Division,2003,2003/2004
Celta de Vigo,Mido,20,Centre-Forward,Ajax,"End of loanJun 30, 2003",out,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,Gustavo Munúa,25,Goalkeeper,Nacional,€2.50m,in,Summer,2.5,Primera Division,2003,2003/2004
Deportivo de La Coruña,Pedro Munitis,28,Second Striker,Real Madrid,free transfer,in,Summer,NA,Primera Division,2003,2003/2004
Deportivo de La Coruña,Jacques Songo'o,39,Goalkeeper,FC Metz,?,in,Summer,NA,Primera Division,2003,2003/2004
Deportivo de La Coruña,Fernando,31,Left Midfield,Hannover 96,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,Djalminha,32,Attacking Midfield,Austria Vienna,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,José Manuel,29,Right Midfield,Hannover 96,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,Jesús Muñoz,28,Central Midfield,Real Zaragoza,"End of loanJun 30, 2004",in,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,Walter Pandiani,27,Centre-Forward,RCD Mallorca,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,Jaime,30,Defensive Midfield,Hannover 96,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,Changui,26,Centre-Forward,Poli Ejido,"End of loanJun 30, 2003",in,Summer,0,Primera Division,2003,2003/2004
Deportivo de La Coruña,Roy Makaay,28,Centre-Forward,FC Bayern,€19.75m,out,Summer,19.75,Primera Division,2003,2003/2004
Deportivo de La Coruña,Goran Djorovic,31,Centre-Back,Elche CF,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Deportivo de La Coruña,Dani Mallo,24,Goalkeeper,Elche CF,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Deportivo de La Coruña,Changui,26,Centre-Forward,UD Las Palmas,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
Deportivo de La Coruña,Juanmi,32,Goalkeeper,Real Murcia,?,out,Summer,NA,Primera Division,2003,2003/2004
Deportivo de La Coruña,Fernando,31,Left Midfield,Córdoba CF,loan transfer,out,Summer,NA,Primera Division,2003,2003/2004
