,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Jacques Abardonado,fr FRA,DF,Nice,26,1978,31,31,"2,788",31.0,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,2004-2005
1,Yacine Abdessadki,ma MAR,MF,Strasbourg,23,1981,35,35,"2,999",33.3,6,2,6,0,0,4,0,0.18,0.06,0.24,0.18,0.24,Matches,2004-2005
2,Djamel Abdoun,dz ALG,MF,Ajaccio,18,1986,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
3,Éric Abidal,fr FRA,DF,Lyon,24,1979,29,29,"2,533",28.1,0,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,2004-2005
4,Milenko Ačimovič,si SVN,MF,Lille,27,1977,19,15,"1,115",12.4,4,1,2,2,2,3,0,0.32,0.08,0.40,0.16,0.24,Matches,2004-2005
5,Adaílton,br BRA,DF,Rennes,21,1983,23,22,"1,882",20.9,0,3,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches,2004-2005
6,Emmanuel Adebayor,tg TOG,FW,Monaco,20,1984,34,29,"2,542",28.2,9,4,9,0,0,2,0,0.32,0.14,0.46,0.32,0.46,Matches,2004-2005
7,Kodjo Afanou,fr FRA,DF,Bordeaux,26,1977,10,7,718,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
8,Victor Agali,ng NGA,FW,Nice,25,1978,30,28,"2,220",24.7,6,5,6,0,0,10,1,0.24,0.20,0.45,0.24,0.45,Matches,2004-2005
9,Kossi Agassa,tg TOG,GK,Metz,26,1978,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
10,Hassan Ahamada,fr FRA,"FW,MF",Nantes,23,1981,10,6,550,6.1,1,1,1,0,0,1,0,0.16,0.16,0.33,0.16,0.33,Matches,2004-2005
