,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Jacques Abardonado,fr FRA,DF,Nice,25,1978,34,34,"2,963",32.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
1,Yacine Abdessadki,ma MAR,MF,Strasbourg,22,1981,22,14,"1,424",15.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
2,Djamel Abdoun,dz ALG,MF,Ajaccio,17,1986,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
3,Éric Abidal,fr FRA,DF,Lille,23,1979,35,35,"3,131",34.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
4,Jim Ablancourt,fr FRA,DF,Monaco,20,1983,4,2,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
5,Milenko Ačimovič,si SVN,MF,Lille,26,1977,16,16,"1,313",14.6,6,1,4,2,2,3,0,0.41,0.07,0.48,0.27,0.34,Matches,2003-2004
6,Emmanuel Adebayor,tg TOG,FW,Monaco,19,1984,31,21,"1,879",20.9,8,4,8,0,0,2,0,0.38,0.19,0.57,0.38,0.57,Matches,2003-2004
7,Kodjo Afanou,fr FRA,DF,Bordeaux,25,1977,5,5,384,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
8,Kossi Agassa,tg TOG,GK,Metz,25,1978,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
9,Hassan Ahamada,fr FRA,"FW,MF",Nantes,22,1981,10,7,582,6.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
10,Kanga Akalé,ci CIV,"FW,MF",Auxerre,22,1981,24,15,"1,432",15.9,4,0,4,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,2003-2004
11,Hervé Alicarte,fr FRA,DF,Bordeaux,28,1974,9,7,560,6.2,1,0,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,2003-2004
