,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Fernando Menegazzo,br BRA,MF,Bordeaux,24,1981,31,27,"2,442",27.1,5,0,5,0,0,8,1,0.18,0.00,0.18,0.18,0.18,Matches,2005-2006
1,Jacques Abardonado,fr FRA,DF,Nice,27,1978,32,30,"2,716",30.2,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,2005-2006
2,Hosny Abd Rabo,eg EGY,MF,Strasbourg,20,1984,22,20,"1,802",20.0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
3,Yacine Abdessadki,ma MAR,MF,Strasbourg,24,1981,13,13,"1,116",12.4,0,,0,0,0,3,0,0.00,,,0.00,,Matches,2005-2006
4,Yacine Abdessadki,ma MAR,MF,Toulouse,24,1981,9,7,574,6.4,0,,0,0,0,2,0,0.00,,,0.00,,Matches,2005-2006
5,Djamel Abdoun,dz ALG,MF,Ajaccio,19,1986,7,2,302,3.4,2,0,2,0,0,0,0,0.60,0.00,0.60,0.60,0.60,Matches,2005-2006
6,Éric Abidal,fr FRA,DF,Lyon,25,1979,14,14,"1,207",13.4,0,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,2005-2006
7,Ahmed Abou Moslem,eg EGY,"DF,MF",Strasbourg,24,1981,14,14,"1,053",11.7,0,1,0,0,0,1,1,0.00,0.09,0.09,0.00,0.09,Matches,2005-2006
8,Hicham Aboucherouane,ma MAR,"FW,MF",Lille,24,1981,12,11,849,9.4,2,0,2,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches,2005-2006
9,Milenko Ačimovič,si SVN,MF,Lille,28,1977,12,12,810,9.0,2,1,2,0,0,4,0,0.22,0.11,0.33,0.22,0.33,Matches,2005-2006
10,Adaílton,br BRA,DF,Rennes,22,1983,19,17,"1,528",17.0,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,2005-2006
11,Adaílton,br BRA,DF,Nancy,25,1979,16,14,"1,021",11.3,0,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,2005-2006
12,Frédéric Adam,fr FRA,MF,Troyes,31,1973,9,8,599,6.7,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,2005-2006
13,Emmanuel Adebayor,tg TOG,FW,Monaco,21,1984,13,11,945,10.5,1,0,1,0,0,0,1,0.10,0.00,0.10,0.10,0.10,Matches,2005-2006
14,Kodjo Afanou,fr FRA,DF,Bordeaux,27,1977,18,18,"1,554",17.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
15,Rabiu Afolabi,ng NGA,DF,Sochaux,25,1980,32,31,"2,818",31.3,1,0,1,0,0,3,1,0.03,0.00,0.03,0.03,0.03,Matches,2005-2006
16,Kossi Agassa,tg TOG,GK,Metz,27,1978,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
17,Laurent Agouazi,dz ALG,MF,Metz,21,1984,8,5,472,5.2,1,2,1,0,0,1,0,0.19,0.38,0.57,0.19,0.57,Matches,2005-2006
18,Kanga Akalé,ci CIV,"FW,MF",Auxerre,24,1981,31,22,"1,912",21.2,4,5,4,0,0,0,0,0.19,0.24,0.42,0.19,0.42,Matches,2005-2006
19,Jean-Louis Akpa Akpro,ci CIV,FW,Toulouse,20,1985,14,4,494,5.5,3,0,3,0,0,1,0,0.55,0.00,0.55,0.55,0.55,Matches,2005-2006
20,Jamal Alioui,ma MAR,DF,Metz,23,1982,12,12,884,9.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
21,Samuel Allegro,fr FRA,DF,Metz,27,1978,3,3,226,2.5,0,,0,0,0,1,0,0.00,,,0.00,,Matches,2005-2006
22,Alejandro Alonso,ar ARG,MF,Bordeaux,23,1982,21,8,879,9.8,3,0,3,0,0,3,0,0.31,0.00,0.31,0.31,0.31,Matches,2005-2006
23,Jérôme Alonzo,fr FRA,GK,Paris S-G,32,1972,13,12,"1,080",12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
24,Gharib Amzine,ma MAR,MF,Troyes,32,1973,33,29,"2,564",28.5,2,2,2,0,0,5,0,0.07,0.07,0.14,0.07,0.14,Matches,2005-2006
26,Franklin Anzité,cf CTA,"DF,MF",Ajaccio,19,1985,1,0,5,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,2005-2006
27,Sylvain Armand,fr FRA,DF,Paris S-G,24,1980,35,34,"3,098",34.4,0,1,0,0,0,7,2,0.00,0.03,0.03,0.00,0.03,Matches,2005-2006
28,Salim Arrache,dz ALG,MF,Strasbourg,23,1982,14,7,719,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
29,Dominique Arribagé,fr FRA,DF,Toulouse,34,1971,32,32,"2,759",30.7,2,1,2,0,0,5,1,0.07,0.03,0.10,0.07,0.10,Matches,2005-2006
30,Benoît Assou-Ekotto,cm CMR,DF,Lens,21,1984,34,33,"2,967",33.0,0,2,0,0,0,10,1,0.00,0.06,0.06,0.00,0.06,Matches,2005-2006
31,Jean-Hugues Ateba,cm CMR,"DF,MF",Paris S-G,24,1981,2,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
32,Lucien Aubey,cg CGO,DF,Toulouse,21,1984,33,33,"2,963",32.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
33,Georges Ba,ci CIV,FW,Troyes,26,1979,19,6,684,7.6,2,1,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39,Matches,2005-2006
34,Jean-Michel Badiane,fr FRA,DF,Paris S-G,22,1983,3,2,199,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
35,Mamadou Bagayoko,ml MLI,FW,Nice,26,1979,32,27,"2,304",25.6,5,0,5,0,0,6,0,0.20,0.00,0.20,0.20,0.20,Matches,2005-2006
36,Dagui Bakari,ci CIV,FW,Nancy,30,1974,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
37,Florent Balmont,fr FRA,MF,Nice,25,1980,37,37,"3,311",36.8,0,4,0,0,0,8,1,0.00,0.11,0.11,0.00,0.11,Matches,2005-2006
38,Habib Bamogo,bf BFA,FW,Nantes,23,1982,31,15,"1,748",19.4,4,2,4,0,2,5,0,0.21,0.10,0.31,0.21,0.31,Matches,2005-2006
39,Ibrahima Bangoura,gn GUI,"DF,FW",Troyes,22,1982,14,7,724,8.0,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,2005-2006
40,Ismaël Bangoura,gn GUI,FW,Le Mans,20,1985,23,15,"1,504",16.7,6,1,6,0,0,5,1,0.36,0.06,0.42,0.36,0.42,Matches,2005-2006
41,Cédric Barbosa,fr FRA,MF,Rennes,29,1976,13,2,356,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
42,Anthony Baron,fr FRA,DF,Ajaccio,19,1986,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
43,Rahmane Barry,sn SEN,"FW,MF",Marseille,18,1986,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
44,Fabien Barthez,fr FRA,GK,Marseille,34,1971,24,24,"2,155",23.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
45,Patrick Barul,fr FRA,DF,Lens,27,1977,22,9,864,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
46,Marko Baša,me MNE,DF,Le Mans,22,1982,32,32,"2,840",31.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
47,Christian Bassila,fr FRA,"DF,MF",Strasbourg,27,1977,1,1,46,0.5,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
48,Sébastien Bassong,cm CMR,DF,Metz,19,1986,23,15,"1,568",17.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
49,Christophe Bastien,fr FRA,MF,Ajaccio,29,1976,10,2,242,2.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
50,Bruno Basto,pt POR,DF,Saint-Étienne,27,1978,8,7,577,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
52,Laurent Batlles,fr FRA,MF,Toulouse,29,1975,31,28,"2,306",25.6,3,,3,0,0,5,0,0.12,,,0.12,,Matches,2005-2006
53,Laurent Batlles,fr FRA,MF,Marseille,29,1975,4,1,161,1.8,0,,0,0,0,1,0,0.00,,,0.00,,Matches,2005-2006
54,Xavier Bécas,fr FRA,MF,Ajaccio,26,1979,1,0,1,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,2005-2006
55,Henri Bedimo,cm CMR,DF,Toulouse,21,1984,8,3,330,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
56,Habib Bellaïd,dz ALG,DF,Strasbourg,19,1986,15,13,"1,087",12.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
57,David Bellion,fr FRA,FW,Nice,22,1982,15,13,"1,058",11.8,5,2,4,1,1,4,0,0.43,0.17,0.60,0.34,0.51,Matches,2005-2006
58,Flavien Belson,fr FRA,MF,Metz,18,1987,4,0,120,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
59,Hatem Ben Arfa,fr FRA,"FW,MF",Lyon,18,1987,12,5,455,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
60,Karim Benzema,fr FRA,FW,Lyon,17,1987,13,4,520,5.8,1,2,1,0,0,1,0,0.17,0.35,0.52,0.17,0.52,Matches,2005-2006
61,Pascal Berenguer,fr FRA,MF,Nancy,24,1981,35,30,"2,716",30.2,0,2,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2005-2006
62,Bryan Bergougnoux,fr FRA,"FW,MF",Toulouse,22,1983,33,18,"1,584",17.6,3,1,3,0,0,2,1,0.17,0.06,0.23,0.17,0.23,Matches,2005-2006
63,Franck Béria,fr FRA,DF,Metz,22,1983,32,30,"2,602",28.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
64,Lucas Bernardi,ar ARG,MF,Monaco,27,1977,32,29,"2,605",28.9,0,1,0,0,0,8,1,0.00,0.03,0.03,0.00,0.03,Matches,2005-2006
65,Mathieu Berson,fr FRA,MF,Auxerre,25,1980,27,20,"1,850",20.6,0,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches,2005-2006
66,Jérémy Berthod,fr FRA,DF,Lyon,21,1984,16,14,"1,078",12.0,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,2005-2006
67,Beto,pt POR,DF,Bordeaux,29,1976,4,4,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
68,Habib Beye,sn SEN,DF,Marseille,27,1977,29,25,"2,294",25.5,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches,2005-2006
69,Frédéric Biancalani,fr FRA,DF,Nancy,31,1974,31,27,"2,411",26.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
70,André Biancarelli,fr FRA,GK,Monaco,35,1970,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
71,Yoann Bigné,fr FRA,MF,Nice,27,1977,15,5,521,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
72,Roberto Bisconti,be BEL,MF,Nice,32,1973,8,7,535,5.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
73,Garry Bocaly,fr FRA,DF,Marseille,17,1988,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
74,Mathieu Bodmer,fr FRA,"DF,MF",Lille,22,1982,35,28,"2,602",28.9,4,5,2,2,3,4,0,0.14,0.17,0.31,0.07,0.24,Matches,2005-2006
75,Arthur Boka,ci CIV,DF,Strasbourg,22,1983,27,20,"1,934",21.5,0,5,0,0,0,7,1,0.00,0.23,0.23,0.00,0.23,Matches,2005-2006
76,René Bolf,cz CZE,DF,Auxerre,31,1974,10,7,770,8.6,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,2005-2006
78,Gaëtan Bong,cm CMR,DF,Metz,17,1988,3,3,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
79,Laurent Bonnart,fr FRA,DF,Le Mans,25,1979,35,35,"3,104",34.5,0,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,2005-2006
80,Alexandre Bonnet,fr FRA,MF,Toulouse,18,1986,15,7,606,6.7,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,2005-2006
81,Jérôme Bonnissel,fr FRA,"DF,FW",Marseille,32,1973,5,5,401,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
82,Stéphane Borbiconi,fr FRA,DF,Metz,26,1979,38,38,"3,420",38.0,2,1,2,0,0,1,0,0.05,0.03,0.08,0.05,0.08,Matches,2005-2006
83,Branko Bošković,me MNE,MF,Troyes,25,1980,19,11,"1,127",12.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
84,Florian Boucansaud,fr FRA,DF,Troyes,24,1981,30,30,"2,601",28.9,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches,2005-2006
85,Fabien Boudarène,fr FRA,MF,Sochaux,26,1978,19,17,"1,492",16.6,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches,2005-2006
86,Grégory Bourillon,fr FRA,"DF,MF",Rennes,21,1984,32,30,"2,634",29.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
87,Gennaro Bracigliano,fr FRA,GK,Nancy,25,1980,34,34,"3,060",34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
88,Jimmy Briand,fr FRA,"FW,MF",Rennes,19,1985,29,11,"1,120",12.4,3,0,3,0,0,5,0,0.24,0.00,0.24,0.24,0.24,Matches,2005-2006
89,Jonathan Brison,fr FRA,"DF,MF",Nancy,22,1983,30,19,"1,865",20.7,3,3,3,0,0,2,1,0.14,0.14,0.29,0.14,0.29,Matches,2005-2006
90,Philippe Brunel,fr FRA,MF,Sochaux,32,1973,19,10,"1,004",11.2,0,2,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,2005-2006
91,Carlos Bueno,uy URU,FW,Paris S-G,25,1980,12,3,318,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
92,Arnaud Bühler,ch SUI,DF,Sochaux,20,1985,12,10,895,9.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
93,Bocundji Ca,gw GNB,MF,Nantes,18,1986,19,13,"1,210",13.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2005-2006
94,Yohan Cabaye,fr FRA,MF,Lille,19,1986,27,20,"1,691",18.8,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,2005-2006
95,Caçapa,br BRA,"DF,MF",Lyon,29,1976,26,26,"2,311",25.7,2,0,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,2005-2006
96,Jean Calvé,fr FRA,DF,Sochaux,21,1984,17,17,"1,519",16.9,0,3,0,0,0,0,1,0.00,0.18,0.18,0.00,0.18,Matches,2005-2006
97,Souleymane Camara,sn SEN,FW,Nice,22,1982,16,2,443,4.9,1,,1,0,0,1,0,0.20,,,0.20,,Matches,2005-2006
98,Souleymane Camara,sn SEN,FW,Monaco,22,1982,2,0,58,0.6,0,,0,0,0,0,0,0.00,,,0.00,,Matches,2005-2006
