,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Jacques Abardonado,fr FRA,DF,Nice,24,1978,38,38,"3,420",38.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,2002-2003
1,Mazhar Abdel Rahman,eg EGY,FW,Monaco,25,1976,4,1,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
2,Éric Abidal,fr FRA,DF,Lille,22,1979,27,27,"2,343",26.0,0,1,0,0,0,2,1,0.00,0.04,0.04,0.00,0.04,Matches,2002-2003
3,Frédéric Adam,fr FRA,MF,Troyes,28,1973,21,19,"1,672",18.6,2,0,2,0,0,5,0,0.11,0.00,0.11,0.11,0.11,Matches,2002-2003
4,Kodjo Afanou,fr FRA,DF,Bordeaux,24,1977,29,29,"2,605",28.9,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,2002-2003
5,Kuami Agboh,tg TOG,MF,Auxerre,24,1977,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
6,Hassan Ahamada,fr FRA,"FW,MF",Bastia,21,1981,14,12,940,10.4,2,1,2,0,0,3,1,0.19,0.10,0.29,0.19,0.29,Matches,2002-2003
7,Kanga Akalé,ci CIV,"FW,MF",Auxerre,21,1981,7,2,247,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
8,Nassim Akrour,dz ALG,FW,Troyes,28,1974,13,6,626,7.0,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,Matches,2002-2003
9,Hervé Alicarte,fr FRA,DF,Ajaccio,27,1974,22,22,"1,951",21.7,2,0,2,0,0,5,1,0.09,0.00,0.09,0.09,0.09,Matches,2002-2003
10,Nicolas Alnoudji,cm CMR,MF,Bastia,22,1979,12,6,539,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
11,Aloísio,br BRA,FW,Paris S-G,27,1975,24,19,"1,497",16.6,8,1,7,1,1,7,1,0.48,0.06,0.54,0.42,0.48,Matches,2002-2003
12,Jérôme Alonzo,fr FRA,GK,Paris S-G,29,1972,12,12,"1,080",12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
13,Gharib Amzine,ma MAR,MF,Troyes,29,1973,33,22,"2,080",23.1,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,2002-2003
14,Dmitri Ananko,ru RUS,DF,Ajaccio,28,1973,18,18,"1,366",15.2,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,2002-2003
15,Sonny Anderson,br BRA,FW,Lyon,31,1970,24,20,"1,658",18.4,12,4,12,0,0,1,0,0.65,0.22,0.87,0.65,0.87,Matches,2002-2003
16,Pierre-Yves André,fr FRA,FW,Nantes,28,1974,5,2,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
17,Sylvain Armand,fr FRA,DF,Nantes,21,1980,30,30,"2,685",29.8,1,2,1,0,0,4,1,0.03,0.07,0.10,0.03,0.10,Matches,2002-2003
18,Dominique Arribagé,fr FRA,DF,Rennes,31,1971,37,37,"3,322",36.9,5,1,5,0,0,4,0,0.14,0.03,0.16,0.14,0.16,Matches,2002-2003
19,Éric Assati,re REU,DF,Auxerre,27,1974,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
20,Mansour Assoumani,ml MLI,DF,Montpellier,19,1983,15,11,"1,159",12.9,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,2002-2003
21,Ludovic Asuar,fr FRA,MF,Sedan,25,1976,30,26,"2,369",26.3,6,3,6,0,0,3,0,0.23,0.11,0.34,0.23,0.34,Matches,2002-2003
22,Jean-Hugues Ateba,cm CMR,"DF,MF",Nantes,21,1981,12,11,947,10.5,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
23,Dominique Aulanier,fr FRA,MF,Nice,28,1973,7,2,246,2.7,0,1,0,0,0,1,1,0.00,0.37,0.37,0.00,0.37,Matches,2002-2003
24,Olivier Auriac,fr FRA,MF,Bordeaux,18,1983,4,0,11,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,2002-2003
26,Serge Ayeli,ci CIV,FW,Nice,20,1981,15,7,650,7.2,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,2002-2003
27,Marius Baciu,ro ROU,DF,Lille,27,1975,18,18,"1,573",17.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
28,Mamadou Bagayoko,ml MLI,FW,Strasbourg,23,1979,17,4,536,6.0,2,0,2,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,2002-2003
29,Sophiane Baghdad,dz ALG,MF,Sedan,21,1980,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
30,Lionel Bah,ci CIV,MF,Guingamp,22,1980,11,10,896,10.0,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,2002-2003
31,Jacek Bąk,pl POL,DF,Lens,29,1973,26,26,"2,271",25.2,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
32,Dagui Bakari,ci CIV,FW,Lens,27,1974,21,7,730,8.1,2,0,2,0,0,2,0,0.25,0.00,0.25,0.25,0.25,Matches,2002-2003
33,Oumar Bakari,fr FRA,"DF,MF",Nice,22,1980,3,1,99,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
34,Ibrahima Bakayoko,ci CIV,FW,Marseille,25,1976,37,24,"2,275",25.3,8,3,8,0,1,1,1,0.32,0.12,0.44,0.32,0.44,Matches,2002-2003
35,Florent Balmont,fr FRA,MF,Lyon,22,1980,9,3,252,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
36,Habib Bamogo,bf BFA,FW,Montpellier,20,1982,33,31,"2,647",29.4,4,0,4,0,0,5,2,0.14,0.00,0.14,0.14,0.14,Matches,2002-2003
37,Ibrahima Bangoura,gn GUI,"DF,FW",Troyes,19,1982,6,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
38,Cédric Barbosa,fr FRA,MF,Montpellier,26,1976,33,29,"2,737",30.4,4,5,4,0,0,9,0,0.13,0.16,0.30,0.13,0.30,Matches,2002-2003
39,Cédric Bardon,fr FRA,"FW,MF",Guingamp,25,1976,33,21,"1,700",18.9,4,4,2,2,2,3,0,0.21,0.21,0.42,0.11,0.32,Matches,2002-2003
40,Yannick Baret,fr FRA,MF,Guingamp,29,1972,6,3,286,3.2,0,1,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,Matches,2002-2003
41,Patrick Barul,fr FRA,DF,Nice,24,1977,13,6,611,6.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
42,Christian Bassila,fr FRA,"DF,MF",Strasbourg,24,1977,31,29,"2,485",27.6,3,1,3,0,0,12,1,0.11,0.04,0.14,0.11,0.14,Matches,2002-2003
43,Bruno Basto,pt POR,DF,Bordeaux,24,1978,31,27,"2,496",27.7,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
44,Gérald Baticle,fr FRA,FW,Troyes,32,1969,30,16,"1,533",17.0,1,1,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches,2002-2003
45,Laurent Batlles,fr FRA,MF,Bastia,26,1975,19,19,"1,642",18.2,4,4,4,0,0,3,0,0.22,0.22,0.44,0.22,0.44,Matches,2002-2003
46,Laurent Batlles,fr FRA,MF,Rennes,26,1975,14,12,"1,054",11.7,0,2,0,0,0,6,1,0.00,0.17,0.17,0.00,0.17,Matches,2002-2003
47,Xavier Bécas,fr FRA,MF,Ajaccio,23,1979,17,3,543,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
48,Mathieu Béda,fr FRA,"DF,MF",Bordeaux,21,1981,4,3,274,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2002-2003
49,Djamel Belmadi,dz ALG,MF,Marseille,26,1976,14,5,570,6.3,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches,2002-2003
