,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Samassi Abou,fr FRA,FW,AS Cannes,24,1973,10,10,826,9.2,1,,1,0,,0,0,0.11,,,0.11,,Matches,1997-1998
1,Frédéric Adam,fr FRA,MF,Châteauroux,23,1973,21,13,"1,293",14.4,1,,1,0,,2,0,0.07,,,0.07,,Matches,1997-1998
2,Kodjo Afanou,fr FRA,DF,Bordeaux,19,1977,27,23,"2,137",23.7,1,,1,0,,4,1,0.04,,,0.04,,Matches,1997-1998
3,Uche Agbo,ng NGA,MF,Montpellier,22,1975,4,0,32,0.4,1,,1,0,,0,0,2.81,,,2.81,,Matches,1997-1998
4,Kuami Agboh,tg TOG,MF,Auxerre,19,1977,8,6,548,6.1,0,,0,0,,2,0,0.00,,,0.00,,Matches,1997-1998
5,Jimmy Algerino,fr FRA,DF,Paris S-G,25,1971,30,24,"2,168",24.1,1,,1,0,,3,1,0.04,,,0.04,,Matches,1997-1998
6,Hervé Alicarte,fr FRA,DF,Montpellier,22,1974,25,25,"2,242",24.9,3,,0,3,,6,0,0.12,,,0.00,,Matches,1997-1998
7,Bernard Allou,fr FRA,"FW,MF",Paris S-G,22,1975,3,0,22,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
8,Loïc Andraud,fr FRA,FW,Toulouse,20,1977,3,1,150,1.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
9,Pierre-Yves André,fr FRA,FW,Bastia,23,1974,29,21,"1,754",19.5,1,,1,0,,3,0,0.05,,,0.05,,Matches,1997-1998
10,David Andréani,fr FRA,FW,Nantes,21,1976,5,1,102,1.1,1,,1,0,,1,0,0.88,,,0.88,,Matches,1997-1998
11,Ghislain Anselmini,fr FRA,DF,Lyon,27,1970,25,19,"1,763",19.6,0,,0,0,,5,0,0.00,,,0.00,,Matches,1997-1998
12,Hervé Anziani,fr FRA,MF,Bastia,21,1976,6,3,215,2.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
13,Leonardo Araújo,br BRA,"DF,MF",Paris S-G,27,1969,2,0,35,0.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
14,Frédéric Arpinon,fr FRA,MF,Strasbourg,28,1969,27,20,"1,656",18.4,3,,3,0,,1,0,0.16,,,0.16,,Matches,1997-1998
15,Dominique Arribagé,fr FRA,DF,Toulouse,26,1971,31,31,"2,756",30.6,1,,1,0,,2,1,0.03,,,0.03,,Matches,1997-1998
16,Hervé Arsène,mg MAD,"DF,MF",Lens,33,1963,19,10,987,11.0,0,,0,0,,2,0,0.00,,,0.00,,Matches,1997-1998
17,Éric Assati,re REU,DF,Auxerre,22,1974,11,6,495,5.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
18,Komlan Assignon,tg TOG,MF,AS Cannes,23,1974,5,3,369,4.1,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
19,Ludovic Asuar,fr FRA,MF,Marseille,20,1976,15,8,664,7.4,1,,1,0,,0,0,0.14,,,0.14,,Matches,1997-1998
20,Philippe Avenet,fr FRA,MF,Châteauroux,30,1967,4,4,248,2.8,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
21,Christophe Avril,fr FRA,DF,Strasbourg,29,1968,1,0,8,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
22,Pascal Baills,fr FRA,DF,Montpellier,32,1964,29,27,"2,442",27.1,1,,1,0,,7,1,0.04,,,0.04,,Matches,1997-1998
23,Jacek Bąk,pl POL,DF,Lyon,24,1973,19,17,"1,567",17.4,0,,0,0,,4,0,0.00,,,0.00,,Matches,1997-1998
24,Ibrahima Bakayoko,ci CIV,FW,Montpellier,20,1976,28,28,"2,306",25.6,7,,7,0,,4,0,0.27,,,0.27,,Matches,1997-1998
26,Anthony Bancarel,fr FRA,FW,Guingamp,26,1971,13,8,755,8.4,3,,3,0,,3,0,0.36,,,0.36,,Matches,1997-1998
27,Cédric Barbosa,fr FRA,MF,Montpellier,21,1976,2,0,39,0.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
28,Cédric Bardon,fr FRA,"FW,MF",Lyon,20,1976,24,16,"1,408",15.6,3,,2,1,,0,0,0.19,,,0.13,,Matches,1997-1998
29,Yannick Baret,fr FRA,MF,Guingamp,24,1972,33,32,"2,795",31.1,1,,1,0,,5,0,0.03,,,0.03,,Matches,1997-1998
30,Fabien Barthez,fr FRA,GK,Monaco,26,1971,30,30,"2,700",30.0,0,,0,0,,3,0,0.00,,,0.00,,Matches,1997-1998
31,Patrick Barul,fr FRA,DF,AS Cannes,19,1977,27,23,"2,114",23.5,0,,0,0,,3,1,0.00,,,0.00,,Matches,1997-1998
32,Christian Bassila,fr FRA,"DF,MF",Lyon,19,1977,21,11,"1,058",11.8,1,,1,0,,3,0,0.09,,,0.09,,Matches,1997-1998
