,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Fernando Menegazzo,br BRA,MF,Bordeaux,27,1981,31,23,"2,212",24.6,6,1,6,0,0,6,0,0.24,0.04,0.28,0.24,0.28,Matches,2008-2009
1,Jacques Abardonado,fr FRA,DF,Valenciennes,30,1978,18,14,"1,252",13.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2008-2009
2,Djamel Abdoun,dz ALG,MF,Nantes,22,1986,22,12,"1,139",12.7,1,0,0,1,1,0,0,0.08,0.00,0.08,0.00,0.00,Matches,2008-2009
3,Fabrice Abriel,fr FRA,MF,Lorient,29,1979,35,35,"3,060",34.0,7,4,6,1,2,2,0,0.21,0.12,0.32,0.18,0.29,Matches,2008-2009
4,Adeílson,br BRA,FW,Nice,22,1985,10,2,295,3.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2008-2009
5,Khaled Adénon,bj BEN,"DF,MF",Le Mans,23,1985,5,3,295,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2008-2009
6,Geoffrey Adjet,fr FRA,DF,Nancy,20,1988,6,0,98,1.1,1,0,1,0,0,0,0,0.92,0.00,0.92,0.92,0.92,Matches,2008-2009
7,Youssef Adnane,fr FRA,FW,Caen,23,1985,14,8,511,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2008-2009
8,Adriano,br BRA,DF,Monaco,26,1982,15,15,"1,256",14.0,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,2008-2009
9,Freddy Adu,us USA,"FW,MF",Monaco,19,1989,9,0,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2008-2009
10,Rabiu Afolabi,ng NGA,DF,Sochaux,28,1980,30,29,"2,491",27.7,2,0,2,0,0,6,1,0.07,0.00,0.07,0.07,0.07,Matches,2008-2009
11,Nassim Akrour,dz ALG,FW,Grenoble,34,1974,37,24,"2,272",25.2,6,2,6,0,0,0,0,0.24,0.08,0.32,0.24,0.32,Matches,2008-2009
12,Amadou Alassane,fr FRA,FW,Le Havre,25,1983,32,27,"2,555",28.4,10,1,10,0,0,1,0,0.35,0.04,0.39,0.35,0.39,Matches,2008-2009
13,Hassane Alla,ma MAR,MF,Le Havre,27,1980,32,25,"2,169",24.1,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,2008-2009
14,Alejandro Alonso,ar ARG,MF,Monaco,26,1982,17,17,"1,323",14.7,3,3,3,0,0,6,1,0.20,0.20,0.41,0.20,0.41,Matches,2008-2009
15,Jérôme Alonzo,fr FRA,GK,Nantes,35,1972,27,27,"2,372",26.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2008-2009
16,Morgan Amalfitano,fr FRA,MF,Lorient,23,1985,35,27,"2,474",27.5,3,1,3,0,0,4,0,0.11,0.04,0.15,0.11,0.15,Matches,2008-2009
17,Paulo André,br BRA,DF,Le Mans,24,1983,31,24,"2,215",24.6,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,2008-2009
18,Yoann Andreu,fr FRA,DF,Saint-Étienne,19,1989,11,9,835,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2008-2009
19,Kévin Anin,fr FRA,MF,Le Havre,22,1986,25,19,"1,667",18.5,2,1,2,0,0,0,0,0.11,0.05,0.16,0.11,0.16,Matches,2008-2009
