,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Gary Ablett,eng ENG,DF,Everton,27,1965,32,32,"2,880",32.0,1,3,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,Matches,1993-1994
1,Micky Adams,eng ENG,DF,Southampton,31,1961,19,17,"1,518",16.9,0,4,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,1993-1994
2,Neil Adams,eng ENG,MF,Norwich City,27,1965,27,18,"1,738",19.3,0,4,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,1993-1994
3,Tony Adams,eng ENG,DF,Arsenal,26,1966,35,35,"3,108",34.5,0,2,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,1993-1994
4,Jan Åge Fjørtoft,no NOR,FW,Swindon Town,26,1967,36,26,"2,300",25.6,12,1,10,2,2,2,0,0.47,0.04,0.51,0.39,0.43,Matches,1993-1994
5,Ade Akinbiyi,ng NGA,FW,Norwich City,18,1974,2,0,58,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1993-1994
6,Bradley Allen,eng ENG,FW,QPR,21,1971,21,14,"1,389",15.4,7,1,7,0,0,0,0,0.45,0.06,0.52,0.45,0.52,Matches,1993-1994
7,Clive Allen,eng ENG,FW,West Ham,32,1961,7,7,685,7.6,2,1,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39,Matches,1993-1994
8,Malcolm Allen,wls WAL,FW,Newcastle Utd,26,1967,9,9,758,8.4,5,2,3,2,2,0,0,0.59,0.24,0.83,0.36,0.59,Matches,1993-1994
9,Martin Allen,eng ENG,MF,West Ham,27,1965,26,20,"1,718",19.1,6,2,6,0,0,4,0,0.31,0.10,0.42,0.31,0.42,Matches,1993-1994
10,Paul Allen,eng ENG,MF,Southampton,30,1962,32,29,"2,709",30.1,1,3,1,0,0,5,0,0.03,0.10,0.13,0.03,0.13,Matches,1993-1994
11,Ijah Anderson,eng ENG,DF,Tottenham,17,1975,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1993-1994
12,Patrik Andersson,se SWE,DF,Blackburn,21,1971,1,1,61,0.7,0,,0,0,,1,0,0.00,,,0.00,,Matches,1993-1994
13,Darren Anderton,eng ENG,MF,Tottenham,21,1972,37,35,"3,071",34.1,6,6,6,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matches,1993-1994
14,Ian Andrews,eng ENG,GK,Southampton,28,1964,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1993-1994
15,Brett Angell,eng ENG,FW,Everton,24,1968,16,13,"1,153",12.8,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matches,1993-1994
16,Matty Appleby,eng ENG,MF,Newcastle Utd,21,1972,1,1,90,1.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1993-1994
17,Neal Ardley,eng ENG,MF,Wimbledon,20,1972,16,14,"1,329",14.8,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches,1993-1994
18,Peter Atherton,eng ENG,"DF,MF",Coventry City,23,1970,40,39,"3,519",39.1,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,1993-1994
19,Mark Atkins,eng ENG,"DF,MF",Blackburn,24,1968,15,8,928,10.3,1,1,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,Matches,1993-1994
20,Dalian Atkinson,eng ENG,FW,Aston Villa,25,1968,29,29,"2,541",28.2,8,5,8,0,0,1,0,0.28,0.18,0.46,0.28,0.46,Matches,1993-1994
21,Dean Austin,eng ENG,DF,Tottenham,23,1970,23,20,"1,761",19.6,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,1993-1994
22,Phil Babb,ie IRL,DF,Coventry City,22,1970,40,40,"3,555",39.5,3,2,3,0,0,2,0,0.08,0.05,0.13,0.08,0.13,Matches,1993-1994
23,Clive Baker,,GK,Ipswich Town,34,1959,15,15,"1,350",15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1993-1994
24,Nicky Banger,eng ENG,FW,Southampton,22,1971,14,4,614,6.8,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,1993-1994
