,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Clarence Acuña,cl CHI,MF,Newcastle Utd,26,1975,16,10,978,10.9,3,0,3,0,0,3,0,0.28,0.00,0.28,0.28,0.28,Matches,2001-2002
1,Tony Adams,eng ENG,DF,Arsenal,34,1966,10,10,887,9.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
2,Ade Akinbiyi,ng NGA,FW,Leicester City,26,1974,21,16,"1,528",17.0,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,Matches,2001-2002
3,Niclas Alexandersson,se SWE,MF,Everton,29,1971,31,28,"2,365",26.3,2,4,2,0,0,1,0,0.08,0.15,0.23,0.08,0.23,Matches,2001-2002
4,Jérémie Aliadière,fr FRA,"FW,MF",Arsenal,18,1983,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
5,Darren Ambrose,eng ENG,"FW,MF",Ipswich Town,17,1984,1,0,6,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
6,Shola Ameobi,ng NGA,FW,Newcastle Utd,19,1981,15,4,351,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
7,Darren Anderton,eng ENG,MF,Tottenham,29,1972,35,33,"2,926",32.5,3,5,3,0,0,1,0,0.09,0.15,0.25,0.09,0.25,Matches,2001-2002
8,Nicolas Anelka,fr FRA,FW,Liverpool,22,1979,20,13,"1,263",14.0,4,2,4,0,0,0,0,0.29,0.14,0.43,0.29,0.43,Matches,2001-2002
9,Julio Arca,ar ARG,"DF,MF",Sunderland,20,1981,22,20,"1,758",19.5,1,4,1,0,0,3,0,0.05,0.20,0.26,0.05,0.26,Matches,2001-2002
10,Alun Armstrong,eng ENG,FW,Ipswich Town,26,1975,32,21,"1,714",19.0,4,0,4,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,2001-2002
11,John Arne Riise,no NOR,"DF,MF",Liverpool,20,1980,38,34,"3,128",34.8,7,3,7,0,0,1,0,0.20,0.09,0.29,0.20,0.29,Matches,2001-2002
12,Pegguy Arphexad,fr FRA,GK,Liverpool,28,1973,2,1,125,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
13,Jon Ashton,eng ENG,DF,Leicester City,18,1982,7,3,344,3.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
14,Celestine Babayaro,ng NGA,"DF,MF",Chelsea,22,1978,18,18,"1,539",17.1,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,2001-2002
15,Markus Babbel,de GER,DF,Liverpool,28,1972,2,0,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
16,Eirik Bakke,no NOR,MF,Leeds United,23,1977,27,20,"1,951",21.7,2,1,2,0,0,6,0,0.09,0.05,0.14,0.09,0.14,Matches,2001-2002
17,Boško Balaban,hr CRO,FW,Aston Villa,22,1978,5,0,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
18,Steve Banks,eng ENG,GK,Bolton,29,1972,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
19,Nick Barmby,eng ENG,"FW,MF",Liverpool,27,1974,6,2,213,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
20,Anthony Barness,eng ENG,DF,Bolton,28,1973,25,19,"1,788",19.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
21,Gareth Barry,eng ENG,MF,Aston Villa,20,1981,20,16,"1,430",15.9,0,3,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,2001-2002
22,Chris Bart-Williams,eng ENG,"DF,MF",Charlton Ath,27,1974,16,10,914,10.2,1,2,1,0,0,2,0,0.10,0.20,0.30,0.10,0.30,Matches,2001-2002
23,Fabien Barthez,fr FRA,GK,Manchester Utd,30,1971,32,32,"2,892",32.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
24,Shaun Bartlett,za RSA,FW,Charlton Ath,28,1972,14,10,765,8.5,2,0,2,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches,2001-2002
26,Warren Barton,eng ENG,DF,Derby County,32,1969,14,14,"1,200",13.3,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2001-2002
27,Christian Bassedas,ar ARG,"DF,MF",Newcastle Utd,28,1973,2,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
28,David Batty,eng ENG,MF,Leeds United,32,1968,36,30,"2,731",30.3,0,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches,2001-2002
29,James Beattie,eng ENG,FW,Southampton,23,1978,28,24,"2,133",23.7,12,4,10,2,2,3,0,0.51,0.17,0.68,0.42,0.59,Matches,2001-2002
30,David Beckham,eng ENG,MF,Manchester Utd,26,1975,28,23,"2,218",24.6,11,8,10,1,1,6,0,0.45,0.32,0.77,0.41,0.73,Matches,2001-2002
31,David Beharall,eng ENG,DF,Newcastle Utd,22,1979,1,0,45,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
32,Craig Bellamy,wls WAL,FW,Newcastle Utd,22,1979,27,26,"2,314",25.7,10,4,10,0,0,7,1,0.39,0.16,0.54,0.39,0.54,Matches,2001-2002
33,David Bellion,fr FRA,FW,Sunderland,18,1982,7,0,161,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
34,Francis Benali,eng ENG,DF,Southampton,32,1968,3,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
35,Trevor Benjamin,jm JAM,FW,Leicester City,22,1979,11,4,474,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
36,Darren Bent,eng ENG,FW,Ipswich Town,17,1984,5,2,247,2.7,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches,2001-2002
37,Marcus Bent,eng ENG,FW,Ipswich Town,23,1978,34,23,"2,302",25.6,9,2,9,0,1,4,0,0.35,0.08,0.43,0.35,0.43,Matches,2001-2002
38,Marlon Beresford,eng ENG,GK,Middlesbrough,31,1969,1,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
39,Henning Berg,no NOR,DF,Blackburn,31,1969,34,34,"2,986",33.2,1,2,1,0,0,2,0,0.03,0.06,0.09,0.03,0.09,Matches,2001-2002
40,Patrik Berger,cz CZE,MF,Liverpool,27,1973,21,12,"1,152",12.8,1,2,1,0,0,1,0,0.08,0.16,0.23,0.08,0.23,Matches,2001-2002
41,Dennis Bergkamp,nl NED,FW,Arsenal,32,1969,33,22,"1,948",21.6,9,12,9,0,0,2,0,0.42,0.55,0.97,0.42,0.97,Matches,2001-2002
42,Guðni Bergsson,is ISL,DF,Bolton,36,1965,30,30,"2,649",29.4,1,3,1,0,0,1,0,0.03,0.10,0.14,0.03,0.14,Matches,2001-2002
43,Olivier Bernard,fr FRA,DF,Newcastle Utd,21,1979,16,4,581,6.5,3,0,3,0,0,1,0,0.46,0.00,0.46,0.46,0.46,Matches,2001-2002
44,Kevin Betsy,sc SEY,"FW,MF",Fulham,23,1978,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
45,Igor Bišćan,hr CRO,"DF,MF",Liverpool,23,1978,5,4,292,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
46,Joachim Björklund,se SWE,DF,Sunderland,30,1971,12,11,986,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
47,Nathan Blake,wls WAL,FW,Blackburn,29,1972,3,0,115,1.3,1,0,1,0,0,0,0,0.78,0.00,0.78,0.78,0.78,Matches,2001-2002
48,Laurent Blanc,fr FRA,"DF,MF",Manchester Utd,35,1965,29,29,"2,549",28.3,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,2001-2002
49,Imants Bleidelis,lv LVA,MF,Southampton,25,1975,1,0,1,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
50,Jesper Blomqvist,se SWE,"DF,MF",Everton,27,1974,15,10,883,9.8,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,2001-2002
52,Luís Boa Morte,pt POR,"FW,MF",Fulham,23,1977,23,15,"1,345",14.9,1,1,1,0,1,7,1,0.07,0.07,0.13,0.07,0.13,Matches,2001-2002
53,George Boateng,nl NED,MF,Aston Villa,25,1975,37,37,"3,290",36.6,1,1,1,0,0,5,0,0.03,0.03,0.05,0.03,0.05,Matches,2001-2002
54,Fredi Bobic,de GER,FW,Bolton,29,1971,16,14,"1,077",12.0,4,2,4,0,0,2,0,0.33,0.17,0.50,0.33,0.50,Matches,2001-2002
55,Paul Boertien,eng ENG,DF,Derby County,22,1979,32,23,"2,196",24.4,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,2001-2002
56,Alen Bokšić,hr CRO,FW,Middlesbrough,31,1970,22,20,"1,785",19.8,8,1,6,2,2,2,0,0.40,0.05,0.45,0.30,0.35,Matches,2001-2002
57,Adam Bolder,eng ENG,MF,Derby County,20,1980,11,2,415,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
58,Mark Bosnich,au AUS,GK,Chelsea,29,1972,5,5,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
59,Lee Bowyer,eng ENG,MF,Leeds United,24,1977,25,24,"2,170",24.1,5,5,5,0,0,6,1,0.21,0.21,0.41,0.21,0.41,Matches,2001-2002
60,Titus Bramble,eng ENG,DF,Ipswich Town,20,1981,18,16,"1,348",15.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
61,Keith Branagan,ie IRL,GK,Ipswich Town,35,1966,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
62,Rufus Brevett,eng ENG,DF,Fulham,31,1969,35,34,"3,039",33.8,0,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,2001-2002
63,Wayne Bridge,eng ENG,DF,Southampton,20,1980,38,38,"3,420",38.0,0,2,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches,2001-2002
64,Giovanni van Bronckhorst,nl NED,"DF,MF",Arsenal,26,1975,21,13,"1,289",14.3,1,1,1,0,0,5,1,0.07,0.07,0.14,0.07,0.14,Matches,2001-2002
65,Steve Brown,eng ENG,DF,Charlton Ath,29,1972,14,11,929,10.3,2,2,2,0,0,3,1,0.19,0.19,0.39,0.19,0.39,Matches,2001-2002
66,Wes Brown,eng ENG,DF,Manchester Utd,21,1979,17,15,"1,374",15.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
67,Goran Bunjevčević,rs SRB,DF,Tottenham,28,1973,6,5,417,4.6,0,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,2001-2002
68,Craig Burley,sct SCO,MF,Derby County,29,1971,11,11,990,11.0,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,2001-2002
69,Deon Burton,jm JAM,FW,Derby County,24,1976,17,8,839,9.3,1,3,1,0,1,1,0,0.11,0.32,0.43,0.11,0.43,Matches,2001-2002
70,Thomas Butler,ie IRL,MF,Sunderland,20,1981,7,2,390,4.3,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches,2001-2002
71,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,26,1975,25,20,"1,711",19.0,1,1,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11,Matches,2001-2002
72,Shaun Byrne,ie IRL,"DF,MF",West Ham,20,1981,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
73,Danny Cadamarteri,eng ENG,FW,Everton,21,1979,3,2,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
74,Titi Camara,gn GUI,FW,West Ham,28,1972,1,0,7,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
75,Andy Campbell,eng ENG,FW,Middlesbrough,22,1979,4,0,114,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
76,Kevin Campbell,eng ENG,FW,Everton,31,1970,23,21,"1,882",20.9,4,1,4,0,0,2,0,0.19,0.05,0.24,0.19,0.24,Matches,2001-2002
78,Sol Campbell,eng ENG,"DF,FW",Arsenal,26,1974,31,30,"2,624",29.2,2,1,2,0,0,2,0,0.07,0.03,0.10,0.07,0.10,Matches,2001-2002
79,Horacio Carbonari,ar ARG,DF,Derby County,27,1974,3,3,244,2.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
80,Benito Carbone,it ITA,FW,Middlesbrough,29,1971,26,26,"2,239",24.9,2,8,2,0,0,2,1,0.08,0.32,0.40,0.08,0.40,Matches,2001-2002
81,Jamie Carragher,eng ENG,"DF,MF",Liverpool,23,1978,33,33,"2,970",33.0,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches,2001-2002
82,Michael Carrick,eng ENG,MF,West Ham,20,1981,30,30,"2,654",29.5,2,2,2,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,2001-2002
83,Roy Carroll,nir NIR,GK,Manchester Utd,23,1977,7,6,548,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
84,Lee Carsley,ie IRL,MF,Everton,27,1974,8,8,635,7.1,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches,2001-2002
85,Luke Chadwick,eng ENG,MF,Manchester Utd,20,1980,8,5,404,4.5,0,2,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,Matches,2001-2002
86,Nick Chadwick,eng ENG,FW,Everton,18,1982,9,2,227,2.5,3,0,3,0,0,0,0,1.19,0.00,1.19,1.19,1.19,Matches,2001-2002
87,Simon Charlton,eng ENG,DF,Bolton,29,1971,36,35,"3,054",33.9,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,2001-2002
88,Malcolm Christie,eng ENG,FW,Derby County,22,1979,35,27,"2,397",26.6,9,1,9,0,0,2,0,0.34,0.04,0.38,0.34,0.38,Matches,2001-2002
89,Jamie Clapham,eng ENG,DF,Ipswich Town,25,1975,32,22,"2,226",24.7,2,2,2,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matches,2001-2002
90,Lee Clark,eng ENG,MF,Fulham,28,1972,9,5,403,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
91,Peter Clarke,eng ENG,DF,Everton,19,1982,7,5,439,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
92,Alec Cleland,sct SCO,DF,Everton,30,1970,3,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
93,Stephen Clemence,eng ENG,MF,Tottenham,23,1978,6,4,282,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
94,Andy Cole,eng ENG,FW,Blackburn,29,1971,26,22,"2,042",22.7,13,5,13,0,0,2,1,0.57,0.22,0.79,0.57,0.79,Matches,2001-2002
95,Ashley Cole,eng ENG,DF,Arsenal,20,1980,29,29,"2,485",27.6,2,3,2,0,0,6,0,0.07,0.11,0.18,0.07,0.18,Matches,2001-2002
96,Carlton Cole,eng ENG,FW,Chelsea,17,1983,3,2,178,2.0,1,0,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches,2001-2002
97,Joe Cole,eng ENG,MF,West Ham,19,1981,30,29,"2,608",29.0,0,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,2001-2002
98,John Collins,sct SCO,MF,Fulham,33,1968,34,29,"2,608",29.0,0,2,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,2001-2002
99,Colin Cooper,eng ENG,DF,Middlesbrough,34,1967,18,14,"1,389",15.4,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,2001-2002
100,Carl Cort,gy GUY,FW,Newcastle Utd,23,1977,8,6,446,5.0,1,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,Matches,2001-2002
101,Jorge Costa,pt POR,DF,Charlton Ath,29,1971,24,22,"2,035",22.6,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
102,Pablo Couñago,es ESP,FW,Ipswich Town,21,1979,13,1,435,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
104,Laurent Courtois,fr FRA,MF,West Ham,22,1978,7,5,394,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches,2001-2002
105,Jody Craddock,eng ENG,"DF,MF",Sunderland,26,1975,30,30,"2,683",29.8,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,2001-2002
106,Mark Crossley,wls WAL,GK,Middlesbrough,32,1969,18,17,"1,517",16.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
107,Peter Crouch,eng ENG,FW,Aston Villa,20,1981,7,7,587,6.5,2,2,2,0,0,0,0,0.31,0.31,0.61,0.31,0.61,Matches,2001-2002
108,Carlo Cudicini,it ITA,GK,Chelsea,27,1973,28,27,"2,530",28.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
109,John Curtis,eng ENG,DF,Blackburn,22,1978,9,9,747,8.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
110,Nikos Dabizas,gr GRE,DF,Newcastle Utd,27,1973,35,33,"2,900",32.2,3,0,3,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,2001-2002
111,Olivier Dacourt,fr FRA,MF,Leeds United,26,1974,17,16,"1,205",13.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
112,Christian Dailly,sct SCO,DF,West Ham,27,1973,38,38,"3,375",37.5,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,2001-2002
113,Daniele Daino,it ITA,DF,Derby County,21,1979,2,2,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
114,Samuele Dalla Bona,it ITA,MF,Chelsea,20,1981,24,16,"1,566",17.4,4,0,4,0,0,7,0,0.23,0.00,0.23,0.23,0.23,Matches,2001-2002
115,Callum Davidson,sct SCO,DF,Leicester City,25,1976,30,29,"2,552",28.4,0,3,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,2001-2002
116,Kevin Davies,eng ENG,FW,Southampton,24,1977,23,18,"1,513",16.8,2,0,2,0,0,5,0,0.12,0.00,0.12,0.12,0.12,Matches,2001-2002
117,Simon Davies,wls WAL,MF,Tottenham,21,1979,19,13,"1,182",13.1,4,3,4,0,0,0,0,0.30,0.23,0.53,0.30,0.53,Matches,2001-2002
118,Sean Davis,eng ENG,MF,Fulham,21,1979,30,25,"2,165",24.1,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,2001-2002
119,Brian Deane,eng ENG,FW,Leicester City,33,1968,22,19,"1,827",20.3,7,1,7,0,0,3,0,0.34,0.05,0.39,0.34,0.39,Matches,2001-2002
120,Mickaël Debève,fr FRA,MF,Middlesbrough,30,1970,4,1,195,2.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
121,Jermain Defoe,eng ENG,FW,West Ham,18,1982,35,14,"1,636",18.2,10,1,10,0,0,0,0,0.55,0.06,0.61,0.55,0.61,Matches,2001-2002
122,Damien Delaney,ie IRL,DF,Leicester City,20,1981,1,0,60,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
123,Mark Delaney,wls WAL,DF,Aston Villa,25,1976,30,30,"2,558",28.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
124,Rory Delap,ie IRL,MF,Southampton,25,1976,28,24,"2,072",23.0,2,2,2,0,,3,2,0.09,0.09,0.17,0.09,0.17,Matches,2001-2002
125,Agustín Delgado,ec ECU,FW,Southampton,26,1974,1,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
126,Raimond van der Gouw,nl NED,GK,Manchester Utd,38,1963,2,0,27,0.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
127,Edwin van der Sar,nl NED,GK,Fulham,30,1970,37,37,"3,321",36.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
128,Marcel Desailly,fr FRA,"DF,MF",Chelsea,32,1968,24,24,"2,160",24.0,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches,2001-2002
130,Paolo Di Canio,it ITA,FW,West Ham,33,1968,26,26,"2,278",25.3,9,6,5,4,5,5,1,0.36,0.24,0.59,0.20,0.43,Matches,2001-2002
131,Djibril Diawara,fr FRA,DF,Bolton,26,1975,9,4,473,5.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
132,Paul Dickov,sct SCO,FW,Leicester City,28,1972,12,11,997,11.1,4,1,4,0,0,5,0,0.36,0.09,0.45,0.36,0.45,Matches,2001-2002
133,Sylvain Distin,fr FRA,DF,Newcastle Utd,23,1977,28,20,"1,947",21.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
134,Lee Dixon,eng ENG,DF,Arsenal,37,1964,13,3,515,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
135,Youri Djorkaeff,fr FRA,"FW,MF",Bolton,33,1968,12,12,982,10.9,4,1,4,0,0,0,0,0.37,0.09,0.46,0.37,0.46,Matches,2001-2002
136,Jason Dodd,eng ENG,DF,Southampton,30,1970,29,26,"2,423",26.9,0,4,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches,2001-2002
137,Gary Doherty,ie IRL,"DF,FW",Tottenham,21,1980,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
138,Stewart Downing,eng ENG,"FW,MF",Middlesbrough,17,1984,3,2,200,2.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,2001-2002
139,Mark Draper,eng ENG,MF,Southampton,30,1970,2,1,108,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
140,Michael Duberry,eng ENG,DF,Leeds United,25,1975,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
141,Dion Dublin,eng ENG,"DF,FW",Aston Villa,32,1969,21,9,"1,025",11.4,4,3,4,0,0,2,0,0.35,0.26,0.61,0.35,0.61,Matches,2001-2002
142,Pierre Ducrocq,fr FRA,"DF,MF",Derby County,24,1976,19,19,"1,557",17.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
143,Jerzy Dudek,pl POL,GK,Liverpool,28,1973,35,35,"3,115",34.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2001-2002
144,Damien Duff,ie IRL,"FW,MF",Blackburn,22,1979,32,30,"2,739",30.4,7,6,7,0,0,3,0,0.23,0.20,0.43,0.23,0.43,Matches,2001-2002
145,David Dunn,eng ENG,MF,Blackburn,21,1979,29,26,"2,217",24.6,7,5,6,1,1,4,0,0.28,0.20,0.49,0.24,0.45,Matches,2001-2002
