,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Charlie Adam,sct SCO,MF,Stoke City,26,1985,27,22,"1,758",19.5,3,2,3,0,0,8,1,0.15,0.10,0.26,0.15,0.26,Matches,2012-2013
1,Emmanuel Adebayor,tg TOG,FW,Tottenham,28,1984,25,18,"1,598",17.8,5,1,5,0,0,3,1,0.28,0.06,0.34,0.28,0.34,Matches,2012-2013
2,Gabby Agbonlahor,eng ENG,"FW,MF",Aston Villa,25,1986,28,24,"2,187",24.3,9,3,9,0,0,4,0,0.37,0.12,0.49,0.37,0.49,Matches,2012-2013
3,Daniel Agger,dk DEN,DF,Liverpool,27,1984,35,35,"3,098",34.4,3,0,3,0,0,3,1,0.09,0.00,0.09,0.09,0.09,Matches,2012-2013
4,Sergio Agüero,ar ARG,FW,Manchester City,24,1988,30,22,"1,941",21.6,12,2,10,2,2,2,0,0.56,0.09,0.65,0.46,0.56,Matches,2012-2013
5,Kemy Agustien,cw CUW,"DF,MF",Swansea City,25,1986,18,4,578,6.4,0,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,2012-2013
6,Karim El Ahmadi,ma MAR,MF,Aston Villa,27,1985,20,12,"1,176",13.1,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches,2012-2013
7,Nathan Aké,nl NED,"DF,MF",Chelsea,17,1995,3,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
8,Hope Akpan,ng NGA,MF,Reading,20,1991,9,6,471,5.2,0,3,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,Matches,2012-2013
9,Marc Albrighton,eng ENG,"DF,FW",Aston Villa,22,1989,9,4,429,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
10,Antolín Alcaraz,py PAR,DF,Wigan Athletic,30,1982,10,8,691,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
11,Joe Allen,wls WAL,MF,Liverpool,22,1990,27,21,"1,920",21.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
12,Sammy Ameobi,eng ENG,"FW,MF",Newcastle Utd,20,1992,8,1,236,2.6,0,1,0,0,0,1,0,0.00,0.38,0.38,0.00,0.38,Matches,2012-2013
13,Shola Ameobi,ng NGA,FW,Newcastle Utd,30,1981,23,4,686,7.6,1,1,1,0,0,5,0,0.13,0.13,0.26,0.13,0.26,Matches,2012-2013
14,Anderson,br BRA,MF,Manchester Utd,24,1988,17,9,824,9.2,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches,2012-2013
15,Victor Anichebe,ng NGA,FW,Everton,24,1988,26,19,"1,712",19.0,6,4,6,0,0,2,0,0.32,0.21,0.53,0.32,0.53,Matches,2012-2013
16,Vurnon Anita,cw CUW,"DF,MF",Newcastle Utd,23,1989,25,17,"1,733",19.3,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,2012-2013
17,John Arne Riise,no NOR,"DF,MF",Fulham,31,1980,31,29,"2,529",28.1,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,2012-2013
18,Andrey Arshavin,ru RUS,"FW,MF",Arsenal,31,1981,7,0,88,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
19,Mikel Arteta,es ESP,MF,Arsenal,30,1982,34,34,"2,982",33.1,6,3,1,5,6,6,0,0.18,0.09,0.27,0.03,0.12,Matches,2012-2013
20,Oussama Assaidi,ma MAR,"FW,MF",Liverpool,23,1988,4,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
21,Benoît Assou-Ekotto,cm CMR,DF,Tottenham,28,1984,15,12,"1,141",12.7,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,2012-2013
22,César Azpilicueta,es ESP,"DF,MF",Chelsea,22,1989,27,24,"2,199",24.4,0,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches,2012-2013
23,Demba Ba,sn SEN,FW,Chelsea,27,1985,14,11,868,9.6,2,0,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,2012-2013
24,Demba Ba,sn SEN,FW,Newcastle Utd,27,1985,20,19,"1,664",18.5,13,0,12,1,1,0,0,0.70,0.00,0.70,0.65,0.65,Matches,2012-2013
26,Leighton Baines,eng ENG,DF,Everton,27,1984,38,38,"3,420",38.0,5,5,3,2,2,4,0,0.13,0.13,0.26,0.08,0.21,Matches,2012-2013
27,Chris Baird,nir NIR,"DF,MF",Fulham,30,1982,19,14,"1,320",14.7,2,0,2,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches,2012-2013
28,Nathan Baker,eng ENG,DF,Aston Villa,21,1991,26,25,"2,007",22.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
29,Gareth Bale,wls WAL,"FW,MF",Tottenham,23,1989,33,33,"2,921",32.5,21,4,21,0,0,6,0,0.65,0.12,0.77,0.65,0.77,Matches,2012-2013
30,Mario Balotelli,it ITA,FW,Manchester City,21,1990,14,7,590,6.6,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,2012-2013
31,Barry Bannan,sct SCO,MF,Aston Villa,22,1989,24,18,"1,626",18.1,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,2012-2013
32,Phil Bardsley,sct SCO,DF,Sunderland,27,1985,18,11,984,10.9,1,0,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,2012-2013
33,Ross Barkley,eng ENG,MF,Everton,18,1993,7,2,209,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
34,Leon Barnett,eng ENG,DF,Norwich City,26,1985,8,6,563,6.3,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,2012-2013
35,Gareth Barry,eng ENG,MF,Manchester City,31,1981,31,27,"2,398",26.6,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,Matches,2012-2013
36,Kyle Bartley,eng ENG,DF,Swansea City,21,1991,2,1,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
37,Sébastien Bassong,cm CMR,DF,Norwich City,26,1986,34,34,"2,959",32.9,3,2,3,0,0,3,0,0.09,0.06,0.15,0.09,0.15,Matches,2012-2013
38,Jean Beausejour,cl CHI,"DF,FW",Wigan Athletic,28,1984,34,32,"2,778",30.9,1,7,1,0,0,4,0,0.03,0.23,0.26,0.03,0.26,Matches,2012-2013
39,Luciano Becchio,ar ARG,FW,Norwich City,28,1983,8,2,169,1.9,0,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,2012-2013
40,Asmir Begović,ba BIH,GK,Stoke City,25,1987,38,38,"3,420",38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
41,Hatem Ben Arfa,fr FRA,"FW,MF",Newcastle Utd,25,1987,19,16,"1,458",16.2,4,2,2,2,2,1,0,0.25,0.12,0.37,0.12,0.25,Matches,2012-2013
42,Tal Ben Haim,il ISR,DF,QPR,30,1982,3,2,197,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
43,Yossi Benayoun,il ISR,MF,Chelsea,32,1980,6,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
44,Yossi Benayoun,il ISR,MF,West Ham,32,1980,6,4,315,3.5,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches,2012-2013
45,Elliott Bennett,eng ENG,"DF,MF",Norwich City,23,1988,23,9,938,10.4,1,3,1,0,0,3,0,0.10,0.29,0.38,0.10,0.38,Matches,2012-2013
46,Joe Bennett,eng ENG,"DF,MF",Aston Villa,22,1990,25,21,"1,857",20.6,0,2,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,Matches,2012-2013
47,Ryan Bennett,eng ENG,DF,Norwich City,22,1990,15,10,"1,069",11.9,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,2012-2013
48,Darren Bent,eng ENG,FW,Aston Villa,28,1984,16,8,815,9.1,3,0,3,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,2012-2013
49,Christian Benteke,be BEL,FW,Aston Villa,21,1990,34,32,"2,819",31.3,19,4,16,3,3,8,1,0.61,0.13,0.73,0.51,0.64,Matches,2012-2013
50,Dimitar Berbatov,bg BUL,FW,Fulham,31,1981,33,32,"2,842",31.6,15,3,11,4,4,1,0,0.48,0.10,0.57,0.35,0.44,Matches,2012-2013
52,Ryan Bertrand,eng ENG,"DF,MF",Chelsea,22,1989,19,14,"1,286",14.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
53,Gaël Bigirimana,bi BDI,MF,Newcastle Utd,18,1993,13,3,413,4.6,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,2012-2013
54,Nick Blackman,bb BRB,"FW,MF",Reading,22,1989,11,3,394,4.4,0,1,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches,2012-2013
55,Fabio Borini,it ITA,"FW,MF",Liverpool,21,1991,13,5,513,5.7,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches,2012-2013
56,Artur Boruc,pl POL,GK,Southampton,32,1980,20,20,"1,755",19.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
57,Mauro Boselli,ar ARG,FW,Wigan Athletic,27,1985,7,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
58,José Bosingwa,pt POR,DF,QPR,29,1982,23,22,"1,825",20.3,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,2012-2013
59,Jay Bothroyd,eng ENG,FW,QPR,30,1982,4,2,238,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,Matches,2012-2013
60,Jordan Bowery,eng ENG,FW,Aston Villa,21,1991,10,3,302,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
61,Emmerson Boyce,bb BRB,DF,Wigan Athletic,32,1979,36,36,"3,138",34.9,4,0,4,0,0,5,0,0.11,0.00,0.11,0.11,0.11,Matches,2012-2013
62,Titus Bramble,eng ENG,DF,Sunderland,31,1981,16,12,"1,184",13.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
63,Matthew Briggs,gy GUY,DF,Fulham,21,1991,5,3,297,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
64,Leon Britton,eng ENG,MF,Swansea City,29,1982,33,30,"2,525",28.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
