,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Tony Adams,eng ENG,DF,Arsenal,29,1966,28,27,"2,254",25.0,3,1,3,0,0,4,1,0.12,0.04,0.16,0.12,0.16,Matches,1996-1997
1,Jan Åge Fjørtoft,no NOR,FW,Middlesbrough,29,1967,5,2,214,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,1996-1997
2,Steve Agnew,eng ENG,MF,Sunderland,30,1965,15,11,960,10.7,2,1,1,1,1,2,0,0.19,0.09,0.28,0.09,0.19,Matches,1996-1997
3,Sam Aiston,eng ENG,MF,Sunderland,19,1976,2,0,74,0.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
4,Philippe Albert,be BEL,DF,Newcastle Utd,28,1967,27,27,"2,407",26.7,2,2,2,0,0,8,0,0.07,0.07,0.15,0.07,0.15,Matches,1996-1997
5,Chris Allen,eng ENG,MF,Nott'ham Forest,23,1972,24,16,"1,480",16.4,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,1996-1997
6,Graham Allen,eng ENG,DF,Everton,19,1977,1,0,56,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
7,Rory Allen,eng ENG,FW,Tottenham,18,1977,12,9,861,9.6,2,0,2,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches,1996-1997
8,Darren Anderton,eng ENG,MF,Tottenham,24,1972,16,14,"1,206",13.4,3,2,3,0,0,4,0,0.22,0.15,0.37,0.22,0.37,Matches,1996-1997
9,Nicolas Anelka,fr FRA,FW,Arsenal,17,1979,4,0,53,0.6,0,1,0,0,,0,0,0.00,1.70,1.70,0.00,1.70,Matches,1996-1997
10,Neal Ardley,eng ENG,MF,Wimbledon,23,1972,34,33,"2,907",32.3,2,11,2,0,0,1,0,0.06,0.34,0.40,0.06,0.40,Matches,1996-1997
11,Chris Armstrong,eng ENG,FW,Tottenham,25,1971,12,12,974,10.8,5,1,4,1,1,2,0,0.46,0.09,0.55,0.37,0.46,Matches,1996-1997
12,Aljoša Asanović,hr CRO,MF,Derby County,30,1965,34,34,"2,928",32.5,6,3,3,3,4,3,0,0.18,0.09,0.28,0.09,0.18,Matches,1996-1997
13,Faustino Asprilla,co COL,FW,Newcastle Utd,26,1969,24,17,"1,477",16.4,4,5,4,0,0,5,0,0.24,0.30,0.55,0.24,0.55,Matches,1996-1997
14,Peter Atherton,eng ENG,"DF,MF",Sheffield Weds,26,1970,37,37,"3,314",36.8,2,1,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08,Matches,1996-1997
15,Dean Austin,eng ENG,DF,Tottenham,26,1970,15,13,"1,219",13.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1996-1997
16,Espen Baardsen,no NOR,GK,Tottenham,18,1977,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1996-1997
17,Phil Babb,ie IRL,DF,Liverpool,25,1970,22,22,"1,860",20.7,1,2,1,0,0,5,0,0.05,0.10,0.15,0.05,0.15,Matches,1996-1997
18,Kevin Ball,eng ENG,"DF,MF",Sunderland,31,1964,32,32,"2,790",31.0,3,3,3,0,0,5,0,0.10,0.10,0.19,0.10,0.19,Matches,1996-1997
19,Michael Ball,eng ENG,DF,Everton,16,1979,5,2,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1996-1997
20,Nick Barmby,eng ENG,"FW,MF",Everton,22,1974,35,32,"2,874",31.9,5,8,5,0,0,0,0,0.16,0.25,0.41,0.16,0.41,Matches,1996-1997
21,John Barnes,eng ENG,"DF,FW",Liverpool,32,1963,35,34,"3,068",34.1,4,6,4,0,0,0,0,0.12,0.18,0.29,0.12,0.29,Matches,1996-1997
22,Earl Barrett,eng ENG,DF,Everton,29,1967,36,36,"3,240",36.0,0,2,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,1996-1997
23,Chris Bart-Williams,eng ENG,"DF,MF",Nott'ham Forest,22,1974,16,16,"1,357",15.1,1,1,1,0,0,1,0,0.07,0.07,0.13,0.07,0.13,Matches,1996-1997
24,Warren Barton,eng ENG,DF,Newcastle Utd,27,1969,18,14,"1,272",14.1,1,4,1,0,0,3,0,0.07,0.28,0.35,0.07,0.35,Matches,1996-1997
26,Steve Basham,eng ENG,FW,Southampton,18,1977,6,1,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1996-1997
27,David Batty,eng ENG,MF,Newcastle Utd,27,1968,32,32,"2,822",31.4,1,1,1,0,0,12,1,0.03,0.03,0.06,0.03,0.06,Matches,1996-1997
28,Peter Beardsley,eng ENG,"FW,MF",Newcastle Utd,35,1961,25,22,"1,938",21.5,5,4,3,2,3,4,0,0.23,0.19,0.42,0.14,0.33,Matches,1996-1997
29,Dave Beasant,eng ENG,GK,Southampton,37,1959,14,13,"1,244",13.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1996-1997
30,James Beattie,eng ENG,FW,Blackburn,18,1978,1,1,90,1.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
31,Mikkel Beck,dk DEN,FW,Middlesbrough,23,1973,25,22,"1,992",22.1,5,3,5,0,0,1,0,0.23,0.14,0.36,0.23,0.36,Matches,1996-1997
32,David Beckham,eng ENG,MF,Manchester Utd,21,1975,36,33,"2,986",33.2,8,8,8,0,0,7,0,0.24,0.24,0.48,0.24,0.48,Matches,1996-1997
33,Mark Beeney,eng ENG,GK,Leeds United,28,1967,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1996-1997
34,Paul Beesley,eng ENG,DF,Leeds United,31,1965,12,11,972,10.8,0,1,0,0,,5,0,0.00,0.09,0.09,0.00,0.09,Matches,1996-1997
35,Francis Benali,eng ENG,DF,Southampton,27,1968,18,14,"1,317",14.6,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches,1996-1997
