,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Yakubu Aiyegbeni,ng NGA,FW,Portsmouth,20,1982,37,35,"3,124",34.7,16,3,14,2,2,2,0,0.46,0.09,0.55,0.40,0.49,Matches,2003-2004
1,Jérémie Aliadière,fr FRA,"FW,MF",Arsenal,20,1983,10,3,260,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
2,Marcus Allbäck,se SWE,FW,Aston Villa,30,1973,15,7,752,8.4,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,2003-2004
3,Darren Ambrose,eng ENG,"FW,MF",Newcastle Utd,19,1984,24,10,960,10.7,2,2,2,0,0,3,0,0.19,0.19,0.37,0.19,0.37,Matches,2003-2004
4,Marco Ambrosio,it ITA,GK,Chelsea,30,1973,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
5,Shola Ameobi,ng NGA,FW,Newcastle Utd,21,1981,26,18,"1,556",17.3,7,2,7,0,0,0,0,0.40,0.12,0.52,0.40,0.52,Matches,2003-2004
6,Lorenzo Amoruso,it ITA,DF,Blackburn,32,1971,12,11,991,11.0,3,0,3,0,0,3,0,0.27,0.00,0.27,0.27,0.27,Matches,2003-2004
7,Darren Anderton,eng ENG,MF,Tottenham,31,1972,20,16,"1,439",16.0,1,4,1,0,0,4,0,0.06,0.25,0.31,0.06,0.31,Matches,2003-2004
8,Martin Andresen,no NOR,"FW,MF",Blackburn,26,1977,11,11,861,9.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
9,Keith Andrews,ie IRL,MF,Wolves,22,1980,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
10,Nicolas Anelka,fr FRA,FW,Manchester City,24,1979,32,31,"2,740",30.4,16,4,12,4,4,1,1,0.53,0.13,0.66,0.39,0.53,Matches,2003-2004
11,José Antonio Reyes,es ESP,MF,Arsenal,19,1983,13,7,655,7.3,2,1,2,0,0,0,0,0.27,0.14,0.41,0.27,0.41,Matches,2003-2004
12,John Arne Riise,no NOR,"DF,MF",Liverpool,22,1980,28,22,"2,133",23.7,0,4,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,2003-2004
13,Ibrahim Ba,fr FRA,MF,Bolton,29,1973,9,0,245,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches,2003-2004
14,Celestine Babayaro,ng NGA,"DF,MF",Chelsea,24,1978,6,5,440,4.9,1,2,1,0,0,0,0,0.20,0.41,0.61,0.20,0.61,Matches,2003-2004
15,Markus Babbel,de GER,DF,Blackburn,30,1972,25,23,"2,036",22.6,3,3,3,0,0,2,0,0.13,0.13,0.27,0.13,0.27,Matches,2003-2004
16,Dino Baggio,it ITA,MF,Blackburn,32,1971,9,0,161,1.8,1,0,1,0,0,1,0,0.56,0.00,0.56,0.56,0.56,Matches,2003-2004
17,Chris Baird,nir NIR,"DF,MF",Southampton,21,1982,4,1,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
18,Eirik Bakke,no NOR,MF,Leeds United,25,1977,9,8,686,7.6,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,2003-2004
19,Nick Barmby,eng ENG,"FW,MF",Leeds United,29,1974,6,1,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
20,Anthony Barness,eng ENG,DF,Bolton,30,1973,15,11,984,10.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
21,Milan Baroš,cz CZE,FW,Liverpool,21,1981,13,6,606,6.7,1,3,1,0,0,2,0,0.15,0.45,0.59,0.15,0.59,Matches,2003-2004
22,Andrew Barrowman,sct SCO,FW,Birmingham City,18,1984,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
23,Gareth Barry,eng ENG,MF,Aston Villa,22,1981,36,36,"3,017",33.5,3,8,2,1,1,3,1,0.09,0.24,0.33,0.06,0.30,Matches,2003-2004
24,Shaun Bartlett,za RSA,FW,Charlton Ath,30,1972,19,13,"1,089",12.1,5,1,5,0,0,1,0,0.41,0.08,0.50,0.41,0.50,Matches,2003-2004
26,Joey Barton,eng ENG,MF,Manchester City,20,1982,28,24,"2,188",24.3,1,2,1,0,0,9,0,0.04,0.08,0.12,0.04,0.12,Matches,2003-2004
27,David Batty,eng ENG,MF,Leeds United,34,1968,12,10,834,9.3,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,2003-2004
28,James Beattie,eng ENG,FW,Southampton,25,1978,36,32,"2,957",32.9,14,6,12,2,2,3,0,0.43,0.18,0.61,0.37,0.55,Matches,2003-2004
29,Craig Bellamy,wls WAL,FW,Newcastle Utd,24,1979,16,13,"1,208",13.4,4,0,4,0,0,3,0,0.30,0.00,0.30,0.30,0.30,Matches,2003-2004
30,David Bellion,fr FRA,FW,Manchester Utd,20,1982,14,4,457,5.1,2,1,2,0,0,0,0,0.39,0.20,0.59,0.39,0.59,Matches,2003-2004
31,Trevor Benjamin,jm JAM,FW,Leicester City,24,1979,4,2,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
32,Ian Bennett,eng ENG,GK,Birmingham City,31,1971,6,4,461,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
33,Marcus Bent,eng ENG,FW,Leicester City,25,1978,33,28,"2,495",27.7,9,3,9,0,0,3,0,0.32,0.11,0.43,0.32,0.43,Matches,2003-2004
34,David Bentley,eng ENG,MF,Arsenal,18,1984,1,1,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2003-2004
35,Patrik Berger,cz CZE,MF,Portsmouth,29,1973,20,20,"1,689",18.8,5,5,5,0,0,3,1,0.27,0.27,0.53,0.27,0.53,Matches,2003-2004
