,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Paul Agostino,au AUS,FW,1860 Munich,22,1975,16,8,751,8.3,4,,4,0,,1,0,0.48,,,0.48,,Matches,1997-1998
1,Jonathan Akpoborie,ng NGA,FW,Stuttgart,28,1968,30,28,"2,260",25.1,10,,10,0,,2,0,0.40,,,0.40,,Matches,1997-1998
2,Christian Alder,de GER,DF,Arminia,18,1978,7,1,287,3.2,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
3,Chrissovalantis Anagnostou,gr GRE,MF,M'Gladbach,21,1975,7,3,307,3.4,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
4,Ingo Anderbrügge,de GER,MF,Schalke 04,33,1964,15,4,598,6.6,2,,1,1,,1,0,0.30,,,0.15,,Matches,1997-1998
5,Henrik Andersen,dk DEN,DF,Köln,32,1965,11,9,857,9.5,0,,0,0,,3,0,0.00,,,0.00,,Matches,1997-1998
6,Patrik Andersson,se SWE,DF,M'Gladbach,25,1971,30,30,"2,634",29.3,3,,3,0,,3,1,0.10,,,0.10,,Matches,1997-1998
7,Markus Anfang,de GER,MF,Schalke 04,23,1974,3,1,91,1.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
8,Marc Arnold,de GER,MF,Hertha BSC,26,1970,26,18,"1,592",17.7,2,,2,0,,4,0,0.11,,,0.11,,Matches,1997-1998
9,Khodadad Azizi,ir IRN,FW,Köln,26,1971,20,14,"1,187",13.2,5,,5,0,,0,0,0.38,,,0.38,,Matches,1997-1998
10,Christof Babatz,de GER,MF,Hamburger SV,22,1974,7,0,125,1.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
11,Markus Babbel,de GER,DF,Bayern Munich,24,1972,30,27,"2,444",27.2,1,,1,0,,6,1,0.04,,,0.04,,Matches,1997-1998
12,Karim Bagheri,ir IRN,MF,Arminia,23,1974,18,7,907,10.1,3,,3,0,,6,0,0.30,,,0.30,,Matches,1997-1998
13,Markus Bähr,de GER,MF,Karlsruher,22,1974,8,0,175,1.9,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
14,Krasimir Balakov,bg BUL,MF,Stuttgart,31,1966,31,31,"2,735",30.4,11,,9,2,,4,0,0.36,,,0.30,,Matches,1997-1998
15,Michael Ballack,de GER,MF,Kaiserslautern,20,1976,16,3,608,6.8,0,,0,0,,2,2,0.00,,,0.00,,Matches,1997-1998
16,Holger Ballwanz,de GER,"DF,MF",Wolfsburg,29,1967,17,11,983,10.9,0,,0,0,,4,0,0.00,,,0.00,,Matches,1997-1998
17,Sergej Barbarez,ba BIH,"FW,MF",Hansa Rostock,25,1971,32,30,"2,608",29.0,11,,9,2,,10,0,0.38,,,0.31,,Matches,1997-1998
18,Mario Basler,de GER,"FW,MF",Bayern Munich,28,1968,22,19,"1,476",16.4,5,,5,0,,6,0,0.30,,,0.30,,Matches,1997-1998
19,Yıldıray Baştürk,tr TUR,MF,Bochum,18,1978,17,3,443,4.9,1,,1,0,,2,0,0.20,,,0.20,,Matches,1997-1998
20,Karsten Baumann,de GER,DF,Köln,27,1969,33,33,"2,970",33.0,3,,3,0,,10,0,0.09,,,0.09,,Matches,1997-1998
21,Jens Bäumer,de GER,MF,Karlsruher,18,1978,11,10,874,9.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
22,Steffen Baumgart,de GER,FW,Hansa Rostock,25,1972,22,4,591,6.6,2,,2,0,,0,0,0.30,,,0.30,,Matches,1997-1998
23,Henryk Bałuszyński,pl POL,FW,Bochum,25,1972,12,8,595,6.6,1,,1,0,,0,0,0.15,,,0.15,,Matches,1997-1998
24,Matthias Becker,de GER,FW,Stuttgart,23,1974,8,1,222,2.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
26,Stefan Beinlich,de GER,MF,Leverkusen,25,1972,28,28,"2,366",26.3,7,,6,1,,4,0,0.27,,,0.23,,Matches,1997-1998
27,Manfred Bender,de GER,MF,1860 Munich,31,1966,21,15,"1,395",15.5,2,,2,0,,3,0,0.13,,,0.13,,Matches,1997-1998
28,Sven Benken,de GER,"DF,MF",Werder Bremen,27,1970,6,4,319,3.5,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
