,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,Season
13,Nadiem Amiri,de GER,MF,Leverkusen,23,1996,29,20,"1,890",21.0,2,6,2,0,0,5,0,0.10,0.29,0.38,0.10,0.38,2.1,2.1,2.9,5.1,0.10,0.14,0.24,0.10,0.24,Matches,2020-2021
14,Sebastian Andersson,se SWE,FW,Köln,29,1991,16,14,"1,126",12.5,3,0,2,1,1,1,0,0.24,0.00,0.24,0.16,0.16,5.5,4.7,0.3,5.1,0.44,0.03,0.47,0.38,0.41,Matches,2020-2021
15,Robert Andrich,de GER,MF,Union Berlin,25,1994,29,29,"2,526",28.1,5,2,5,0,0,5,1,0.18,0.07,0.25,0.18,0.25,2.5,2.5,2.2,4.7,0.09,0.08,0.17,0.09,0.17,Matches,2020-2021
16,Angeliño,es ESP,"DF,FW",RB Leipzig,23,1997,26,24,"2,161",24.0,4,4,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33,3.8,3.8,5.0,8.8,0.16,0.21,0.37,0.16,0.37,Matches,2020-2021
17,Waldemar Anton,de GER,DF,Stuttgart,24,1996,31,30,"2,711",30.1,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,1.2,1.2,0.4,1.6,0.04,0.01,0.05,0.04,0.05,Matches,2020-2021
18,Charles Aránguiz,cl CHI,MF,Leverkusen,31,1989,21,20,"1,669",18.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.4,0.04,0.04,0.08,0.04,0.08,Matches,2020-2021
19,Santiago Arias,co COL,DF,Leverkusen,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
20,Maximilian Arnold,de GER,MF,Wolfsburg,26,1994,30,30,"2,585",28.7,3,6,3,0,0,7,1,0.10,0.21,0.31,0.10,0.31,2.0,2.0,4.8,6.8,0.07,0.17,0.24,0.07,0.24,Matches,2020-2021
21,Toluwalas Arokodare,ng NGA,FW,Köln,19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.34,0.01,0.35,0.34,0.35,Matches,2020-2021
22,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,23,1997,13,8,762,8.5,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.2,0.8,0.07,0.03,0.09,0.07,0.09,Matches,2020-2021
23,Ludwig Augustinsson,se SWE,DF,Werder Bremen,26,1994,23,21,"1,957",21.7,0,4,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,0.9,0.9,2.8,3.7,0.04,0.13,0.17,0.04,0.17,Matches,2020-2021
24,Taiwo Awoniyi,ng NGA,FW,Union Berlin,22,1997,21,16,"1,359",15.1,5,2,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,6.9,6.9,1.5,8.4,0.46,0.10,0.56,0.46,0.56,Matches,2020-2021
26,Mehmet-Can Aydin,de GER,DF,Schalke 04,18,2002,6,6,500,5.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.08,0.08,0.00,0.08,Matches,2020-2021
27,Leon Bailey,jm JAM,"FW,MF",Leverkusen,22,1997,30,25,"2,141",23.8,9,8,9,0,0,6,0,0.38,0.34,0.71,0.38,0.71,6.9,6.9,6.1,13.0,0.29,0.26,0.55,0.29,0.55,Matches,2020-2021
28,Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,32,31,"2,678",29.8,6,7,6,0,0,1,0,0.20,0.24,0.44,0.20,0.44,3.3,3.3,4.5,7.8,0.11,0.15,0.26,0.11,0.26,Matches,2020-2021
29,Ridle Baku,de GER,DF,Mainz 05,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
30,Philipp Bargfrede,de GER,MF,Werder Bremen,31,1989,1,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
31,Aymen Barkok,ma MAR,"MF,FW",Eint Frankfurt,22,1998,26,9,977,10.9,2,3,2,0,0,5,0,0.18,0.28,0.46,0.18,0.46,1.6,1.6,3.0,4.6,0.15,0.27,0.42,0.15,0.42,Matches,2020-2021
32,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,29,27,"2,303",25.6,2,2,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,3.3,3.3,2.1,5.4,0.13,0.08,0.21,0.13,0.21,Matches,2020-2021
33,Jacob Barrett Laursen,dk DEN,DF,Arminia,25,1994,16,13,"1,108",12.3,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,1.2,1.3,0.00,0.10,0.10,0.00,0.10,Matches,2020-2021
34,Oliver Baumann,de GER,GK,Hoffenheim,30,1990,31,31,"2,790",31.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
35,Julian Baumgartlinger,at AUT,MF,Leverkusen,32,1988,17,12,"1,072",11.9,2,0,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.4,1.4,0.3,1.6,0.11,0.02,0.14,0.11,0.14,Matches,2020-2021
36,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,20,1999,31,28,"2,369",26.3,6,3,6,0,0,6,0,0.23,0.11,0.34,0.23,0.34,5.5,5.5,3.0,8.5,0.21,0.11,0.32,0.21,0.32,Matches,2020-2021
37,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,23,1996,5,0,36,0.4,0,1,0,0,0,1,0,0.00,2.50,2.50,0.00,2.50,0.0,0.0,0.7,0.7,0.00,1.77,1.77,0.00,1.77,Matches,2020-2021
38,Ihlas Bebou,tg TOG,FW,Hoffenheim,26,1994,32,23,"2,200",24.4,9,7,9,0,0,3,0,0.37,0.29,0.65,0.37,0.65,9.1,9.1,5.0,14.1,0.37,0.20,0.58,0.37,0.58,Matches,2020-2021
39,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,25,1995,18,15,"1,106",12.3,3,3,3,0,0,2,0,0.24,0.24,0.49,0.24,0.49,2.0,2.0,3.2,5.3,0.17,0.26,0.43,0.17,0.43,Matches,2020-2021
40,Timo Becker,de GER,DF,Schalke 04,23,1997,20,18,"1,640",18.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches,2020-2021
41,Brian Behrendt,de GER,DF,Arminia,28,1991,3,0,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches,2020-2021
42,Maximilian Beier,de GER,"FW,DF",Hoffenheim,17,2002,3,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
43,Ishak Belfodil,dz ALG,FW,Hoffenheim,28,1992,14,7,596,6.6,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,1.6,1.6,1.0,2.6,0.23,0.15,0.39,0.23,0.39,Matches,2020-2021
44,Stefan Bell,de GER,DF,Mainz 05,28,1991,16,16,"1,266",14.1,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,1.3,1.7,0.03,0.09,0.12,0.03,0.12,Matches,2020-2021
45,Karim Bellarabi,de GER,"FW,MF",Leverkusen,30,1990,22,7,798,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.2,2.2,1.8,4.0,0.25,0.20,0.45,0.25,0.45,Matches,2020-2021
46,Jude Bellingham,eng ENG,MF,Dortmund,17,2003,29,19,"1,697",18.9,1,3,1,0,0,6,1,0.05,0.16,0.21,0.05,0.21,3.0,3.0,3.3,6.3,0.16,0.18,0.33,0.16,0.33,Matches,2020-2021
47,Lars Bender,de GER,DF,Leverkusen,31,1989,14,12,936,10.4,1,2,0,1,1,2,0,0.10,0.19,0.29,0.00,0.19,1.2,0.5,0.5,1.0,0.12,0.05,0.17,0.05,0.09,Matches,2020-2021
48,Sven Bender,de GER,DF,Leverkusen,31,1989,18,14,"1,170",13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches,2020-2021
49,László Bénes,sk SVK,"MF,FW",Augsburg,22,1997,12,9,660,7.3,1,1,1,0,0,3,0,0.14,0.14,0.27,0.14,0.27,0.4,0.4,0.6,1.1,0.06,0.09,0.14,0.06,0.14,Matches,2020-2021
50,László Bénes,sk SVK,MF,M'Gladbach,22,1997,7,1,150,1.7,0,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,0.1,0.1,0.4,0.4,0.03,0.21,0.25,0.03,0.25,Matches,2020-2021
52,Ramy Bensebaini,dz ALG,DF,M'Gladbach,25,1995,25,20,"1,811",20.1,4,0,3,1,1,7,0,0.20,0.00,0.20,0.15,0.15,2.3,1.6,0.4,2.0,0.12,0.02,0.14,0.08,0.10,Matches,2020-2021
53,Nabil Bentaleb,dz ALG,MF,Schalke 04,25,1994,9,6,548,6.1,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.0,0.1,0.1,0.12,0.01,0.14,0.00,0.01,Matches,2020-2021
54,Louis Beyer,de GER,DF,M'Gladbach,20,2000,4,2,188,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
55,Bartosz Bialek,pl POL,"FW,MF",Wolfsburg,18,2001,19,1,270,3.0,2,0,2,0,0,1,0,0.67,0.00,0.67,0.67,0.67,2.1,2.1,0.2,2.3,0.69,0.08,0.77,0.69,0.77,Matches,2020-2021
56,Ermin Bičakčić,ba BIH,DF,Hoffenheim,30,1990,2,2,128,1.4,1,0,1,0,0,1,0,0.70,0.00,0.70,0.70,0.70,0.4,0.4,0.0,0.4,0.25,0.00,0.25,0.25,0.25,Matches,2020-2021
57,Leonardo Bittencourt,de GER,"MF,FW",Werder Bremen,26,1993,27,19,"1,514",16.8,4,1,3,1,1,3,0,0.24,0.06,0.30,0.18,0.24,4.4,3.7,1.3,5.0,0.26,0.08,0.34,0.22,0.30,Matches,2020-2021
58,Jérôme Boateng,de GER,DF,Bayern Munich,31,1988,29,29,"2,368",26.3,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.3,0.3,0.6,0.9,0.01,0.02,0.03,0.01,0.03,Matches,2020-2021
59,Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26,1994,31,23,"2,065",22.9,2,4,2,0,0,5,0,0.09,0.17,0.26,0.09,0.26,2.8,2.8,6.0,8.8,0.12,0.26,0.38,0.12,0.38,Matches,2020-2021
60,Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18,2002,9,2,277,3.1,0,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.2,0.3,0.03,0.06,0.09,0.03,0.09,Matches,2020-2021
61,Elias Bördner,de GER,GK,Eint Frankfurt,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
62,Dennis Borkowski,de GER,"MF,FW",RB Leipzig,18,2002,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
63,Sebastiaan Bornauw,be BEL,DF,Köln,21,1999,24,23,"2,083",23.1,1,1,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,1.3,1.3,0.0,1.4,0.06,0.00,0.06,0.06,0.06,Matches,2020-2021
64,Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21,1999,12,6,605,6.7,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.4,1.4,0.2,1.6,0.21,0.03,0.24,0.21,0.24,Matches,2020-2021
65,Dedryck Boyata,be BEL,DF,Hertha BSC,29,1990,19,17,"1,545",17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.7,1.3,0.04,0.04,0.08,0.04,0.08,Matches,2020-2021
66,Can Bozdogan,de GER,MF,Schalke 04,19,2001,14,5,651,7.2,0,2,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,0.4,0.4,0.5,1.0,0.06,0.07,0.13,0.06,0.13,Matches,2020-2021
67,Julian Brandt,de GER,"FW,MF",Dortmund,24,1996,31,17,"1,495",16.6,3,2,3,0,0,0,0,0.18,0.12,0.30,0.18,0.30,3.0,3.0,2.8,5.9,0.18,0.17,0.35,0.18,0.35,Matches,2020-2021
68,Fabian Bredlow,de GER,GK,Stuttgart,25,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
69,Josip Brekalo,hr CRO,FW,Wolfsburg,22,1998,29,22,"1,814",20.2,7,3,7,0,0,1,0,0.35,0.15,0.50,0.35,0.50,3.7,3.7,3.4,7.1,0.18,0.17,0.35,0.18,0.35,Matches,2020-2021
70,Joshua Brenet,nl NED,DF,Hoffenheim,26,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
71,John Brooks,us USA,DF,Wolfsburg,27,1993,32,31,"2,774",30.8,2,0,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.6,1.6,0.5,2.2,0.05,0.02,0.07,0.05,0.07,Matches,2020-2021
72,Daniel Brosinski,de GER,DF,Mainz 05,32,1988,21,16,"1,430",15.9,2,1,0,2,2,0,0,0.13,0.06,0.19,0.00,0.06,1.8,0.3,2.4,2.7,0.12,0.15,0.27,0.02,0.17,Matches,2020-2021
73,Cédric Brunner,ch SUI,DF,Arminia,26,1994,31,30,"2,655",29.5,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.1,1.4,0.01,0.04,0.05,0.01,0.05,Matches,2020-2021
74,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,21,1998,2,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
75,Marius Bülter,de GER,"FW,MF",Union Berlin,27,1993,26,8,977,10.9,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,2.0,2.0,1.2,3.1,0.18,0.11,0.29,0.18,0.29,Matches,2020-2021
76,Jonathan Burkardt,de GER,"FW,DF",Mainz 05,20,2000,29,16,"1,373",15.3,2,0,2,0,0,0,0,0.13,0.00,0.13,0.13,0.13,4.5,4.5,1.5,6.1,0.30,0.10,0.40,0.30,0.40,Matches,2020-2021
78,Nishan Burkart,ch SUI,MF,Freiburg,20,2000,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
79,Roman Bürki,ch SUI,GK,Dortmund,29,1990,19,18,"1,665",18.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
80,Kerim Calhanoglu,de GER,DF,Schalke 04,17,2002,4,4,296,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,2020-2021
81,Daniel Caligiuri,it ITA,"MF,DF",Augsburg,32,1988,33,31,"2,665",29.6,6,4,4,2,3,5,0,0.20,0.14,0.34,0.14,0.27,4.8,2.6,3.7,6.3,0.16,0.13,0.29,0.09,0.21,Matches,2020-2021
82,Emre Can,de GER,"DF,MF",Dortmund,26,1994,28,23,"2,133",23.7,1,4,1,0,0,5,0,0.04,0.17,0.21,0.04,0.21,0.8,0.8,2.4,3.2,0.03,0.10,0.13,0.03,0.13,Matches,2020-2021
83,Koen Casteels,be BEL,GK,Wolfsburg,28,1992,32,32,"2,880",32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
84,Gonzalo Castro,de GER,"MF,FW",Stuttgart,33,1987,26,23,"1,729",19.2,4,2,4,0,0,9,0,0.21,0.10,0.31,0.21,0.31,3.3,3.3,3.0,6.4,0.17,0.16,0.33,0.17,0.33,Matches,2020-2021
85,Sava Cestic,rs SRB,DF,Köln,19,2001,11,11,899,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,2020-2021
86,Timothy Chandler,us USA,DF,Eint Frankfurt,30,1990,15,3,432,4.8,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.9,0.9,0.3,1.2,0.18,0.07,0.25,0.18,0.25,Matches,2020-2021
87,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,26,1994,12,1,216,2.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matches,2020-2021
88,Tahith Chong,nl NED,"FW,MF",Werder Bremen,20,1999,13,4,386,4.3,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.3,0.3,0.5,0.8,0.06,0.12,0.18,0.06,0.18,Matches,2020-2021
89,Darko Churlinov,mk MKD,"DF,FW",Stuttgart,20,2000,14,0,216,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.1,0.1,0.4,0.5,0.05,0.16,0.20,0.05,0.20,Matches,2020-2021
90,Tim Civeja,de GER,"MF,DF",Augsburg,18,2002,3,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
91,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24,1996,29,23,"1,752",19.5,5,10,5,0,0,1,0,0.26,0.51,0.77,0.26,0.77,4.1,4.1,6.6,10.8,0.21,0.34,0.55,0.21,0.55,Matches,2020-2021
92,Jhon Córdoba,co COL,FW,Hertha BSC,27,1993,21,17,"1,537",17.1,7,1,7,0,0,3,0,0.41,0.06,0.47,0.41,0.47,7.4,7.4,1.8,9.3,0.44,0.11,0.54,0.44,0.54,Matches,2020-2021
93,Sergio Córdova,ve VEN,"FW,MF",Arminia,22,1997,23,13,"1,090",12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,3.1,3.1,1.2,4.4,0.26,0.10,0.36,0.26,0.36,Matches,2020-2021
94,Danny da Costa,de GER,DF,Mainz 05,27,1993,16,15,"1,208",13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.7,1.8,0.01,0.12,0.14,0.01,0.14,Matches,2020-2021
95,Danny da Costa,de GER,DF,Eint Frankfurt,27,1993,6,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14,Matches,2020-2021
96,Douglas Costa,br BRA,"FW,MF",Bayern Munich,29,1990,11,3,320,3.6,1,1,1,0,0,0,0,0.28,0.28,0.56,0.28,0.56,0.1,0.1,0.7,0.8,0.04,0.19,0.23,0.04,0.23,Matches,2020-2021
97,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,31,17,"1,506",16.7,2,1,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,3.2,3.2,1.8,5.0,0.19,0.11,0.30,0.19,0.30,Matches,2020-2021
98,Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
99,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,27,25,"2,149",23.9,7,4,5,2,3,9,0,0.29,0.17,0.46,0.21,0.38,8.1,5.8,5.0,10.8,0.34,0.21,0.55,0.24,0.45,Matches,2020-2021
100,Rafael Czichos,de GER,DF,Köln,30,1990,28,26,"2,259",25.1,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.5,1.5,0.1,1.6,0.06,0.00,0.06,0.06,0.06,Matches,2020-2021
101,Moanes Dabbur,il ISR,FW,Hoffenheim,28,1992,22,11,999,11.1,4,0,4,0,1,2,0,0.36,0.00,0.36,0.36,0.36,5.1,4.3,1.0,5.3,0.46,0.09,0.55,0.39,0.48,Matches,2020-2021
102,Finn Dahmen,de GER,GK,Mainz 05,22,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
104,Mahmoud Dahoud,de GER,MF,Dortmund,24,1996,21,15,"1,258",14.0,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,1.2,1.7,0.04,0.08,0.12,0.04,0.12,Matches,2020-2021
105,Leon Dajaku,de GER,FW,Union Berlin,19,2001,2,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021
106,Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,2,1,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,2020-2021
107,Márton Dárdai,de GER,"DF,MF",Hertha BSC,18,2002,12,9,821,9.1,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,2020-2021
108,Vladimír Darida,cz CZE,MF,Hertha BSC,29,1990,27,24,"1,903",21.1,1,6,1,0,0,5,1,0.05,0.28,0.33,0.05,0.33,1.4,1.4,5.8,7.2,0.07,0.27,0.34,0.07,0.34,Matches,2020-2021
109,Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,23,22,"1,763",19.6,1,2,1,0,0,2,1,0.05,0.10,0.15,0.05,0.15,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,Matches,2020-2021
110,Thomas Delaney,dk DEN,MF,Dortmund,28,1991,20,14,"1,286",14.3,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04,Matches,2020-2021
111,Kerem Demirbay,de GER,MF,Leverkusen,27,1993,29,20,"1,744",19.4,4,3,4,0,0,2,0,0.21,0.15,0.36,0.21,0.36,2.4,2.4,2.6,5.0,0.12,0.13,0.26,0.12,0.26,Matches,2020-2021
112,Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,30,19,"1,498",16.6,5,6,5,0,0,7,0,0.30,0.36,0.66,0.30,0.66,4.7,4.7,3.1,7.8,0.28,0.19,0.47,0.28,0.47,Matches,2020-2021
113,Emmanuel Dennis,ng NGA,FW,Köln,22,1997,9,6,474,5.3,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,1.2,1.7,0.10,0.22,0.33,0.10,0.33,Matches,2020-2021
