,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Holger Aden,de GER,FW,Bochum,28,1965,4,3,219,2.4,4,,4,0,,1,0,1.64,,,1.64,,Matches,1994-1995
1,Markus von Ahlen,de GER,"DF,MF",Bochum,23,1971,14,7,687,7.6,1,,1,0,,0,0,0.13,,,0.13,,Matches,1994-1995
2,Jörg Albertz,de GER,MF,Hamburger SV,23,1971,34,33,"2,971",33.0,9,,9,0,,2,0,0.27,,,0.27,,Matches,1994-1995
3,Ingo Anderbrügge,de GER,MF,Schalke 04,30,1964,27,25,"2,178",24.2,6,,3,3,,1,0,0.25,,,0.12,,Matches,1994-1995
4,Dirk Anders,de GER,MF,Kaiserslautern,27,1966,16,5,541,6.0,1,,1,0,,2,0,0.17,,,0.17,,Matches,1994-1995
5,Henrik Andersen,dk DEN,DF,Köln,29,1965,16,12,"1,114",12.4,0,,0,0,,6,0,0.00,,,0.00,,Matches,1994-1995
6,Jørn Andersen,no NOR,FW,Hamburger SV,31,1963,7,4,334,3.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
7,Jørn Andersen,no NOR,FW,Dresden,31,1963,7,2,244,2.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
8,Patrik Andersson,se SWE,DF,M'Gladbach,22,1971,34,34,"3,060",34.0,1,,1,0,,2,0,0.03,,,0.03,,Matches,1994-1995
9,Michael Aničić,rs SRB,MF,Eint Frankfurt,19,1974,10,8,713,7.9,4,,4,0,,4,0,0.50,,,0.50,,Matches,1994-1995
10,Marc Arnold,de GER,MF,Dortmund,23,1970,9,2,209,2.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
11,Rachid Azzouzi,ma MAR,MF,MSV Duisburg,23,1971,24,20,"1,647",18.3,3,,3,0,,4,2,0.16,,,0.16,,Matches,1994-1995
12,Markus Babbel,de GER,DF,Bayern Munich,21,1972,26,26,"2,340",26.0,2,,2,0,,3,0,0.08,,,0.08,,Matches,1994-1995
13,Jörg Bach,de GER,DF,Hamburger SV,28,1965,28,26,"2,341",26.0,0,,0,0,,6,1,0.00,,,0.00,,Matches,1994-1995
14,Markus Bähr,de GER,MF,Karlsruher,19,1974,1,0,41,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
15,Karsten Bäron,de GER,FW,Hamburger SV,21,1973,14,12,"1,063",11.8,4,,4,0,,1,1,0.34,,,0.34,,Matches,1994-1995
16,Mario Basler,de GER,"FW,MF",Werder Bremen,25,1968,33,32,"2,825",31.4,20,,19,1,,9,0,0.64,,,0.61,,Matches,1994-1995
17,Karsten Baumann,de GER,DF,Köln,24,1969,23,22,"1,999",22.2,0,,0,0,,6,2,0.00,,,0.00,,Matches,1994-1995
18,Henryk Bałuszyński,pl POL,FW,Bochum,22,1972,10,8,653,7.3,4,,4,0,,0,0,0.55,,,0.55,,Matches,1994-1995
19,Matthias Becker,de GER,FW,Eint Frankfurt,20,1974,11,5,532,5.9,2,,2,0,,0,0,0.34,,,0.34,,Matches,1994-1995
20,Ralf Becker,de GER,MF,Leverkusen,23,1970,8,3,290,3.2,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
21,Manfred Bender,de GER,MF,Karlsruher,28,1966,17,14,"1,154",12.8,3,,2,1,,1,1,0.23,,,0.16,,Matches,1994-1995
22,Stefan Beneking,de GER,GK,Freiburg,25,1969,1,0,60,0.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
23,Rainer Berg,de GER,GK,1860 Munich,28,1965,8,8,720,8.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
24,Thomas Berthold,de GER,DF,Stuttgart,29,1964,29,29,"2,466",27.4,1,,1,0,,11,2,0.04,,,0.04,,Matches,1994-1995
26,Vladimir Beschastnykh,ru RUS,"FW,MF",Werder Bremen,20,1974,29,22,"1,980",22.0,10,,10,0,,1,0,0.45,,,0.45,,Matches,1994-1995
27,Marinus Bester,de GER,FW,Werder Bremen,25,1969,10,2,286,3.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
28,Til Bettenstaedt,de GER,FW,Schalke 04,18,1976,1,0,20,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
29,René Beuchel,de GER,"DF,MF",Dresden,21,1973,21,17,"1,602",17.8,1,,1,0,,5,0,0.06,,,0.06,,Matches,1994-1995
30,Slaven Bilić,hr CRO,DF,Karlsruher,25,1968,28,28,"2,398",26.6,3,,3,0,,10,2,0.11,,,0.11,,Matches,1994-1995
31,Uwe Bindewald,de GER,DF,Eint Frankfurt,25,1968,29,26,"2,403",26.7,0,,0,0,,2,0,0.00,,,0.00,,Matches,1994-1995
32,Manfred Binz,de GER,DF,Eint Frankfurt,28,1965,34,34,"3,060",34.0,4,,4,0,,4,0,0.12,,,0.12,,Matches,1994-1995
33,Günter Bittengel,cz CZE,FW,Uerdingen,28,1966,33,28,"2,459",27.3,4,,4,0,,3,0,0.15,,,0.15,,Matches,1994-1995
