,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,Season
0,Issah Abbas,gh GHA,FW,Mainz 05,19,1998,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches,2018-2019
1,David Abraham,ar ARG,DF,Eint Frankfurt,32,1986,17,17,"1,420",15.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.6,0.03,0.01,0.04,0.03,0.04,Matches,2018-2019
2,Amir Abrashi,al ALB,MF,Freiburg,28,1990,10,9,790,8.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.02,0.02,0.02,Matches,2018-2019
3,Tyler Adams,us USA,MF,RB Leipzig,19,1999,10,8,721,8.0,0,2,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.7,0.9,0.03,0.09,0.12,0.03,0.12,Matches,2018-2019
4,Antonis Aidonis,de GER,DF,Stuttgart,17,2001,2,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
5,Manuel Akanji,ch SUI,DF,Dortmund,23,1995,25,25,"2,205",24.5,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.4,1.2,0.03,0.01,0.05,0.03,0.05,Matches,2018-2019
6,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,23,1995,16,5,525,5.8,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.9,0.9,0.3,1.2,0.16,0.05,0.21,0.16,0.21,Matches,2018-2019
7,Kevin Akpoguma,ng NGA,DF,Hoffenheim,23,1995,8,5,499,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
8,Kevin Akpoguma,ng NGA,DF,Hannover 96,23,1995,4,4,313,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
9,David Alaba,at AUT,DF,Bayern Munich,26,1992,31,29,"2,530",28.1,3,3,3,0,0,4,0,0.11,0.11,0.21,0.11,0.21,2.2,2.2,4.9,7.1,0.08,0.17,0.25,0.08,0.25,Matches,2018-2019
10,Lucas Alario,ar ARG,FW,Leverkusen,25,1992,27,11,"1,265",14.1,9,3,9,0,0,1,0,0.64,0.21,0.85,0.64,0.85,7.9,7.9,1.9,9.8,0.56,0.13,0.70,0.56,0.70,Matches,2018-2019
11,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,27,1990,22,19,"1,660",18.4,1,3,1,0,0,3,1,0.05,0.16,0.22,0.05,0.22,0.3,0.3,1.4,1.8,0.02,0.08,0.10,0.02,0.10,Matches,2018-2019
12,Paco Alcácer,es ESP,FW,Dortmund,24,1993,26,11,"1,211",13.5,18,0,17,1,1,0,0,1.34,0.00,1.34,1.26,1.26,9.2,8.4,2.5,10.9,0.68,0.18,0.87,0.63,0.81,Matches,2018-2019
13,Thiago Alcántara,es ESP,MF,Bayern Munich,27,1991,30,26,"2,408",26.8,2,6,2,0,0,5,0,0.07,0.22,0.30,0.07,0.30,2.2,2.2,2.8,5.0,0.08,0.11,0.19,0.08,0.19,Matches,2018-2019
14,Allan,br BRA,"MF,DF",Eint Frankfurt,21,1997,4,2,176,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,Matches,2018-2019
15,Alfons Amade,de GER,MF,Hoffenheim,18,1999,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.78,0.00,0.78,0.78,0.78,Matches,2018-2019
