,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,Season
0,Suleiman Abdullahi,ng NGA,"FW,MF",Union Berlin,22,1996,6,1,157,1.7,1,0,1,0,0,1,0,0.57,0.00,0.57,0.57,0.57,1.3,1.3,0.2,1.4,0.72,0.10,0.82,0.72,0.82,Matches,2019-2020
1,David Abraham,ar ARG,DF,Eint Frankfurt,33,1986,20,19,"1,688",18.8,2,0,2,0,0,2,1,0.11,0.00,0.11,0.11,0.11,1.4,1.4,0.1,1.5,0.07,0.00,0.08,0.07,0.08,Matches,2019-2020
2,Amir Abrashi,al ALB,MF,Freiburg,29,1990,13,8,663,7.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.05,0.02,0.07,0.05,0.07,Matches,2019-2020
3,Tyler Adams,us USA,"MF,DF",RB Leipzig,20,1999,14,10,953,10.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.04,0.05,0.09,0.04,0.09,Matches,2019-2020
4,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,26,1993,15,6,746,8.3,5,1,5,0,0,1,0,0.60,0.12,0.72,0.60,0.72,4.1,4.1,0.9,5.0,0.49,0.11,0.60,0.49,0.60,Matches,2019-2020
5,Manuel Akanji,ch SUI,DF,Dortmund,24,1995,29,25,"2,309",25.7,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.8,0.8,0.8,1.6,0.03,0.03,0.06,0.03,0.06,Matches,2019-2020
6,Kevin Akpoguma,ng NGA,DF,Hoffenheim,24,1995,18,12,"1,142",12.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches,2019-2020
7,David Alaba,at AUT,DF,Bayern Munich,27,1992,28,27,"2,498",27.8,1,1,1,0,0,0,0,0.04,0.04,0.07,0.04,0.07,0.7,0.7,2.1,2.8,0.03,0.07,0.10,0.03,0.10,Matches,2019-2020
8,Lucas Alario,ar ARG,FW,Leverkusen,26,1992,24,11,"1,174",13.0,7,1,6,1,1,6,0,0.54,0.08,0.61,0.46,0.54,7.1,6.3,2.1,8.4,0.54,0.16,0.70,0.48,0.64,Matches,2019-2020
9,Paco Alcácer,es ESP,FW,Dortmund,25,1993,11,6,530,5.9,5,1,5,0,0,0,0,0.85,0.17,1.02,0.85,1.02,3.8,3.8,1.0,4.8,0.64,0.17,0.81,0.64,0.81,Matches,2019-2020
10,Thiago Alcántara,es ESP,MF,Bayern Munich,28,1991,24,20,"1,771",19.7,3,0,3,0,0,7,0,0.15,0.00,0.15,0.15,0.15,2.5,2.5,1.0,3.5,0.13,0.05,0.18,0.13,0.18,Matches,2019-2020
11,Nadiem Amiri,de GER,"MF,DF",Leverkusen,22,1996,30,22,"1,857",20.6,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,2.5,2.5,5.9,8.3,0.12,0.29,0.40,0.12,0.40,Matches,2019-2020
12,Ethan Ampadu,wls WAL,DF,RB Leipzig,18,2000,3,0,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.19,0.00,0.19,0.19,0.19,Matches,2019-2020
13,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,23,1996,12,5,500,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.2,0.17,0.06,0.22,0.17,0.22,Matches,2019-2020
14,Sebastian Andersson,se SWE,FW,Union Berlin,28,1991,33,31,"2,682",29.8,12,1,11,1,2,5,0,0.40,0.03,0.44,0.37,0.40,12.2,10.7,1.5,12.3,0.41,0.05,0.46,0.36,0.41,Matches,2019-2020
15,Robert Andrich,de GER,MF,Union Berlin,24,1994,30,30,"2,572",28.6,1,2,1,0,0,13,1,0.03,0.07,0.10,0.03,0.10,1.9,1.9,2.1,4.0,0.07,0.07,0.14,0.07,0.14,Matches,2019-2020
16,Angeliño,es ESP,DF,RB Leipzig,22,1997,13,12,"1,095",12.2,1,2,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25,0.7,0.7,2.3,3.1,0.06,0.19,0.25,0.06,0.25,Matches,2019-2020
