,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,David Abraham,ar ARG,DF,Eint Frankfurt,30,1986,30,30,"2,584",28.7,1,1,1,0,0,5,1,0.03,0.03,0.07,0.03,0.07,Matches,2016-2017
1,Amir Abrashi,al ALB,MF,Freiburg,26,1990,20,16,"1,320",14.7,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,2016-2017
2,René Adler,de GER,GK,Hamburger SV,31,1985,19,19,"1,710",19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
3,David Alaba,at AUT,DF,Bayern Munich,24,1992,32,29,"2,506",27.8,4,4,4,0,0,1,0,0.14,0.14,0.29,0.14,0.29,Matches,2016-2017
4,Thiago Alcántara,es ESP,MF,Bayern Munich,25,1991,27,26,"2,288",25.4,6,5,6,0,0,4,0,0.24,0.20,0.43,0.24,0.43,Matches,2016-2017
5,Sami Allagui,tn TUN,"FW,MF",Hertha BSC,30,1986,12,0,181,2.0,1,0,0,1,1,2,0,0.50,0.00,0.50,0.00,0.00,Matches,2016-2017
6,Allan,br BRA,MF,Hertha BSC,19,1997,15,8,798,8.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
7,Xabi Alonso,es ESP,MF,Bayern Munich,34,1981,27,22,"1,903",21.1,3,2,3,0,0,6,0,0.14,0.09,0.24,0.14,0.24,Matches,2016-2017
8,Halil Altıntop,tr TUR,MF,Augsburg,33,1982,31,17,"1,605",17.8,6,2,6,0,0,1,0,0.34,0.11,0.45,0.34,0.45,Matches,2016-2017
9,Hamit Altıntop,tr TUR,MF,Darmstadt 98,33,1982,16,15,"1,362",15.1,0,0,0,0,1,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
10,Nadiem Amiri,de GER,"MF,FW",Hoffenheim,19,1996,33,20,"1,989",22.1,2,4,2,0,0,2,0,0.09,0.18,0.27,0.09,0.27,Matches,2016-2017
11,Dennis Aogo,de GER,"MF,DF",Schalke 04,29,1987,7,3,290,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
12,Charles Aránguiz,cl CHI,MF,Leverkusen,27,1989,26,22,"1,815",20.2,2,2,1,1,2,8,2,0.10,0.10,0.20,0.05,0.15,Matches,2016-2017
13,Maximilian Arnold,de GER,MF,Wolfsburg,22,1994,32,28,"2,423",26.9,2,3,2,0,0,9,0,0.07,0.11,0.19,0.07,0.19,Matches,2016-2017
14,Barış Atik,de GER,"FW,MF",Hoffenheim,21,1995,3,0,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
15,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,27,1989,32,31,"2,779",30.9,31,3,29,2,4,3,0,1.00,0.10,1.10,0.94,1.04,Matches,2016-2017
16,Donis Avdijaj,xk KVX,MF,Schalke 04,19,1996,9,2,298,3.3,2,0,2,0,0,1,0,0.60,0.00,0.60,0.60,0.60,Matches,2016-2017
17,Florian Baak,de GER,DF,Hertha BSC,17,1999,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
18,Holger Badstuber,de GER,DF,Bayern Munich,27,1989,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
19,Holger Badstuber,de GER,DF,Schalke 04,27,1989,10,10,862,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
20,Nabil Bahoui,se SWE,MF,Hamburger SV,25,1991,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
21,Daniel Baier,de GER,MF,Augsburg,32,1984,27,27,"2,393",26.6,1,3,1,0,0,5,0,0.04,0.11,0.15,0.04,0.15,Matches,2016-2017
22,Leon Bailey,jm JAM,"FW,MF",Leverkusen,18,1997,8,0,140,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
23,Leon Balogun,ng NGA,DF,Mainz 05,28,1988,17,13,"1,023",11.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
24,Patrick Banggaard,dk DEN,DF,Darmstadt 98,22,1994,9,9,810,9.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
26,Philipp Bargfrede,de GER,MF,Werder Bremen,27,1989,11,4,455,5.1,1,1,1,0,0,3,0,0.20,0.20,0.40,0.20,0.40,Matches,2016-2017
27,Aymen Barkok,ma MAR,MF,Eint Frankfurt,18,1998,18,6,659,7.3,2,2,2,0,0,1,0,0.27,0.27,0.55,0.27,0.55,Matches,2016-2017
28,Fin Bartels,de GER,"FW,MF",Werder Bremen,29,1987,31,23,"2,219",24.7,8,6,8,0,0,4,0,0.32,0.24,0.57,0.32,0.57,Matches,2016-2017
29,Marc Bartra,es ESP,DF,Dortmund,25,1991,19,18,"1,560",17.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
30,Robert Bauer,de GER,"DF,MF",Werder Bremen,21,1995,27,25,"2,122",23.6,1,3,1,0,0,5,0,0.04,0.13,0.17,0.04,0.17,Matches,2016-2017
