,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Markus Ahlf,de GER,DF,St. Pauli,18,1977,1,1,46,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
1,Jonathan Akpoborie,ng NGA,FW,Hansa Rostock,27,1968,31,31,"2,729",30.3,14,,14,0,,7,0,0.46,,,0.46,,Matches,1996-1997
2,Thorsten Albustin,de GER,GK,MSV Duisburg,22,1974,1,0,3,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
3,Antonio Ananiev,bg BUL,GK,Köln,31,1965,4,4,360,4.0,0,,0,0,,0,1,0.00,,,0.00,,Matches,1996-1997
4,Ingo Anderbrügge,de GER,MF,Schalke 04,32,1964,28,21,"1,850",20.6,3,,2,1,,1,0,0.15,,,0.10,,Matches,1996-1997
5,Dirk Anders,de GER,MF,MSV Duisburg,29,1966,6,0,113,1.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
6,Henrik Andersen,dk DEN,DF,Köln,31,1965,28,28,"2,405",26.7,4,,4,0,,5,0,0.15,,,0.15,,Matches,1996-1997
7,Patrik Andersson,se SWE,DF,M'Gladbach,24,1971,32,32,"2,848",31.6,1,,1,0,,5,1,0.03,,,0.03,,Matches,1996-1997
8,Markus Anfang,de GER,MF,Düsseldorf,22,1974,26,18,"1,599",17.8,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
9,Markus Babbel,de GER,DF,Bayern Munich,23,1972,31,30,"2,672",29.7,1,,1,0,,3,0,0.03,,,0.03,,Matches,1996-1997
10,Jörg Bach,de GER,DF,Düsseldorf,30,1965,26,26,"2,194",24.4,1,,1,0,,7,0,0.04,,,0.04,,Matches,1996-1997
11,Markus Bähr,de GER,MF,Karlsruher,21,1974,13,6,458,5.1,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
12,Krasimir Balakov,bg BUL,MF,Stuttgart,30,1966,31,31,"2,621",29.1,13,,9,4,,3,2,0.45,,,0.31,,Matches,1996-1997
13,Sergej Barbarez,ba BIH,"FW,MF",Hansa Rostock,24,1971,27,15,"1,306",14.5,2,,2,0,,2,0,0.14,,,0.14,,Matches,1996-1997
14,Karsten Bäron,de GER,FW,Hamburger SV,23,1973,25,22,"1,990",22.1,7,,7,0,,1,0,0.32,,,0.32,,Matches,1996-1997
15,Mario Basler,de GER,"FW,MF",Bayern Munich,27,1968,27,26,"1,976",22.0,8,,6,2,,4,0,0.36,,,0.27,,Matches,1996-1997
16,Karsten Baumann,de GER,DF,Köln,26,1969,32,32,"2,738",30.4,1,,1,0,,5,0,0.03,,,0.03,,Matches,1996-1997
17,Steffen Baumgart,de GER,FW,Hansa Rostock,24,1972,31,17,"1,642",18.2,4,,4,0,,2,0,0.22,,,0.22,,Matches,1996-1997
18,Henryk Bałuszyński,pl POL,FW,Bochum,24,1972,23,17,"1,541",17.1,1,,1,0,,0,0,0.06,,,0.06,,Matches,1996-1997
19,Christian Beeck,de GER,DF,Hansa Rostock,24,1971,12,9,813,9.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
20,Wolfgang de Beer,de GER,GK,Dortmund,32,1964,1,0,13,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
21,Stefan Beinlich,de GER,MF,Hansa Rostock,24,1972,33,33,"2,970",33.0,8,,6,2,,7,0,0.24,,,0.18,,Matches,1996-1997
22,Manfred Bender,de GER,MF,1860 Munich,30,1966,24,17,"1,524",16.9,2,,2,0,,2,0,0.12,,,0.12,,Matches,1996-1997
23,Manfred Bender,de GER,MF,Karlsruher,30,1966,1,1,59,0.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
24,Stefan Beneking,de GER,GK,Freiburg,27,1969,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
26,Rainer Berg,de GER,GK,1860 Munich,30,1965,23,23,"2,070",23.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
27,Thomas Berthold,de GER,DF,Stuttgart,31,1964,28,28,"2,213",24.6,2,,2,0,,4,2,0.08,,,0.08,,Matches,1996-1997
28,Vladimir Beschastnykh,ru RUS,"FW,MF",Werder Bremen,22,1974,3,1,153,1.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
29,Miroslav Bičanić,hr CRO,MF,MSV Duisburg,26,1969,14,2,366,4.1,1,,1,0,,1,0,0.25,,,0.25,,Matches,1996-1997
30,Fredi Bobic,de GER,FW,Stuttgart,24,1971,33,33,"2,869",31.9,19,,19,0,,8,0,0.60,,,0.60,,Matches,1996-1997
31,Michael Bochtler,de GER,DF,St. Pauli,20,1975,19,15,"1,277",14.2,0,,0,0,,1,1,0.00,,,0.00,,Matches,1996-1997
32,Olaf Bodden,de GER,FW,1860 Munich,28,1968,9,5,501,5.6,3,,3,0,,1,0,0.54,,,0.54,,Matches,1996-1997
33,Jörg Bode,de GER,MF,Arminia,26,1969,32,28,"2,522",28.0,1,,1,0,,2,0,0.04,,,0.04,,Matches,1996-1997
34,Marco Bode,de GER,"FW,MF",Werder Bremen,27,1969,33,33,"2,949",32.8,10,,10,0,,0,0,0.31,,,0.31,,Matches,1996-1997
35,Mike Bodenstein,de GER,FW,Karlsruher,17,1978,3,0,20,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
36,Jörg Böhme,de GER,MF,1860 Munich,22,1974,15,6,593,6.6,1,,1,0,,4,0,0.15,,,0.15,,Matches,1996-1997
37,Daniel Borimirov,bg BUL,MF,1860 Munich,26,1970,31,17,"1,643",18.3,9,,9,0,,5,0,0.49,,,0.49,,Matches,1996-1997
38,Frank Böse,de GER,GK,St. Pauli,27,1969,7,6,591,6.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
39,Christian Brand,de GER,MF,Werder Bremen,24,1972,24,16,"1,528",17.0,1,,1,0,,3,0,0.06,,,0.06,,Matches,1996-1997
40,Martin Braun,de GER,MF,Köln,27,1968,18,9,861,9.6,2,,2,0,,2,0,0.21,,,0.21,,Matches,1996-1997
41,Perry Bräutigam,dd GDR,GK,Hansa Rostock,33,1963,34,34,"2,959",32.9,0,,0,0,,1,1,0.00,,,0.00,,Matches,1996-1997
42,André Breitenreiter,de GER,"FW,MF",Hamburger SV,22,1973,26,15,"1,462",16.2,5,,5,0,,1,0,0.31,,,0.31,,Matches,1996-1997
43,Matthias Breitkreutz,de GER,MF,Arminia,25,1971,24,21,"1,783",19.8,5,,4,1,,5,0,0.25,,,0.20,,Matches,1996-1997
44,Matthias Breitkreutz,de GER,MF,Hansa Rostock,25,1971,1,1,57,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
45,Geirmund Brendesæter,no NOR,DF,Arminia,26,1970,13,4,503,5.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
46,Andreas Buck,de GER,MF,Stuttgart,28,1967,18,8,889,9.9,1,,1,0,,4,0,0.10,,,0.10,,Matches,1996-1997
47,Delron Buckley,za RSA,"FW,MF",Bochum,18,1977,2,1,38,0.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
48,Andrzej Buncol,pl POL,MF,Düsseldorf,36,1959,6,1,203,2.3,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
49,Damir Burić,hr CRO,"DF,MF",Freiburg,32,1964,26,21,"1,799",20.0,3,,3,0,,10,0,0.15,,,0.15,,Matches,1996-1997
50,Mike Büskens,de GER,MF,Schalke 04,28,1968,29,23,"2,183",24.3,1,,1,0,,5,0,0.04,,,0.04,,Matches,1996-1997
52,Vladimir But,ru RUS,MF,Dortmund,18,1977,11,2,361,4.0,1,,1,0,,0,0,0.25,,,0.25,,Matches,1996-1997
53,Manuel Cardoni,lu LUX,MF,Leverkusen,23,1972,1,0,3,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
54,Rodolfo Cardoso,ar ARG,MF,Hamburger SV,27,1968,20,20,"1,727",19.2,2,,2,0,,1,0,0.10,,,0.10,,Matches,1996-1997
55,Rodolfo Cardoso,ar ARG,MF,Werder Bremen,27,1968,8,3,333,3.7,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
56,Eberhard Carl,de GER,FW,Karlsruher,31,1965,24,14,"1,369",15.2,4,,4,0,,5,0,0.26,,,0.26,,Matches,1996-1997
57,Harald Cerny,at AUT,MF,1860 Munich,22,1973,34,34,"2,923",32.5,3,,3,0,,0,0,0.09,,,0.09,,Matches,1996-1997
58,Júlio César,br BRA,DF,Dortmund,33,1963,10,10,876,9.7,3,,3,0,,0,0,0.31,,,0.31,,Matches,1996-1997
59,Stéphane Chapuisat,ch SUI,FW,Dortmund,27,1969,30,27,"2,407",26.7,13,,11,2,,4,0,0.49,,,0.41,,Matches,1996-1997
60,Sławomir Chałaśkiewicz,pl POL,"FW,MF",Hansa Rostock,32,1963,24,7,933,10.4,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
61,Thomas Cichon,de GER,DF,Köln,20,1976,19,9,"1,058",11.8,0,,0,0,,6,0,0.00,,,0.00,,Matches,1996-1997
62,Ryszard Cyroń,pl POL,FW,Düsseldorf,31,1965,19,12,"1,081",12.0,1,,1,0,,0,0,0.08,,,0.08,,Matches,1996-1997
63,Martin Dahlin,se SWE,FW,M'Gladbach,28,1968,19,19,"1,642",18.2,10,,10,0,,1,0,0.55,,,0.55,,Matches,1996-1997
64,Dirk Dammann,de GER,DF,St. Pauli,28,1967,19,19,"1,687",18.7,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
65,Harry Decheiver,nl NED,FW,Freiburg,26,1970,19,19,"1,673",18.6,7,,6,1,,3,0,0.38,,,0.32,,Matches,1996-1997
66,Igor Dobrovolski,xc CIS,"FW,MF",Düsseldorf,28,1967,15,11,"1,010",11.2,4,,4,0,,5,2,0.36,,,0.36,,Matches,1996-1997
67,Georgi Donkov,bg BUL,FW,Bochum,26,1970,30,25,"2,132",23.7,10,,10,0,,10,0,0.42,,,0.42,,Matches,1996-1997
68,Thomas Dooley,us USA,"DF,MF",Schalke 04,35,1961,8,3,417,4.6,2,,2,0,,0,0,0.43,,,0.43,,Matches,1996-1997
69,Jens Dowe,de GER,MF,Hamburger SV,28,1968,4,1,201,2.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
70,Darko Dražić,hr CRO,DF,Düsseldorf,33,1963,17,13,"1,089",12.1,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
71,Martin Driller,de GER,FW,St. Pauli,26,1970,23,15,"1,501",16.7,4,,4,0,,2,0,0.24,,,0.24,,Matches,1996-1997
72,Sean Dundee,de GER,FW,Karlsruher,23,1972,29,29,"2,580",28.7,17,,15,2,,1,0,0.59,,,0.52,,Matches,1996-1997
73,Demir Duric,,FW,St. Pauli,19,1976,1,0,6,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
74,Arnold Dybek,de GER,MF,Schalke 04,21,1975,1,0,2,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
