,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Otto Addo,gh GHA,MF,Dortmund,25,1975,32,24,"2,268",25.2,9,5,9,0,0,6,0,0.36,0.20,0.56,0.36,0.56,Matches,2000-2001
1,Adhemar,br BRA,FW,Stuttgart,28,1972,11,8,660,7.3,7,0,7,0,0,4,0,0.95,0.00,0.95,0.95,0.95,Matches,2000-2001
2,Silvio Adzic,de GER,"FW,MF",Kaiserslautern,19,1980,6,1,162,1.8,1,2,1,0,0,0,0,0.56,1.11,1.67,0.56,1.67,Matches,2000-2001
3,Victor Agali,ng NGA,FW,Hansa Rostock,21,1978,22,21,"1,850",20.6,5,2,5,0,0,9,1,0.24,0.10,0.34,0.24,0.34,Matches,2000-2001
4,Jan Åge Fjørtoft,no NOR,FW,Eint Frankfurt,33,1967,14,7,734,8.2,3,1,3,0,0,3,0,0.37,0.12,0.49,0.37,0.49,Matches,2000-2001
5,Paul Agostino,au AUS,FW,1860 Munich,25,1975,27,19,"1,733",19.3,12,2,12,0,0,2,0,0.62,0.10,0.73,0.62,0.73,Matches,2000-2001
6,Abdelaziz Ahanfouf,ma MAR,FW,Unterhaching,22,1978,10,1,259,2.9,1,1,1,0,0,4,0,0.35,0.35,0.69,0.35,0.69,Matches,2000-2001
7,Abdelaziz Ahanfouf,ma MAR,FW,Hansa Rostock,22,1978,4,0,66,0.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
8,Charles Akonnor,gh GHA,MF,Wolfsburg,26,1974,27,25,"2,294",25.5,5,2,2,3,3,7,0,0.20,0.08,0.27,0.08,0.16,Matches,2000-2001
9,Jonathan Akpoborie,ng NGA,FW,Wolfsburg,31,1968,20,15,"1,206",13.4,8,2,8,0,0,3,0,0.60,0.15,0.75,0.60,0.75,Matches,2000-2001
10,Bruno Akrapović,ba BIH,MF,Energie Cottbus,32,1967,30,30,"2,616",29.1,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,2000-2001
11,Ünal Alpuğan,de GER,MF,Schalke 04,26,1973,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
12,Alex Alves,br BRA,FW,Hertha BSC,25,1974,23,22,"1,731",19.2,8,3,8,0,1,2,1,0.42,0.16,0.57,0.42,0.57,Matches,2000-2001
13,Patrik Andersson,se SWE,DF,Bayern Munich,28,1971,22,20,"1,847",20.5,1,1,1,0,0,0,0,0.05,0.05,0.10,0.05,0.10,Matches,2000-2001
14,Archil Arveladze,ge GEO,FW,Köln,27,1973,26,15,"1,296",14.4,7,1,7,0,0,1,0,0.49,0.07,0.56,0.49,0.56,Matches,2000-2001
15,Magnus Arvidsson,se SWE,FW,Hansa Rostock,27,1973,29,22,"1,914",21.3,4,1,4,0,0,3,0,0.19,0.05,0.24,0.19,0.24,Matches,2000-2001
16,Gerald Asamoah,de GER,"FW,MF",Schalke 04,21,1978,29,22,"2,044",22.7,4,2,4,0,0,7,0,0.18,0.09,0.26,0.18,0.26,Matches,2000-2001
17,Marko Babić,hr CRO,"DF,MF",Leverkusen,19,1981,3,0,81,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
18,Alexander Bade,de GER,GK,Köln,29,1970,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2000-2001
19,Krasimir Balakov,bg BUL,MF,Stuttgart,34,1966,28,27,"2,335",25.9,6,6,2,4,4,5,2,0.23,0.23,0.46,0.08,0.31,Matches,2000-2001
20,Michael Ballack,de GER,MF,Leverkusen,23,1976,27,27,"2,295",25.5,7,3,5,2,2,12,1,0.27,0.12,0.39,0.20,0.31,Matches,2000-2001
21,Ivica Banović,hr CRO,MF,Werder Bremen,19,1980,17,7,782,8.7,0,3,0,0,0,2,0,0.00,0.35,0.35,0.00,0.35,Matches,2000-2001
22,Miroslav Baranek,cz CZE,MF,Köln,26,1973,16,7,629,7.0,2,0,2,0,0,1,1,0.29,0.00,0.29,0.29,0.29,Matches,2000-2001
