,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Mohammed Abdellaoue,no NOR,FW,Hannover 96,24,1985,26,26,"2,086",23.2,10,1,10,0,0,1,0,0.43,0.04,0.47,0.43,0.47,Matches,2010-2011
1,Yacine Abdessadki,ma MAR,MF,Freiburg,29,1981,21,20,"1,753",19.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
2,Mathias Abel,de GER,DF,Kaiserslautern,29,1981,19,19,"1,663",18.5,2,0,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,2010-2011
3,René Adler,de GER,GK,Leverkusen,25,1985,32,32,"2,880",32.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
4,David Alaba,at AUT,"DF,MF",Bayern Munich,18,1992,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
5,David Alaba,at AUT,"DF,MF",Hoffenheim,18,1992,17,17,"1,530",17.0,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,Matches,2010-2011
6,Sami Allagui,tn TUN,"FW,MF",Mainz 05,24,1986,28,18,"1,568",17.4,10,3,10,0,0,1,0,0.57,0.17,0.75,0.57,0.75,Matches,2010-2011
7,Hugo Almeida,pt POR,FW,Werder Bremen,26,1984,13,7,702,7.8,9,0,9,0,0,0,1,1.15,0.00,1.15,1.15,1.15,Matches,2010-2011
8,Halil Altıntop,tr TUR,"FW,MF",Eint Frankfurt,27,1982,34,26,"2,370",26.3,0,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,2010-2011
9,Hamit Altıntop,tr TUR,"DF,MF",Bayern Munich,27,1982,14,8,731,8.1,2,3,2,0,0,1,0,0.25,0.37,0.62,0.25,0.62,Matches,2010-2011
10,Caio Alves,br BRA,MF,Eint Frankfurt,24,1986,27,12,"1,291",14.3,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,2010-2011
11,Ioannis Amanatidis,gr GRE,"FW,MF",Eint Frankfurt,28,1981,19,6,631,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
12,Martin Amedick,de GER,DF,Kaiserslautern,27,1982,26,23,"2,124",23.6,2,0,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,2010-2011
13,Chadli Amri,dz ALG,"FW,MF",Kaiserslautern,25,1984,6,1,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
14,Andrezinho,br BRA,DF,Köln,28,1981,8,6,555,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
15,Anthony Annan,gh GHA,MF,Schalke 04,24,1986,9,8,693,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
16,Dennis Aogo,de GER,"DF,MF",Hamburger SV,23,1987,20,20,"1,785",19.8,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,2010-2011
17,Juan Arango,ve VEN,MF,M'Gladbach,30,1980,25,24,"1,998",22.2,4,6,4,0,0,3,1,0.18,0.27,0.45,0.18,0.45,Matches,2010-2011
18,Marko Arnautović,at AUT,"FW,MF",Werder Bremen,21,1989,25,15,"1,551",17.2,3,3,3,0,0,4,0,0.17,0.17,0.35,0.17,0.35,Matches,2010-2011
19,Gerald Asamoah,de GER,"FW,MF",St. Pauli,31,1978,27,21,"1,894",21.0,6,5,6,0,0,5,1,0.29,0.24,0.52,0.29,0.52,Matches,2010-2011
20,Johan Audel,mq MTQ,"FW,MF",Stuttgart,26,1983,3,0,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
21,Renato Augusto,br BRA,MF,Leverkusen,22,1988,27,26,"2,208",24.5,6,3,6,0,0,5,0,0.24,0.12,0.37,0.24,0.37,Matches,2010-2011
22,Denni Avdić,se SWE,"FW,MF",Werder Bremen,21,1988,7,2,159,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
23,Danilo Avelar,br BRA,"DF,MF",Schalke 04,21,1989,3,2,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
24,Christopher Avevor,de GER,"DF,MF",Hannover 96,18,1992,5,3,282,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
26,Onur Ayık,tr TUR,"FW,MF",Werder Bremen,20,1990,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
27,Demba Ba,sn SEN,FW,Hoffenheim,25,1985,17,15,"1,274",14.2,6,1,6,0,0,0,0,0.42,0.07,0.49,0.42,0.49,Matches,2010-2011
28,Haruna Babangida,ng NGA,"FW,MF",Mainz 05,27,1982,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
29,Ryan Babel,nl NED,"FW,MF",Hoffenheim,23,1986,15,15,"1,292",14.4,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,2010-2011
30,Holger Badstuber,de GER,DF,Bayern Munich,21,1989,23,21,"1,845",20.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
31,Mamadou Bah,gn GUI,MF,Stuttgart,22,1988,2,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
32,Logan Bailly,be BEL,GK,M'Gladbach,24,1985,15,15,"1,350",15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
33,Hanno Balitsch,de GER,MF,Leverkusen,29,1981,24,9,908,10.1,3,0,3,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches,2010-2011
34,Michael Ballack,de GER,MF,Leverkusen,33,1976,17,13,"1,175",13.1,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,2010-2011
35,Leon Balogun,ng NGA,DF,Werder Bremen,22,1988,3,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
36,Anderson Bamba,br BRA,DF,M'Gladbach,22,1988,13,11,"1,036",11.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
37,Ivica Banović,hr CRO,MF,Freiburg,29,1980,2,1,101,1.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2010-2011
38,Philipp Bargfrede,de GER,MF,Werder Bremen,21,1989,28,23,"1,928",21.4,0,1,0,0,0,8,1,0.00,0.05,0.05,0.00,0.05,Matches,2010-2011
39,Tranquillo Barnetta,ch SUI,MF,Leverkusen,25,1985,24,19,"1,505",16.7,2,2,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches,2010-2011
40,Lucas Barrios,py PAR,FW,Dortmund,25,1984,32,29,"2,468",27.4,16,2,16,0,1,3,0,0.58,0.07,0.66,0.58,0.66,Matches,2010-2011
41,Fin Bartels,de GER,"FW,MF",St. Pauli,23,1987,31,23,"2,183",24.3,2,2,2,0,0,3,1,0.08,0.08,0.16,0.08,0.16,Matches,2010-2011
