,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Ignazio Abate,it ITA,"DF,MF",Milan,25,1986,27,25,"2,291",25.5,0,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,2012-2013
1,Christian Abbiati,it ITA,GK,Milan,35,1977,28,28,"2,444",27.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
2,Elvis Abbruscato,it ITA,FW,Pescara,31,1981,25,11,"1,148",12.8,2,0,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,2012-2013
3,Mathías Abero,uy URU,"DF,MF",Bologna,22,1990,10,1,264,2.9,0,1,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,Matches,2012-2013
4,Francesco Acerbi,it ITA,DF,Milan,24,1988,6,5,473,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
5,Francesco Acerbi,it ITA,DF,Chievo,24,1988,7,5,443,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
6,Robert Acquafresca,it ITA,FW,Bologna,24,1987,6,3,276,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
7,Afriyie Acquah,gh GHA,MF,Parma,20,1992,13,4,540,6.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
8,Michael Agazzi,it ITA,GK,Cagliari,28,1984,35,35,"3,099",34.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
9,Federico Agliardi,it ITA,GK,Bologna,29,1983,22,20,"1,898",21.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
10,Salvador Agra,pt POR,"FW,MF",Siena,20,1991,8,3,309,3.4,0,2,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58,Matches,2012-2013
11,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,21,1990,25,14,"1,535",17.1,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,2012-2013
12,Said Ahmed Said,it ITA,FW,Genoa,19,1993,5,0,126,1.4,1,1,1,0,0,0,0,0.71,0.71,1.43,0.71,1.43,Matches,2012-2013
13,Allan,br BRA,"DF,MF",Udinese,21,1991,36,33,"3,039",33.8,0,6,0,0,0,6,0,0.00,0.18,0.18,0.00,0.18,Matches,2012-2013
14,Sergio Almirón,ar ARG,MF,Catania,31,1980,30,26,"1,947",21.6,4,0,4,0,0,5,0,0.18,0.00,0.18,0.18,0.18,Matches,2012-2013
15,Pablo Álvarez,ar ARG,DF,Catania,28,1984,27,26,"2,194",24.4,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
16,Ricky Álvarez,ar ARG,MF,Inter,24,1988,23,12,"1,182",13.1,5,1,4,1,2,0,0,0.38,0.08,0.46,0.30,0.38,Matches,2012-2013
17,Amauri,it ITA,FW,Parma,32,1980,33,26,"2,263",25.1,10,4,9,1,1,3,0,0.40,0.16,0.56,0.36,0.52,Matches,2012-2013
18,Massimo Ambrosini,it ITA,MF,Milan,35,1977,20,16,"1,237",13.7,0,1,0,0,0,10,1,0.00,0.07,0.07,0.00,0.07,Matches,2012-2013
19,Marco Amelia,it ITA,GK,Milan,30,1982,11,10,976,10.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
20,Álvaro Ampuero,pe PER,"DF,MF",Parma,19,1992,5,4,298,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
21,Marco Andreolli,it ITA,DF,Chievo,26,1986,28,28,"2,492",27.7,2,0,2,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches,2012-2013
22,Mariano Andújar,ar ARG,GK,Catania,29,1983,34,34,"3,060",34.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
23,Nicolas Anelka,fr FRA,FW,Juventus,33,1979,2,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
24,Gabriele Angella,it ITA,DF,Udinese,23,1989,14,11,"1,073",11.9,4,0,4,0,0,4,0,0.34,0.00,0.34,0.34,0.34,Matches,2012-2013
26,Ângelo,br BRA,"DF,MF",Siena,31,1981,28,27,"2,189",24.3,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,Matches,2012-2013
27,Mirco Antenucci,it ITA,FW,Catania,27,1984,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
28,Luca Antonelli,it ITA,"DF,MF",Genoa,25,1987,33,32,"2,812",31.2,1,5,1,0,0,7,0,0.03,0.16,0.19,0.03,0.19,Matches,2012-2013
29,Luca Antonini,it ITA,"DF,MF",Milan,29,1982,6,5,422,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
30,Juan Antonio,ar ARG,"FW,MF",Sampdoria,24,1988,2,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
31,Mikael Antonsson,se SWE,DF,Bologna,31,1981,31,31,"2,731",30.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
32,Alberto Aquilani,it ITA,MF,Fiorentina,28,1984,25,20,"1,662",18.5,7,6,7,0,1,6,1,0.38,0.32,0.70,0.38,0.70,Matches,2012-2013
33,Egidio Arévalo,uy URU,MF,Palermo,30,1982,27,22,"2,018",22.4,2,2,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches,2012-2013
34,Lorenzo Ariaudo,it ITA,DF,Cagliari,23,1989,17,15,"1,416",15.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
35,Pablo Armero,co COL,"DF,MF",Napoli,25,1986,15,4,584,6.5,0,3,0,0,0,2,0,0.00,0.46,0.46,0.00,0.46,Matches,2012-2013
36,Pablo Armero,co COL,"DF,MF",Udinese,25,1986,10,8,753,8.4,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,2012-2013
37,Salvatore Aronica,it ITA,DF,Napoli,34,1978,5,3,216,2.4,0,2,0,0,0,2,0,0.00,0.83,0.83,0.00,0.83,Matches,2012-2013
38,Salvatore Aronica,it ITA,DF,Palermo,34,1978,16,16,"1,342",14.9,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
39,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,23,1988,27,22,"1,972",21.9,2,6,2,0,0,1,0,0.09,0.27,0.37,0.09,0.37,Matches,2012-2013
40,Davide Astori,it ITA,DF,Cagliari,25,1987,32,31,"2,764",30.7,0,0,0,0,0,7,2,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
41,Błażej Augustyn,pl POL,DF,Catania,24,1988,1,0,34,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
42,Danilo Avelar,br BRA,"DF,MF",Cagliari,23,1989,20,19,"1,667",18.5,0,3,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches,2012-2013
43,Vlada Avramov,rs SRB,GK,Cagliari,33,1979,5,3,321,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
44,Pavol Bajza,sk SVK,GK,Parma,20,1991,1,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2012-2013
