,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Christian Abbiati,it ITA,GK,Milan,22,1977,29,29,"2,610",29.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
1,Nelson Abeijón,uy URU,MF,Cagliari,26,1973,6,4,393,4.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
2,Adaílton,br BRA,FW,Hellas Verona,22,1977,28,17,"1,437",16.0,7,2,5,2,2,0,0,0.44,0.13,0.56,0.31,0.44,Matches,1999-2000
3,Daniele Adani,it ITA,DF,Fiorentina,25,1974,27,23,"2,089",23.2,1,1,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,Matches,1999-2000
4,Alfredo Aglietti,it ITA,FW,Hellas Verona,28,1970,12,10,738,8.2,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches,1999-2000
5,Ivan Aiardi,it ITA,GK,Lecce,28,1971,1,0,15,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1999-2000
6,Demetrio Albertini,it ITA,"FW,MF",Milan,27,1971,26,23,"1,692",18.8,1,3,1,0,0,5,1,0.05,0.16,0.21,0.05,0.21,Matches,1999-2000
7,Aldair,br BRA,DF,Roma,33,1965,34,34,"3,060",34.0,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,1999-2000
8,Dmitri Alenichev,ru RUS,MF,Roma,26,1972,7,3,238,2.6,1,1,1,0,0,0,0,0.38,0.38,0.76,0.38,0.76,Matches,1999-2000
9,Dmitri Alenichev,ru RUS,MF,Perugia,26,1972,15,12,"1,003",11.1,0,4,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,Matches,1999-2000
10,Mohammed Aliyu,ng NGA,FW,Milan,17,1982,1,0,19,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1999-2000
11,Matías Almeyda,ar ARG,"DF,MF",Lazio,25,1973,19,15,"1,327",14.7,1,1,1,0,0,8,0,0.07,0.07,0.14,0.07,0.14,Matches,1999-2000
12,Massimo Ambrosini,it ITA,MF,Milan,22,1977,29,25,"2,134",23.7,2,1,2,0,0,9,1,0.08,0.04,0.13,0.08,0.13,Matches,1999-2000
13,Raffaele Ametrano,it ITA,MF,Cagliari,26,1973,11,8,734,8.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
14,Guillermo Amor,es ESP,MF,Fiorentina,31,1967,8,2,238,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
15,Christian Amoroso,it ITA,MF,Fiorentina,22,1976,23,15,"1,331",14.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
16,Márcio Amoroso,br BRA,FW,Parma,25,1974,16,14,"1,107",12.3,4,2,4,0,0,3,0,0.33,0.16,0.49,0.33,0.49,Matches,1999-2000
17,Nicola Amoruso,it ITA,FW,Perugia,24,1974,25,22,"1,904",21.2,11,1,9,2,3,1,1,0.52,0.05,0.57,0.43,0.47,Matches,1999-2000
18,Giuseppe Anastasi,it ITA,DF,Hellas Verona,25,1973,1,0,58,0.6,0,,0,0,,1,0,0.00,,,0.00,,Matches,1999-2000
19,Daniel Andersson,se SWE,"DF,MF",Bari,21,1977,32,32,"2,880",32.0,5,3,2,3,3,3,0,0.16,0.09,0.25,0.06,0.16,Matches,1999-2000
20,Kennet Andersson,se SWE,FW,Bologna,31,1967,30,25,"2,334",25.9,7,4,7,0,0,8,0,0.27,0.15,0.42,0.27,0.42,Matches,1999-2000
21,Francesco Antonioli,it ITA,GK,Roma,29,1969,30,30,"2,700",30.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
22,Luigi Apolloni,it ITA,DF,Hellas Verona,32,1967,28,28,"2,483",27.6,2,0,2,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches,1999-2000
23,Stephen Appiah,gh GHA,MF,Udinese,18,1980,4,2,225,2.5,0,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,1999-2000
24,Leonardo Araújo,br BRA,"DF,MF",Milan,29,1969,20,11,936,10.4,4,3,4,0,0,2,0,0.38,0.29,0.67,0.38,0.67,Matches,1999-2000
26,Edoardo Artistico,it ITA,FW,Torino,30,1969,8,2,294,3.3,2,0,2,0,0,6,2,0.61,0.00,0.61,0.61,0.61,Matches,1999-2000
27,Marcos Assunção,br BRA,MF,Roma,23,1976,21,20,"1,767",19.6,1,4,1,0,0,7,0,0.05,0.20,0.25,0.05,0.25,Matches,1999-2000
28,Antonino Asta,it ITA,MF,Torino,28,1970,8,5,447,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
29,Roberto Ayala,ar ARG,DF,Milan,26,1973,13,9,891,9.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
30,Ibrahim Ba,fr FRA,MF,Perugia,25,1973,16,13,"1,089",12.1,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,1999-2000
31,Jonathan Bachini,it ITA,MF,Juventus,24,1975,6,2,285,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
32,Dino Baggio,it ITA,MF,Parma,28,1971,24,23,"1,847",20.5,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,1999-2000
33,Roberto Baggio,it ITA,"FW,MF",Inter,32,1967,18,7,767,8.5,4,4,3,1,1,0,0,0.47,0.47,0.94,0.35,0.82,Matches,1999-2000
34,Abel Balbo,ar ARG,FW,Fiorentina,33,1966,19,9,899,10.0,3,2,3,0,0,1,0,0.30,0.20,0.50,0.30,0.50,Matches,1999-2000
35,David Balleri,it ITA,DF,Lecce,30,1969,32,32,"2,728",30.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
36,Marco Ballotta,it ITA,GK,Lazio,35,1964,9,6,721,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1999-2000
37,Roberto Baronio,it ITA,MF,Reggina,21,1977,31,30,"2,482",27.6,3,2,2,1,1,6,3,0.11,0.07,0.18,0.07,0.15,Matches,1999-2000
38,Gustavo Bartelt,ar ARG,FW,Roma,24,1974,3,0,20,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1999-2000
