,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,John van 't Schip,nl NED,"FW,MF",Genoa,30,1963,33,24,"2,245",24.9,5,,5,0,,2,0,0.20,,,0.20,,Matches,1994-1995
1,Giuseppe Accardi,it ITA,DF,Reggiana,30,1964,2,1,119,1.3,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
2,Daniele Adani,it ITA,DF,Brescia,20,1974,20,19,"1,684",18.7,0,,0,0,,4,0,0.00,,,0.00,,Matches,1994-1995
3,Massimo Agostini,it ITA,FW,Napoli,30,1964,32,31,"2,737",30.4,9,,8,1,,5,0,0.30,,,0.26,,Matches,1994-1995
4,Rui Águas,pt POR,FW,Reggiana,34,1960,12,4,534,5.9,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
5,Giuseppe Alberga,it ITA,GK,Bari,27,1966,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1994-1995
6,Demetrio Albertini,it ITA,"FW,MF",Milan,22,1971,30,28,"2,457",27.3,2,,1,1,,6,0,0.07,,,0.04,,Matches,1994-1995
7,Aldair,br BRA,DF,Roma,28,1965,28,28,"2,482",27.6,1,,1,0,,1,0,0.04,,,0.04,,Matches,1994-1995
8,Angelo Alessio,it ITA,"FW,MF",Bari,29,1965,14,7,710,7.9,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
9,Adriano Alex Taribello,it ITA,FW,Reggiana,17,1976,7,3,307,3.4,0,,0,0,,1,0,0.00,,,0.00,,Matches,1994-1995
10,Massimiliano Allegri,it ITA,MF,Cagliari,26,1967,24,13,"1,380",15.3,1,,1,0,,1,0,0.07,,,0.07,,Matches,1994-1995
11,Luca Altomare,it ITA,MF,Napoli,22,1972,5,0,41,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
12,Gabriele Ambrosetti,it ITA,MF,Brescia,20,1973,9,4,467,5.2,2,,2,0,,0,0,0.39,,,0.39,,Matches,1994-1995
13,Daniele Amerini,it ITA,MF,Fiorentina,19,1974,13,2,423,4.7,0,,0,0,,3,0,0.00,,,0.00,,Matches,1994-1995
14,Lorenzo Amoruso,it ITA,DF,Bari,23,1971,27,27,"2,340",26.0,4,,4,0,,12,0,0.15,,,0.15,,Matches,1994-1995
15,Luca Amoruso,it ITA,MF,Foggia,18,1975,2,0,21,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
16,Jocelyn Angloma,fr FRA,"DF,MF",Torino,28,1965,29,29,"2,462",27.4,4,,4,0,,3,0,0.15,,,0.15,,Matches,1994-1995
17,Enrico Annoni,it ITA,DF,Roma,28,1966,24,16,"1,413",15.7,0,,0,0,,4,0,0.00,,,0.00,,Matches,1994-1995
18,Paolo Annoni,it ITA,DF,Bari,24,1970,18,14,"1,417",15.7,0,,0,0,,2,0,0.00,,,0.00,,Matches,1994-1995
19,Francesco Antonioli,it ITA,GK,Reggiana,24,1969,30,30,"2,700",30.0,0,,,,,0,0,0.00,,,,,Matches,1994-1995
20,Luigi Apolloni,it ITA,DF,Parma,27,1967,29,29,"2,552",28.4,0,,0,0,,6,1,0.00,,,0.00,,Matches,1994-1995
21,Faustino Asprilla,co COL,FW,Parma,24,1969,25,24,"2,097",23.3,6,,6,0,,4,1,0.26,,,0.26,,Matches,1994-1995
22,Roberto Bacci,it ITA,DF,Lazio,27,1967,11,5,601,6.7,1,,1,0,,1,1,0.15,,,0.15,,Matches,1994-1995
23,Dino Baggio,it ITA,MF,Parma,23,1971,31,31,"2,572",28.6,6,,6,0,,5,0,0.21,,,0.21,,Matches,1994-1995
24,Roberto Baggio,it ITA,"FW,MF",Juventus,27,1967,17,17,"1,451",16.1,8,,6,2,,1,0,0.50,,,0.37,,Matches,1994-1995
26,Francesco Baiano,it ITA,FW,Fiorentina,26,1968,27,26,"2,175",24.2,2,,2,0,,2,0,0.08,,,0.08,,Matches,1994-1995
27,Matteo Baiocchi,it ITA,MF,Foggia,20,1974,3,0,52,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1994-1995
28,Abel Balbo,ar ARG,FW,Roma,28,1966,32,32,"2,757",30.6,22,,17,5,,2,0,0.72,,,0.55,,Matches,1994-1995
29,David Balleri,it ITA,DF,Padova,25,1969,31,31,"2,610",29.0,1,,1,0,,9,1,0.03,,,0.03,,Matches,1994-1995
