,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,John van 't Schip,nl NED,"FW,MF",Genoa,28,1963,29,17,"1,642",18.2,2,,2,0,,0,1,0.11,,,0.11,,Matches,1992-1993
1,Beniamino Abate,it ITA,GK,Internazionale,30,1962,7,5,550,6.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1992-1993
2,Massimo Agostini,it ITA,FW,Ancona,28,1964,33,33,"2,890",32.1,12,,11,1,,2,0,0.37,,,0.34,,Matches,1992-1993
3,Carlos Aguilera,uy URU,FW,Torino,27,1964,31,31,"2,557",28.4,12,,12,0,,5,1,0.42,,,0.42,,Matches,1992-1993
4,Demetrio Albertini,it ITA,"FW,MF",Milan,20,1971,29,23,"2,142",23.8,2,,2,0,,6,0,0.08,,,0.08,,Matches,1992-1993
5,Aldair,br BRA,DF,Roma,26,1965,28,28,"2,415",26.8,2,,2,0,,4,0,0.07,,,0.07,,Matches,1992-1993
6,Alemão,br BRA,MF,Atalanta,30,1961,22,20,"1,764",19.6,2,,2,0,,0,1,0.10,,,0.10,,Matches,1992-1993
7,Salvatore Alfieri,it ITA,DF,Pescara,22,1969,18,13,"1,221",13.6,0,,0,0,,3,1,0.00,,,0.00,,Matches,1992-1993
8,Massimiliano Allegri,it ITA,MF,Pescara,24,1967,31,31,"2,732",30.4,12,,7,5,,6,0,0.40,,,0.23,,Matches,1992-1993
9,Antonio Aloisi,it ITA,DF,Torino,23,1968,9,3,410,4.6,0,,0,0,,2,0,0.00,,,0.00,,Matches,1992-1993
10,Luca Altomare,it ITA,MF,Napoli,20,1972,14,10,821,9.1,0,,0,0,,4,0,0.00,,,0.00,,Matches,1992-1993
11,Enrico Annoni,it ITA,DF,Torino,26,1966,25,25,"2,235",24.8,0,,0,0,,7,0,0.00,,,0.00,,Matches,1992-1993
12,Francesco Antonioli,it ITA,GK,Milan,22,1969,9,9,695,7.7,0,,0,0,,1,0,0.00,,,0.00,,Matches,1992-1993
13,Luigi Apolloni,it ITA,DF,Parma,25,1967,31,31,"2,778",30.9,0,,0,0,,8,0,0.00,,,0.00,,Matches,1992-1993
14,Roberto Arco,it ITA,FW,Genoa,18,1974,6,1,194,2.2,1,,1,0,,0,0,0.46,,,0.46,,Matches,1992-1993
15,Faustino Asprilla,co COL,FW,Parma,22,1969,26,19,"1,803",20.0,7,,7,0,,3,1,0.35,,,0.35,,Matches,1992-1993
16,Vincenzo Aureli,it ITA,FW,Pescara,19,1973,2,0,53,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matches,1992-1993
17,Mauro Bacchin,it ITA,GK,Foggia,22,1969,4,3,314,3.5,0,,0,0,,0,0,0.00,,,0.00,,Matches,1992-1993
18,Roberto Bacci,it ITA,DF,Lazio,25,1967,31,28,"2,551",28.3,0,,0,0,,7,1,0.00,,,0.00,,Matches,1992-1993
19,Dino Baggio,it ITA,MF,Juventus,21,1971,32,31,"2,709",30.1,1,,1,0,,2,0,0.03,,,0.03,,Matches,1992-1993
20,Roberto Baggio,it ITA,"FW,MF",Juventus,25,1967,27,26,"2,246",25.0,21,,18,3,,1,0,0.84,,,0.72,,Matches,1992-1993
21,Cristian Baglieri,it ITA,FW,Napoli,18,1974,1,1,90,1.0,0,,,,,0,0,0.00,,,,,Matches,1992-1993
22,Francesco Baiano,it ITA,FW,Fiorentina,24,1968,32,32,"2,862",31.8,10,,8,2,,7,0,0.31,,,0.25,,Matches,1992-1993
23,Abel Balbo,ar ARG,FW,Udinese,26,1966,32,32,"2,854",31.7,21,,16,5,,4,0,0.66,,,0.50,,Matches,1992-1993
