,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Beniamino Abate,it ITA,GK,Cagliari,34,1962,3,3,270,3.0,0,,,,,0,0,0.00,,,,,Matches,1996-1997
1,Alfredo Aglietti,it ITA,FW,Napoli,25,1970,28,20,"1,926",21.4,8,,8,0,,1,0,0.37,,,0.37,,Matches,1996-1997
2,Demetrio Albertini,it ITA,"FW,MF",Milan,24,1971,29,27,"2,427",27.0,8,,1,7,,4,0,0.30,,,0.04,,Matches,1996-1997
3,Aldair,br BRA,DF,Roma,30,1965,32,32,"2,877",32.0,2,,2,0,,5,0,0.06,,,0.06,,Matches,1996-1997
4,Massimiliano Allegri,it ITA,MF,Perugia,28,1967,15,15,"1,210",13.4,3,,2,1,,5,1,0.22,,,0.15,,Matches,1996-1997
5,Luca Altomare,it ITA,MF,Napoli,24,1972,17,8,769,8.5,1,,1,0,,1,0,0.12,,,0.12,,Matches,1996-1997
6,Amaral,br BRA,MF,Parma,23,1973,4,0,84,0.9,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
7,Gabriele Ambrosetti,it ITA,MF,Vicenza,22,1973,25,18,"1,418",15.8,6,,6,0,,2,0,0.38,,,0.38,,Matches,1996-1997
8,Massimo Ambrosini,it ITA,MF,Milan,19,1977,11,4,452,5.0,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
9,Daniele Amerini,it ITA,MF,Vicenza,21,1974,16,9,701,7.8,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
10,Raffaele Ametrano,it ITA,MF,Juventus,23,1973,1,0,1,0.0,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
11,Raffaele Ametrano,it ITA,MF,Hellas Verona,23,1973,19,17,"1,476",16.4,0,,0,0,,7,0,0.00,,,0.00,,Matches,1996-1997
12,Márcio Amoroso,br BRA,FW,Udinese,22,1974,28,22,"1,847",20.5,12,,9,3,,3,0,0.58,,,0.44,,Matches,1996-1997
13,Lorenzo Amoruso,it ITA,DF,Fiorentina,25,1971,23,21,"1,901",21.1,1,,1,0,,8,2,0.05,,,0.05,,Matches,1996-1997
14,Nicola Amoruso,it ITA,FW,Juventus,21,1974,23,10,"1,105",12.3,4,,3,1,,2,0,0.33,,,0.24,,Matches,1996-1997
15,Kennet Andersson,se SWE,FW,Bologna,28,1967,29,29,"2,503",27.8,8,,8,0,,3,2,0.29,,,0.29,,Matches,1996-1997
16,Jocelyn Angloma,fr FRA,"DF,MF",Internazionale,30,1965,30,28,"2,525",28.1,1,,1,0,,4,2,0.04,,,0.04,,Matches,1996-1997
17,Enrico Annoni,it ITA,DF,Roma,30,1966,12,11,929,10.3,0,,0,0,,2,0,0.00,,,0.00,,Matches,1996-1997
18,Francesco Antonioli,it ITA,GK,Bologna,26,1969,33,33,"2,970",33.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
19,Luigi Apolloni,it ITA,DF,Parma,29,1967,8,5,505,5.6,0,,0,0,,4,0,0.00,,,0.00,,Matches,1996-1997
20,Christian Araboni,it ITA,FW,Reggiana,17,1979,3,1,123,1.4,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
21,Luca Ariatti,it ITA,"DF,MF",Reggiana,17,1978,3,3,257,2.9,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
22,Edoardo Artistico,it ITA,FW,Perugia,27,1969,3,0,54,0.6,1,,1,0,,0,0,1.67,,,1.67,,Matches,1996-1997
23,Roberto Ayala,ar ARG,DF,Napoli,23,1973,30,30,"2,561",28.5,1,,1,0,,5,3,0.04,,,0.04,,Matches,1996-1997
24,Roberto Bacci,it ITA,DF,Hellas Verona,29,1967,30,30,"2,461",27.3,1,,1,0,,10,0,0.04,,,0.04,,Matches,1996-1997
26,Maurizio Baciocchi,it ITA,FW,Perugia,19,1977,1,0,14,0.2,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
27,Dino Baggio,it ITA,MF,Parma,25,1971,31,31,"2,757",30.6,2,,2,0,,7,2,0.07,,,0.07,,Matches,1996-1997
28,Roberto Baggio,it ITA,"FW,MF",Milan,29,1967,23,16,"1,485",16.5,5,,5,0,,3,0,0.30,,,0.30,,Matches,1996-1997
29,Francesco Baiano,it ITA,FW,Fiorentina,28,1968,21,9,920,10.2,2,,1,1,,2,2,0.20,,,0.10,,Matches,1996-1997
30,Abel Balbo,ar ARG,FW,Roma,30,1966,30,29,"2,527",28.1,17,,12,5,,5,0,0.61,,,0.43,,Matches,1996-1997
31,Francesco Baldini,it ITA,DF,Napoli,22,1974,32,31,"2,835",31.5,0,,0,0,,7,0,0.00,,,0.00,,Matches,1996-1997
32,David Balleri,it ITA,DF,Sampdoria,27,1969,29,29,"2,522",28.0,0,,0,0,,12,3,0.00,,,0.00,,Matches,1996-1997
33,Marco Ballotta,it ITA,GK,Reggiana,32,1964,34,34,"3,054",33.9,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
34,Giacomo Banchelli,it ITA,FW,Cagliari,23,1973,5,2,222,2.5,3,,3,0,,0,0,1.22,,,1.22,,Matches,1996-1997
35,Franco Baresi,it ITA,DF,Milan,36,1960,26,26,"2,296",25.5,0,,0,0,,3,0,0.00,,,0.00,,Matches,1996-1997
36,Simone Barone,it ITA,MF,Parma,18,1978,2,0,17,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1996-1997
37,Marco Baroni,it ITA,DF,Hellas Verona,32,1963,26,23,"2,047",22.7,0,,0,0,,4,0,0.00,,,0.00,,Matches,1996-1997
38,Roberto Baronio,it ITA,MF,Lazio,18,1977,15,5,495,5.5,0,,0,0,,4,0,0.00,,,0.00,,Matches,1996-1997
39,Gabriel Batistuta,ar ARG,FW,Fiorentina,27,1969,32,32,"2,860",31.8,13,,11,2,,4,0,0.41,,,0.35,,Matches,1996-1997
40,Graziano Battistini,it ITA,GK,Udinese,25,1970,10,10,900,10.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1996-1997
