club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
AC Le Havre,Abder Ramdane,22,Centre-Forward,Nîmes Olympique,loan transfer,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Dzoni Novak,26,Left Midfield,NK Olimpija,?,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Maamar Mamouni,20,Defensive Midfield,AC Ajaccio,?,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Tomasz Wieszczycki,24,Central Midfield,Legia Warszawa,?,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,David Mazzoncini,24,Defensive Midfield,FC Martigues,?,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Momo Sylla,19,Right Winger,US Créteil,?,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Jean-Luc Beauchet,23,Goalkeeper,A. Salbris Sports,?,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Roger Boli,30,Centre-Forward,Lens,?,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Chris Kiwomya,26,Centre-Forward,Arsenal,loan transfer,in,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Jérémy Hénin,18,Centre-Back,Le Havre B,-,in,Summer,0,Ligue 1,1996,1996/1997
AC Le Havre,Ibrahim Bá,22,Right Midfield,G. Bordeaux,free transfer,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Claude Fichaux,27,Centre-Back,Saint-Étienne,free transfer,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Olivier Debert,21,Right-Back,O Charleville,?,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Lyambo Etshélé,27,Defensive Midfield,FC Saint-Leu,?,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Christophe Lagrange,29,attack,Saint-Étienne,?,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Ghislain Chauray,24,Goalkeeper,US Fécamp,?,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Cédric Daury,26,midfield,Cannes,?,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Alain Caveglia,28,Second Striker,Olympique Lyon,?,out,Summer,NA,Ligue 1,1996,1996/1997
AC Le Havre,Ardian Kozniku,28,Centre-Forward,APOEL Nicosia,?,out,Summer,NA,Ligue 1,1996,1996/1997
SM Caen,Anthony Bancarel,25,Centre-Forward,G. Bordeaux,loan transfer,in,Summer,NA,Ligue 1,1996,1996/1997
