club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Piacenza FC,Enzo Maresca,22,Central Midfield,Juventus,Loan fee:€3.00m,in,Summer,3,Serie A,2002,2002/2003
Piacenza FC,Marco Stella,21,midfield,Pescara,€700Th.,in,Summer,0.7,Serie A,2002,2002/2003
Piacenza FC,Dario Marcolin,30,Defensive Midfield,Sampdoria,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Simone Paoletti,18,Goalkeeper,Cagliese,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Johnnier Montaño,19,Attacking Midfield,AC Parma,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Luigi Riccio,24,Central Midfield,Ternana,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Hugo Campagnaro,22,Centre-Back,CD Morón,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Amedeo Mangone,33,Centre-Back,Brescia,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Ibrahim Babatunde,17,Centre-Forward,Arezzo,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Sergey Gurenko,29,Right-Back,AC Parma,loan transfer,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Mauro Óbolo,20,Centre-Forward,Vélez Sarsfield,loan transfer,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Matteo Abbate,18,Centre-Back,Piacenza U19,-,in,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Sergio Volpi,28,Central Midfield,Sampdoria,€3.50m,out,Summer,3.5,Serie A,2002,2002/2003
Piacenza FC,Nicola Mora,22,Left-Back,Bari,€1.50m,out,Summer,1.5,Serie A,2002,2002/2003
Piacenza FC,Amauri,22,Centre-Forward,Empoli,€150Th.,out,Summer,0.15,Serie A,2002,2002/2003
Piacenza FC,Carmine Gautieri,31,Right Winger,Atalanta BC,free transfer,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Roberto Maltagliati,33,Centre-Back,Ancona,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Lorenzo Liverani,18,defence,Pavia,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Alessandro Lucarelli,24,Centre-Back,US Palermo,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Matuzalém,22,Defensive Midfield,AC Parma,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Daniele Cacia,18,Centre-Forward,Ternana,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Davide Bagnacani,22,Goalkeeper,Castel di Sangro,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Marco Comotto,18,Centre-Back,Imolese,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Francesco Zerbini,22,Centre-Forward,Sambenedettese,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Francesco Statuto,30,Central Midfield,Without Club,-,out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Paolo Poggi,31,Centre-Forward,AC Parma,"End of loanJun 30, 2002",out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Vincenzo Sommese,26,Right Winger,Vicenza,"End of loanJun 30, 2002",out,Summer,0,Serie A,2002,2002/2003
Como Calcio,Sasa Bjelanovic,23,Centre-Forward,Varteks,€2.50m,in,Summer,2.5,Serie A,2002,2002/2003
Como Calcio,Fabrizio Ferron,36,Goalkeeper,Hellas Verona,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Nikola Lazetic,24,Right Winger,Fenerbahce,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Vincenzo Chianese,26,Centre-Forward,Vicenza,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Pasquale Padalino,29,Centre-Back,Inter,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Marco Rossi,24,Right Midfield,Florentia,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Giuseppe Greco,18,Centre-Forward,Pavia,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Jean-Paul van Gastel,30,Centre-Back,Ternana,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Ciro De Cesare,30,Second Striker,Chievo Verona,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Niccolò Guzzo,19,Right-Back,Fiorentina U19,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Massimo Tarantino,31,Left-Back,Bologna,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Milan Zahalka,25,Goalkeeper,Carrarese,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Benny Carbone,30,Second Striker,Middlesbrough,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Jorge Serna,22,Centre-Forward,Indep. Medellín,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Mirko Benin,24,Attacking Midfield,Florentia,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Luca Belingheri,19,Attacking Midfield,Alzano Virescit,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Juarez,28,Right-Back,Lecce,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Denis Godeas,27,Centre-Forward,Messina Peloro,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Benoît Cauet,33,Central Midfield,Torino,?,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Stjepan Tomas,26,Centre-Back,Vicenza,loan transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Fabio Pecchia,28,Right Midfield,Bologna,loan transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Jonatan Binotto,27,Right Winger,Inter,loan transfer,in,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Luis Oliveira,33,Centre-Forward,Catania,€500Th.,out,Summer,0.5,Serie A,2002,2002/2003
Como Calcio,Alfredo Femiano,23,Defensive Midfield,Lucchese,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Marco Nappi,36,Second Striker,Savona,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Stephen Makinwa,18,Centre-Forward,Reggiana,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Cristiano Pavone,30,Left-Back,Messina Peloro,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Massimo Lombardini,30,midfield,Alessandria,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Davide Olivares,30,midfield,Lucchese,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Vincenzo Pandullo,31,defence,Legnano,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Andrea Corti,19,defence,US Canzese,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Simone Bridarolli,20,attack,Retired,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Luca Del Chiaro,21,defence,Lucchese,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Christian Terni,30,Centre-Back,Ternana,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Fabio Gallo,31,Defensive Midfield,Treviso,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Francesco Bega,27,Centre-Back,Triestina,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Nicola Zanini,28,Attacking Midfield,Triestina,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Francesco Pedone,34,Right Midfield,Sampdoria,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Andrea Ardito,25,Defensive Midfield,Bologna,?,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Luca Belingheri,19,Attacking Midfield,Siena,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Nikola Lazetic,24,Right Winger,Chievo Verona,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Roberto Colacone,28,Second Striker,Vicenza,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Vincenzo Chianese,26,Centre-Forward,Treviso,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Como Calcio,Carlo Taldo,30,Centre-Forward,Modena,"End of loanJul 1, 2002",out,Summer,0,Serie A,2002,2002/2003
Como Calcio,Gianluca Spinelli,35,Goalkeeper,Retired,-,out,Summer,0,Serie A,2002,2002/2003
Como Calcio,Ljubisa Dundjerski,30,Central Midfield,Atalanta BC,"End of loanJun 30, 2002",out,Summer,0,Serie A,2002,2002/2003
Como Calcio,Nicola Corrent,22,Central Midfield,Milan,"End of loanJun 30, 2002",out,Summer,0,Serie A,2002,2002/2003
Atalanta BC,Apostolos Liolidis,24,Right Winger,Aris Saloniki,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Carmine Gautieri,31,Right Winger,Piacenza,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Danilo Zini,24,Centre-Back,Pistoiese,?,in,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Ivan Javorcic,23,Defensive Midfield,Treviso,?,in,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Santos,20,Centre-Back,Comercial-SP,loan transfer,in,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Alessandro Wilson,19,defence,Atalanta U19,-,in,Summer,0,Serie A,2002,2002/2003
Atalanta BC,Luca Saudati,23,Centre-Forward,Empoli,Loan fee:€1.00m,out,Summer,1,Serie A,2002,2002/2003
Atalanta BC,Davide Pinato,38,Goalkeeper,Sampdoria,free transfer,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Massimo Paganin,31,Centre-Back,Sampdoria,free transfer,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Joelson,18,Right Winger,Pavia,?,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Ljubisa Dundjerski,30,Central Midfield,Treviso,?,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Corrado Colombo,22,Centre-Forward,Sampdoria,?,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Pierluigi Orlandini,29,Right Midfield,Brindisi,?,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Biagio Pagano,19,Right Winger,Lumezzane,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Nicholas Caglioni,19,Goalkeeper,Uso Calcio,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Atalanta BC,Luca Cavalli,24,Central Midfield,Retired,-,out,Summer,0,Serie A,2002,2002/2003
Atalanta BC,Gianluca Falsini,26,Left-Back,AC Parma,"End of loanJun 30, 2002",out,Summer,0,Serie A,2002,2002/2003
Juventus FC,Manuele Blasi,21,Central Midfield,Perugia,€17.70m,in,Summer,17.7,Serie A,2002,2002/2003
Juventus FC,Mauro Camoranesi,25,Right Midfield,Hellas Verona,€8.50m,in,Summer,8.5,Serie A,2002,2002/2003
Juventus FC,Fabrizio Miccoli,23,Centre-Forward,Ternana,€7.50m,in,Summer,7.5,Serie A,2002,2002/2003
Juventus FC,Marco Di Vaio,26,Centre-Forward,AC Parma,Loan fee:€7.00m,in,Summer,7,Serie A,2002,2002/2003
Juventus FC,Abdoulay Konko,18,Right-Back,Genoa CFC Youth,free transfer,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Antonio Chimenti,32,Goalkeeper,Lecce,?,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Salvatore Fresi,29,Centre-Back,Bologna,?,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Mattia Cassani,18,Right-Back,Canavese Youth,?,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Daniele Gastaldello,19,Centre-Back,Padova,?,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Davide Baiocco,27,Defensive Midfield,Perugia,?,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Emiliano Moretti,21,Centre-Back,Florentia,?,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Rubén Olivera,19,Central Midfield,Danubio FC,loan transfer,in,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Aboubacar Fofana,19,Left Midfield,Juventus U19,-,in,Summer,0,Serie A,2002,2002/2003
Juventus FC,Matteo Brighi,21,Central Midfield,AC Parma,€5.00m,out,Summer,5,Serie A,2002,2002/2003
Juventus FC,Fabián Carini,22,Goalkeeper,Standard Liège,€5.00m,out,Summer,5,Serie A,2002,2002/2003
Juventus FC,Enzo Maresca,22,Central Midfield,Piacenza,Loan fee:€3.00m,out,Summer,3,Serie A,2002,2002/2003
Juventus FC,Vincent Péricard,19,Centre-Forward,Portsmouth,€600Th.,out,Summer,0.6,Serie A,2002,2002/2003
Juventus FC,Giuseppe Sculli,21,Left Winger,Modena,Loan fee:€400Th.,out,Summer,0.4,Serie A,2002,2002/2003
Juventus FC,Nicola Amoruso,27,Centre-Forward,Perugia,?,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Michele Paramatti,34,Left-Back,Bologna,?,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Marco Zanchi,25,Centre-Back,Bologna,?,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Luigi Lavecchia,20,Right Midfield,Ascoli,?,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Andrea Gasbarroni,20,Second Striker,Sampdoria,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Francesco Scardina,20,Centre-Back,PAOK Salonika,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Aboubacar Fofana,19,Left Midfield,PAOK Salonika,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Massimiliano Vieri,23,Centre-Forward,Hellas Verona,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
Juventus FC,Felice Piccolo,18,Centre-Back,Lucchese,loan transfer,out,Summer,NA,Serie A,2002,2002/2003
