,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Gary Ablett,eng ENG,DF,Everton,29,1965,13,13,"1,017",11.3,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,1995-1996
1,Tony Adams,eng ENG,DF,Arsenal,28,1966,21,21,"1,890",21.0,1,1,1,0,0,4,1,0.05,0.05,0.10,0.05,0.10,Matches,1995-1996
2,Jan Åge Fjørtoft,no NOR,FW,Middlesbrough,28,1967,28,27,"2,341",26.0,6,4,6,0,0,3,0,0.23,0.15,0.38,0.23,0.38,Matches,1995-1996
3,Philippe Albert,be BEL,DF,Newcastle Utd,27,1967,23,19,"1,804",20.0,4,1,4,0,0,5,0,0.20,0.05,0.25,0.20,0.25,Matches,1995-1996
4,Bradley Allen,eng ENG,FW,QPR,23,1971,8,4,386,4.3,1,1,1,0,0,3,0,0.23,0.23,0.47,0.23,0.47,Matches,1995-1996
5,Chris Allen,eng ENG,MF,Nott'ham Forest,22,1972,3,1,119,1.3,1,1,1,0,,1,0,0.76,0.76,1.51,0.76,1.51,Matches,1995-1996
6,Martin Allen,eng ENG,MF,West Ham,29,1965,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,1995-1996
7,Daniel Amokachi,ng NGA,FW,Everton,22,1972,25,17,"1,745",19.4,6,3,6,0,0,1,0,0.31,0.15,0.46,0.31,0.46,Matches,1995-1996
8,Darren Anderton,eng ENG,MF,Tottenham,23,1972,8,6,549,6.1,2,1,2,0,0,0,0,0.33,0.16,0.49,0.33,0.49,Matches,1995-1996
9,Neal Ardley,eng ENG,MF,Wimbledon,22,1972,6,4,365,4.1,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,1995-1996
10,Chris Armstrong,eng ENG,FW,Tottenham,24,1971,36,36,"3,240",36.0,15,6,15,0,0,4,0,0.42,0.17,0.58,0.42,0.58,Matches,1995-1996
11,Faustino Asprilla,co COL,FW,Newcastle Utd,25,1969,14,11,980,10.9,3,7,3,0,0,2,0,0.28,0.64,0.92,0.28,0.92,Matches,1995-1996
12,Peter Atherton,eng ENG,"DF,MF",Sheffield Weds,25,1970,36,36,"3,240",36.0,0,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,1995-1996
13,Mark Atkins,eng ENG,"DF,MF",Blackburn,26,1968,4,0,45,0.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,1995-1996
14,Dean Austin,eng ENG,DF,Tottenham,25,1970,28,28,"2,520",28.0,0,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches,1995-1996
15,Phil Babb,ie IRL,DF,Liverpool,24,1970,28,28,"2,502",27.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1995-1996
