club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Borussia Dortmund,Robert Lewandowski,21,Centre-Forward,Lech Poznan,€4.75m,in,Summer,4.75,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Mitchell Langerak,21,Goalkeeper,Melbourne,€500Th.,in,Summer,0.5,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Antônio da Silva,32,Attacking Midfield,Karlsruher SC,free transfer,in,Summer,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Lukasz Piszczek,25,Right-Back,Hertha BSC,free transfer,in,Summer,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Shinji Kagawa,21,Attacking Midfield,Cerezo Osaka,free transfer,in,Summer,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Johannes Focher,20,Goalkeeper,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Lasse Sobiech,19,Centre-Back,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Marco Stiepermann,19,Attacking Midfield,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Daniel Ginczek,19,Centre-Forward,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Mario Götze,18,Attacking Midfield,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Florian Kringe,27,Central Midfield,Hertha BSC,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Nelson Valdez,26,Centre-Forward,Hércules CF,€3.50m,out,Summer,3.5,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Marc Ziegler,34,Goalkeeper,VfB Stuttgart,€300Th.,out,Summer,0.3,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Dimitar Rangelov,27,Second Striker,M. Tel Aviv,Loan fee:€200Th.,out,Summer,0.2,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Uwe Hünemeier,24,Centre-Back,Energie Cottbus,€100Th.,out,Summer,0.1,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Julian Koch,19,Defensive Midfield,MSV Duisburg,Loan fee:€50Th.,out,Summer,0.05,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Tinga,32,Central Midfield,Internacional,free transfer,out,Summer,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Marcel Höttecke,23,Goalkeeper,Union Berlin,free transfer,out,Summer,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Bajram Sadrijaj,23,Centre-Forward,Career break,-,out,Summer,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Christopher Kullmann,23,Centre-Forward,B. Dortmund II,-,out,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,David Alaba,18,Centre-Back,FC Bayern II,-,in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Toni Kroos,20,Central Midfield,Bay. Leverkusen,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,José Sosa,25,Central Midfield,Estudiantes,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Luca Toni,33,Centre-Forward,AS Roma,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Breno,20,Centre-Back,1.FC Nuremberg,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Andreas Ottl,25,Defensive Midfield,1.FC Nuremberg,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,Edson Braafheid,27,Left-Back,Celtic,"End of loanJun 30, 2010",in,Summer,0,1 Bundesliga,2010,2010/2011
Bayern Munich,José Sosa,25,Central Midfield,SSC Napoli,€3.00m,out,Summer,3,1 Bundesliga,2010,2010/2011
Bayern Munich,Andreas Görlitz,28,Right-Back,FC Ingolstadt,free transfer,out,Summer,NA,1 Bundesliga,2010,2010/2011
Bayern Munich,Luca Toni,33,Centre-Forward,Genoa,free transfer,out,Summer,NA,1 Bundesliga,2010,2010/2011
Bayern Munich,Christian Lell,25,Right-Back,Hertha BSC,free transfer,out,Summer,NA,1 Bundesliga,2010,2010/2011
Bayern Munich,Mehmet Ekici,20,Attacking Midfield,1.FC Nuremberg,loan transfer,out,Summer,NA,1 Bundesliga,2010,2010/2011
Bayern Munich,Michael Rensing,26,Goalkeeper,Without Club,-,out,Summer,0,1 Bundesliga,2010,2010/2011
FC Schalke 04,Klaas-Jan Huntelaar,27,Centre-Forward,AC Milan,€14.00m,in,Summer,14,1 Bundesliga,2010,2010/2011
FC Schalke 04,José Manuel Jurado,24,Attacking Midfield,Atlético Madrid,€11.00m,in,Summer,11,1 Bundesliga,2010,2010/2011
