club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Juventus FC,Paulo Dybala,21,Second Striker,US Palermo,€41.00m,in,Summer,41,Serie A,2015,2015/2016
Juventus FC,Miralem Pjanic,26,Central Midfield,AS Roma,€32.00m,in,Summer,32,Serie A,2015,2015/2016
Juventus FC,Alex Sandro,24,Left-Back,FC Porto,€28.00m,in,Summer,28,Serie A,2015,2015/2016
Juventus FC,Mario Mandzukic,29,Centre-Forward,Atlético Madrid,€19.00m,in,Summer,19,Serie A,2015,2015/2016
Juventus FC,Simone Zaza,24,Centre-Forward,Sassuolo,€18.00m,in,Summer,18,Serie A,2015,2015/2016
Juventus FC,Roberto Pereyra,24,Attacking Midfield,Udinese Calcio,€15.00m,in,Summer,15,Serie A,2015,2015/2016
Juventus FC,Hernanes,30,Attacking Midfield,Inter,€13.00m,in,Summer,13,Serie A,2015,2015/2016
Juventus FC,Alberto Brignoli,23,Goalkeeper,Ternana,€2.35m,in,Summer,2.35,Serie A,2015,2015/2016
Juventus FC,Eric Lanini,21,Centre-Forward,US Palermo,€2.00m,in,Summer,2,Serie A,2015,2015/2016
Juventus FC,Juan Cuadrado,27,Right-Back,Chelsea,Loan fee:€1.80m,in,Summer,1.8,Serie A,2015,2015/2016
Juventus FC,Andrés Tello,18,Central Midfield,Envigado,€1.60m,in,Summer,1.6,Serie A,2015,2015/2016
Juventus FC,Mame Thiam,22,Left Winger,Virtus Lanciano,€1.40m,in,Summer,1.4,Serie A,2015,2015/2016
Juventus FC,Joyce Anacoura,20,Goalkeeper,Parma,€750Th.,in,Summer,0.75,Serie A,2015,2015/2016
Juventus FC,Mario Lemina,21,Defensive Midfield,Marseille,Loan fee:€500Th.,in,Summer,0.5,Serie A,2015,2015/2016
Juventus FC,Gregorio Luperini,21,Central Midfield,Pontedera,€99Th.,in,Summer,0.099,Serie A,2015,2015/2016
Juventus FC,Alberto Cerri,19,Centre-Forward,Parma,free transfer,in,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Neto,25,Goalkeeper,Fiorentina,free transfer,in,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Sami Khedira,28,Central Midfield,Real Madrid,free transfer,in,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Stefano Beltrame,22,Attacking Midfield,Sampdoria,?,in,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Vajebah Sakor,19,Defensive Midfield,Juventus U19,-,in,Summer,0,Serie A,2015,2015/2016
Juventus FC,Mattia Vitale,17,Central Midfield,Juventus U19,-,in,Summer,0,Serie A,2015,2015/2016
Juventus FC,Albert Roussos,19,Centre-Back,Juventus U19,-,in,Summer,0,Serie A,2015,2015/2016
Juventus FC,Emil Audero,18,Goalkeeper,Juventus U19,-,in,Summer,0,Serie A,2015,2015/2016
Juventus FC,Arturo Vidal,28,Central Midfield,FC Bayern,€39.25m,out,Summer,39.25,Serie A,2015,2015/2016
Juventus FC,Angelo Ogbonna,27,Centre-Back,West Ham,€11.00m,out,Summer,11,Serie A,2015,2015/2016
Juventus FC,Domenico Berardi,20,Right Winger,Sassuolo,€10.00m,out,Summer,10,Serie A,2015,2015/2016
Juventus FC,Kingsley Coman,19,Right Winger,FC Bayern,Loan fee:€7.00m,out,Summer,7,Serie A,2015,2015/2016
Juventus FC,Carlos Tévez,31,Second Striker,Boca Juniors,€6.50m,out,Summer,6.5,Serie A,2015,2015/2016
Juventus FC,Frederik Sörensen,23,Centre-Back,1. FC Köln,€1.78m,out,Summer,1.78,Serie A,2015,2015/2016
Juventus FC,Edoardo Goldaniga,21,Centre-Back,US Palermo,€1.50m,out,Summer,1.5,Serie A,2015,2015/2016
Juventus FC,Mbaye Diagne,23,Centre-Forward,Újpest FC,€1.15m,out,Summer,1.15,Serie A,2015,2015/2016
Juventus FC,Mauricio Isla,27,Right-Back,Marseille,Loan fee:€1.00m,out,Summer,1,Serie A,2015,2015/2016
Juventus FC,Alberto Cerri,19,Centre-Forward,Cagliari Calcio,Loan fee:€1.00m,out,Summer,1,Serie A,2015,2015/2016
Juventus FC,Andrés Tello,18,Central Midfield,Cagliari Calcio,Loan fee:€1.00m,out,Summer,1,Serie A,2015,2015/2016
Juventus FC,Ouasim Bouy,22,Defensive Midfield,PEC Zwolle,Loan fee:€100Th.,out,Summer,0.1,Serie A,2015,2015/2016
Juventus FC,Fernando Llorente,30,Centre-Forward,Sevilla FC,free transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Simone Pepe,31,Right Winger,Chievo Verona,free transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Gianmarco Vannucchi,19,Goalkeeper,Alessandria,free transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,James Troisi,27,Attacking Midfield,Ittihad,free transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Marco Storari,38,Goalkeeper,Cagliari Calcio,free transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Andrea Pirlo,36,Defensive Midfield,New York City,free transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Marco Di Benedetto,19,Left Winger,Virtus Lanciano,free transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Elvis Kabashi,21,Central Midfield,Pontedera,loan transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Carlo Ilari,23,Central Midfield,Santarcangelo,loan transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Davide Cais,21,Centre-Forward,Carrarese,loan transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Eros Castelletto,19,Central Midfield,Pordenone,loan transfer,out,Summer,NA,Serie A,2015,2015/2016
Juventus FC,Luca Barlocco,20,Left-Back,Carrarese,loan transfer,out,Summer,NA,Serie A,2015,2015/2016
