,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Toni Dovale,es ESP,"DF,MF",Celta Vigo,23,1990,12,11,994,11.0,0,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,2013-2014
1,Damià Abella,es ESP,"DF,MF",Osasuna,31,1982,34,32,"2,821",31.3,0,1,0,0,0,10,1,0.00,0.03,0.03,0.00,0.03,Matches,2013-2014
2,Javier Acuña,py PAR,FW,Osasuna,25,1988,16,3,549,6.1,3,0,3,0,0,2,0,0.49,0.00,0.49,0.49,0.49,Matches,2013-2014
3,Antonio Adán,es ESP,GK,Betis,26,1987,17,17,"1,522",16.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
4,Issam El Adoua,ma MAR,DF,Levante,26,1986,18,9,"1,017",11.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
5,Adriano,br BRA,"DF,MF",Barcelona,28,1984,26,24,"2,071",23.0,3,1,3,0,0,8,0,0.13,0.04,0.17,0.13,0.17,Matches,2013-2014
6,Aritz Aduriz,es ESP,FW,Athletic Club,32,1981,31,26,"2,392",26.6,16,8,14,2,3,7,2,0.60,0.30,0.90,0.53,0.83,Matches,2013-2014
7,Ibrahim Afellay,nl NED,"FW,MF",Barcelona,27,1986,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
8,Imanol Agirretxe,es ESP,FW,Real Sociedad,26,1987,31,21,"1,942",21.6,8,1,8,0,0,1,0,0.37,0.05,0.42,0.37,0.42,Matches,2013-2014
9,Jordi Alba,es ESP,"DF,MF",Barcelona,24,1989,15,14,"1,240",13.8,0,2,0,0,0,6,1,0.00,0.15,0.15,0.00,0.15,Matches,2013-2014
10,Edu Albácar,es ESP,DF,Elche,33,1979,18,18,"1,586",17.6,3,1,0,3,3,4,0,0.17,0.06,0.23,0.00,0.06,Matches,2013-2014
11,Unai Albizua,es ESP,DF,Athletic Club,24,1989,4,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
12,Paco Alcácer,es ESP,FW,Valencia,19,1993,23,17,"1,531",17.0,6,2,6,0,0,5,0,0.35,0.12,0.47,0.35,0.47,Matches,2013-2014
13,Toby Alderweireld,be BEL,DF,Atlético Madrid,24,1989,12,10,909,10.1,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,2013-2014
14,Alexis,es ESP,DF,Getafe,27,1985,29,27,"2,491",27.7,0,0,0,0,0,15,1,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
15,Xabi Alonso,es ESP,MF,Real Madrid,31,1981,26,23,"2,021",22.5,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,2013-2014
16,Sergio Álvarez,es ESP,GK,Celta Vigo,26,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
17,Víctor Álvarez,es ESP,"DF,MF",Espanyol,20,1993,7,5,300,3.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
18,Dani Alves,br BRA,"DF,MF",Barcelona,30,1983,27,26,"2,385",26.5,2,3,2,0,0,6,0,0.08,0.11,0.19,0.08,0.19,Matches,2013-2014
19,Diego Alves,br BRA,GK,Valencia,28,1985,27,27,"2,280",25.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
20,Antonio Amaya,es ESP,DF,Betis,30,1983,24,22,"2,027",22.5,1,1,1,0,0,10,1,0.04,0.04,0.09,0.04,0.09,Matches,2013-2014
21,Nordin Amrabat,ma MAR,"FW,MF",Málaga,26,1987,15,15,"1,305",14.5,2,5,1,1,1,1,1,0.14,0.34,0.48,0.07,0.41,Matches,2013-2014
22,Stephan Andersen,dk DEN,GK,Betis,31,1981,7,6,585,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
23,Bobley Anderson,ci CIV,MF,Málaga,21,1992,8,1,255,2.8,0,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,Matches,2013-2014
24,Miguel Ángel Moyá,es ESP,GK,Getafe,29,1984,26,26,"2,307",25.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2013-2014
