,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Damià Abella,es ESP,"DF,MF",Barcelona,22,1982,9,5,458,5.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
1,Miguel Ángel Núñez Acosta,es ESP,MF,Numancia,25,1979,8,2,347,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
2,Roberto Acuña,py PAR,MF,La Coruña,32,1972,2,0,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
3,Adriano,br BRA,"DF,MF",Sevilla,19,1984,16,16,"1,174",13.0,2,4,2,0,0,3,0,0.15,0.31,0.46,0.15,0.46,Matches,2004-2005
4,David Aganzo,es ESP,FW,Racing Sant,23,1981,26,17,"1,516",16.8,7,1,6,1,1,7,0,0.42,0.06,0.47,0.36,0.42,Matches,2004-2005
5,Imanol Agirretxe,es ESP,FW,Real Sociedad,17,1987,3,0,67,0.7,1,,1,0,,0,0,1.34,,,1.34,,Matches,2004-2005
6,Alberto Aguilar,es ESP,"DF,MF",Getafe,20,1984,2,2,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
7,Carlos Aguilera,es ESP,DF,Atlético Madrid,35,1969,15,11,871,9.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
8,Mikel Aguirregomezkorta Larrea,es ESP,FW,Albacete,29,1974,29,11,"1,208",13.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
9,Agus,es ESP,"DF,FW",Albacete,19,1985,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
10,Pablo Aimar,ar ARG,MF,Valencia,24,1979,31,22,"1,967",21.9,4,6,3,1,1,4,0,0.18,0.27,0.46,0.14,0.41,Matches,2004-2005
11,David Albelda,es ESP,"DF,MF",Valencia,26,1977,28,27,"2,428",27.0,1,0,1,0,0,11,0,0.04,0.00,0.04,0.04,0.04,Matches,2004-2005
12,Demetrio Albertini,it ITA,"FW,MF",Barcelona,32,1971,5,1,259,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
13,Alberto,es ESP,GK,Real Sociedad,35,1969,4,2,259,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
14,Luiz Alberto,br BRA,DF,Real Sociedad,26,1977,28,27,"2,440",27.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2004-2005
15,Raúl Albiol,es ESP,DF,Getafe,18,1985,17,15,"1,409",15.7,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,2004-2005
