,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Damià Abella,es ESP,"DF,MF",Osasuna,29,1982,30,24,"2,255",25.1,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,Matches,2011-2012
1,Éric Abidal,fr FRA,DF,Barcelona,31,1979,22,20,"1,762",19.6,0,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches,2011-2012
2,Lautaro Acosta,ar ARG,"FW,MF",Racing Sant,23,1988,21,14,"1,259",14.0,2,0,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,2011-2012
3,Antonio Adán,es ESP,GK,Real Madrid,24,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2011-2012
4,Adriano,br BRA,"DF,MF",Barcelona,26,1984,26,20,"1,722",19.1,1,4,1,0,0,3,0,0.05,0.21,0.26,0.05,0.26,Matches,2011-2012
5,Aritz Aduriz,es ESP,FW,Valencia,30,1981,29,11,"1,302",14.5,7,1,7,0,0,5,1,0.48,0.07,0.55,0.48,0.55,Matches,2011-2012
6,Ibrahim Afellay,nl NED,"FW,MF",Barcelona,25,1986,4,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2011-2012
7,Imanol Agirretxe,es ESP,FW,Real Sociedad,24,1987,36,27,"2,183",24.3,10,3,10,0,0,1,0,0.41,0.12,0.54,0.41,0.54,Matches,2011-2012
8,Jordi Alba,es ESP,"DF,MF",Valencia,22,1989,32,27,"2,543",28.3,2,5,2,0,0,13,1,0.07,0.18,0.25,0.07,0.25,Matches,2011-2012
9,David Albelda,es ESP,"DF,MF",Valencia,33,1977,21,19,"1,586",17.6,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,Matches,2011-2012
10,Luis Alberto,es ESP,"FW,MF",Sevilla,18,1992,5,0,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2011-2012
11,Raúl Albiol,es ESP,DF,Real Madrid,25,1985,10,5,621,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2011-2012
12,Paco Alcácer,es ESP,FW,Valencia,17,1993,3,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2011-2012
