,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Issam El Adoua,ma MAR,DF,Levante,27,1986,4,3,290,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
1,Adriano,br BRA,"DF,MF",Barcelona,29,1984,16,10,962,10.7,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,2014-2015
2,Aritz Aduriz,es ESP,FW,Athletic Club,33,1981,31,30,"2,579",28.7,18,3,13,5,5,12,0,0.63,0.10,0.73,0.45,0.56,Matches,2014-2015
3,Imanol Agirretxe,es ESP,FW,Real Sociedad,27,1987,31,21,"1,946",21.6,7,1,7,0,0,2,0,0.32,0.05,0.37,0.32,0.37,Matches,2014-2015
4,Ager Aketxe,es ESP,MF,Athletic Club,20,1993,8,3,299,3.3,1,1,1,0,0,1,0,0.30,0.30,0.60,0.30,0.60,Matches,2014-2015
5,Jordi Alba,es ESP,"DF,MF",Barcelona,25,1989,27,27,"2,329",25.9,1,3,1,0,0,7,1,0.04,0.12,0.15,0.04,0.15,Matches,2014-2015
6,Edu Albácar,es ESP,DF,Elche,34,1979,18,16,"1,436",16.0,3,3,2,1,1,7,0,0.19,0.19,0.38,0.13,0.31,Matches,2014-2015
7,Raúl Albentosa,es ESP,DF,Eibar,25,1988,17,17,"1,530",17.0,2,2,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,Matches,2014-2015
8,Luis Alberto,es ESP,"FW,MF",Málaga,21,1992,15,6,582,6.5,2,1,2,0,1,0,0,0.31,0.15,0.46,0.31,0.46,Matches,2014-2015
9,Paco Alcácer,es ESP,FW,Valencia,20,1993,32,26,"2,155",23.9,11,5,11,0,0,2,1,0.46,0.21,0.67,0.46,0.67,Matches,2014-2015
10,Alexis,es ESP,DF,Getafe,28,1985,29,28,"2,507",27.9,1,1,1,0,0,13,1,0.04,0.04,0.07,0.04,0.07,Matches,2014-2015
11,Cristian Álvarez,ar ARG,GK,Rayo Vallecano,28,1985,17,16,"1,440",16.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
12,Sergio Álvarez,es ESP,GK,Celta Vigo,27,1986,38,38,"3,350",37.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
13,Víctor Álvarez,es ESP,"DF,MF",Espanyol,21,1993,18,15,"1,224",13.6,0,2,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches,2014-2015
14,Dani Alves,br BRA,"DF,MF",Barcelona,31,1983,30,29,"2,517",28.0,0,6,0,0,0,6,1,0.00,0.21,0.21,0.00,0.21,Matches,2014-2015
15,Diego Alves,br BRA,GK,Valencia,29,1985,37,37,"3,311",36.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
16,Antonio Amaya,es ESP,DF,Rayo Vallecano,31,1983,19,19,"1,587",17.6,1,0,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches,2014-2015
17,Nordin Amrabat,ma MAR,"FW,MF",Málaga,27,1987,31,20,"2,048",22.8,6,4,3,3,4,7,0,0.26,0.18,0.44,0.13,0.31,Matches,2014-2015
18,Florin Andone,ro ROU,FW,Córdoba,21,1993,20,17,"1,519",16.9,5,0,5,0,0,5,0,0.30,0.00,0.30,0.30,0.30,Matches,2014-2015
19,José Ángel Alonso,es ESP,DF,Elche,25,1989,13,8,663,7.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
20,José Ángel Crespo,es ESP,DF,Córdoba,27,1987,27,26,"2,163",24.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
21,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,30,1984,27,27,"2,430",27.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
22,Marcos Angeleri,ar ARG,DF,Málaga,31,1983,22,21,"1,880",20.9,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
23,Txema Añibarro,es ESP,"DF,MF",Eibar,35,1979,15,12,"1,146",12.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
24,Cristian Ansaldi,ar ARG,"DF,MF",Atlético Madrid,27,1986,7,6,578,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
26,Ion Ansotegi,es ESP,DF,Real Sociedad,32,1982,19,19,"1,710",19.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2014-2015
27,José Antonio Reyes,es ESP,MF,Sevilla,30,1983,19,15,"1,218",13.5,3,4,3,0,0,5,0,0.22,0.30,0.52,0.22,0.52,Matches,2014-2015
