,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Dani Abalo,es ESP,"FW,MF",Celta Vigo,18,1987,1,0,13,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,2006-2007
1,Pato Abbondanzieri,ar ARG,GK,Getafe,33,1972,36,36,"3,215",35.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
2,Fernando de Abreu Ferreira,br BRA,DF,Racing Sant,21,1984,1,0,6,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,2006-2007
3,Adriano,br BRA,"DF,MF",Sevilla,21,1984,26,25,"1,819",20.2,2,1,2,0,0,2,0,0.10,0.05,0.15,0.10,0.15,Matches,2006-2007
4,Aritz Aduriz,es ESP,FW,Athletic Club,25,1981,34,27,"2,399",26.7,9,3,7,2,2,4,3,0.34,0.11,0.45,0.26,0.38,Matches,2006-2007
5,David Aganzo,es ESP,FW,Racing Sant,25,1981,6,0,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
6,Imanol Agirretxe,es ESP,FW,Real Sociedad,19,1987,6,0,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
7,Sergio Agüero,ar ARG,FW,Atlético Madrid,18,1988,38,25,"2,484",27.6,6,2,6,0,0,4,0,0.22,0.07,0.29,0.22,0.29,Matches,2006-2007
8,Alberto Aguilar,es ESP,"DF,MF",Getafe,22,1984,14,5,539,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
9,Pablo Aimar,ar ARG,MF,Zaragoza,26,1979,31,31,"2,506",27.8,5,7,5,0,0,7,0,0.18,0.25,0.43,0.18,0.43,Matches,2006-2007
10,David Albelda,es ESP,"DF,MF",Valencia,28,1977,25,25,"2,005",22.3,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
11,Raúl Albiol,es ESP,DF,Valencia,20,1985,36,35,"3,185",35.4,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches,2006-2007
12,Alexis,es ESP,DF,Levante,32,1974,34,33,"2,981",33.1,1,2,1,0,0,16,0,0.03,0.06,0.09,0.03,0.09,Matches,2006-2007
13,Alexis,es ESP,DF,Getafe,20,1985,24,24,"2,114",23.5,2,0,2,0,0,4,1,0.09,0.00,0.09,0.09,0.09,Matches,2006-2007
14,Alejandro Alfaro,es ESP,"FW,MF",Sevilla,19,1986,9,2,309,3.4,1,1,1,0,0,1,0,0.29,0.29,0.58,0.29,0.58,Matches,2006-2007
15,Pablo Alfaro,es ESP,DF,Racing Sant,37,1969,5,4,392,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
16,Mikel Alonso,es ESP,MF,Real Sociedad,26,1980,18,7,776,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
17,Cristian Álvarez,ar ARG,"DF,MF",Racing Sant,28,1978,24,9,901,10.0,1,3,0,1,2,3,0,0.10,0.30,0.40,0.00,0.30,Matches,2006-2007
18,Pablo Álvarez,es ESP,MF,La Coruña,26,1980,7,4,343,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
19,Quique Álvarez,es ESP,DF,Villarreal,31,1975,15,12,"1,210",13.4,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2006-2007
