,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
0,Nelson Abeijón,uy URU,MF,Racing Sant,24,1973,30,25,"2,228",24.8,2,,2,0,,2,0,0.08,,,0.08,,Matches,1997-1998
1,Sebastián Abreu,uy URU,FW,Deportivo La Coruña,20,1976,15,12,"1,077",12.0,3,,3,0,,6,0,0.25,,,0.25,,Matches,1997-1998
2,Roberto Acuña,py PAR,MF,Zaragoza,25,1972,30,30,"2,664",29.6,3,,3,0,,6,0,0.10,,,0.10,,Matches,1997-1998
3,Mutiu Adepoju,ng NGA,MF,Real Sociedad,26,1970,21,9,964,10.7,2,,2,0,,5,0,0.19,,,0.19,,Matches,1997-1998
4,Borja Agirretxu,es ESP,DF,Compostela,28,1968,11,4,436,4.8,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
5,Xavier Aguado,es ESP,DF,Zaragoza,29,1968,31,31,"2,717",30.2,5,,5,0,,6,0,0.17,,,0.17,,Matches,1997-1998
6,Carlos Aguilera,es ESP,DF,Atlético Madrid,28,1969,36,36,"3,044",33.8,2,,2,0,,7,0,0.06,,,0.06,,Matches,1997-1998
7,José Aizpurúa,es ESP,GK,Salamanca,27,1970,8,8,720,8.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
8,David Albelda,es ESP,"DF,MF",Valencia,19,1977,5,0,80,0.9,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
9,Alberto,es ESP,GK,Real Sociedad,28,1969,38,38,"3,420",38.0,0,,,,,0,0,0.00,,,,,Matches,1997-1998
10,Óscar Alcides Mena,ar ARG,MF,Mallorca,26,1970,35,35,"2,983",33.1,7,,4,3,,8,0,0.21,,,0.12,,Matches,1997-1998
11,Aitor Aldeondo,es ESP,FW,Real Sociedad,22,1975,10,3,399,4.4,3,,3,0,,1,0,0.68,,,0.68,,Matches,1997-1998
12,Alexis,es ESP,DF,Tenerife,23,1974,23,21,"1,866",20.7,1,,0,1,,6,3,0.05,,,0.00,,Matches,1997-1998
13,Pablo Alfaro,es ESP,DF,CP Mérida,28,1969,34,34,"3,038",33.8,0,,0,0,,12,2,0.00,,,0.00,,Matches,1997-1998
14,Imanol Alguacil,es ESP,DF,Real Sociedad,26,1971,4,4,339,3.8,0,,0,0,,3,2,0.00,,,0.00,,Matches,1997-1998
15,Bittor Alkiza,es ESP,MF,Athletic Club,26,1970,37,36,"3,146",35.0,1,,1,0,,6,0,0.03,,,0.03,,Matches,1997-1998
16,Rafael Alkorta,es ESP,DF,Athletic Club,28,1968,29,29,"2,484",27.6,1,,1,0,,6,2,0.04,,,0.04,,Matches,1997-1998
17,Edu Alonso,es ESP,MF,Salamanca,23,1974,27,20,"1,735",19.3,1,,1,0,,3,0,0.05,,,0.05,,Matches,1997-1998
18,Txema Alonso,es ESP,"DF,MF",Racing Sant,26,1971,27,25,"2,168",24.1,1,,1,0,,9,0,0.04,,,0.04,,Matches,1997-1998
19,Moisés Álvarez Goya,,,Tenerife,19,1978,11,11,990,11.0,0,,0,0,,5,0,0.00,,,0.00,,Matches,1997-1998
20,Armando Álvarez,es ESP,DF,Deportivo La Coruña,27,1970,32,31,"2,588",28.8,2,,2,0,,11,0,0.07,,,0.07,,Matches,1997-1998
21,Gabriel Amato,ar ARG,FW,Mallorca,26,1970,35,32,"2,845",31.6,13,,10,3,,6,0,0.41,,,0.32,,Matches,1997-1998
22,José Amavisca,es ESP,"FW,MF",Real Madrid,26,1971,25,16,"1,294",14.4,0,,0,0,,2,0,0.00,,,0.00,,Matches,1997-1998
23,Daniel Amieva,es ESP,MF,Oviedo,21,1976,2,0,21,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
24,Guillermo Amor,es ESP,MF,Barcelona,29,1967,23,10,"1,141",12.7,0,,0,0,,3,0,0.00,,,0.00,,Matches,1997-1998
26,Sonny Anderson,br BRA,FW,Barcelona,26,1970,23,20,"1,745",19.4,10,,10,0,,1,0,0.52,,,0.52,,Matches,1997-1998
27,Bengt Andersson,se SWE,GK,Tenerife,30,1966,15,15,"1,350",15.0,0,,0,0,,1,0,0.00,,,0.00,,Matches,1997-1998
28,José Antonio García Andrade,es ESP,,Deportivo La Coruña,19,1977,1,0,6,0.1,0,,0,0,,0,0,0.00,,,0.00,,Matches,1997-1998
